	namespace	depth	name	baseMean	log2FoldChange	lfcSE	pvalue	padj
GO:1905572	biological_process	8	ganglioside GM1 transport to membrane	799.751895142453	-10.7896336511471	0.928134398149128	2.27563596528604e-34	4.3212874447187e-32
GO:1905574	molecular_function	6	ganglioside GM2 binding	799.751895142453	-10.7896336511471	0.928134398149128	2.27563596528604e-34	4.3212874447187e-32
GO:1905575	molecular_function	6	ganglioside GM3 binding	799.751895142453	-10.7896336511471	0.928134398149128	2.27563596528604e-34	4.3212874447187e-32
GO:1905577	molecular_function	6	ganglioside GP1c binding	799.751895142453	-10.7896336511471	0.928134398149128	2.27563596528604e-34	4.3212874447187e-32
GO:0042605	molecular_function	4	peptide antigen binding	2788.45641154187	-7.98988980653307	0.684869127761294	2.87453289251755e-34	5.4010960138356e-32
GO:0042130	biological_process	9	negative regulation of T cell proliferation	1015.64680894496	-7.94001333953714	0.68185033267107	3.82998225641952e-34	7.12137325803004e-32
GO:0051025	biological_process	9	negative regulation of immunoglobulin secretion	61.0850848917972	-10.4502716916107	0.903663692023309	5.21944739134682e-34	9.60485937479802e-32
GO:1905573	molecular_function	6	ganglioside GM1 binding	799.761290206859	-10.6849467860697	0.927015184626225	7.48196842162368e-34	1.36278710536717e-31
GO:0002581	biological_process	6	negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	28.9472208715734	-11.2307378470511	0.977768162271863	8.94960975792682e-34	1.59750534178994e-31
GO:0046872	molecular_function	4	metal ion binding	309556.67570719	3.66039064688857	0.304568357959961	8.87701767087509e-34	1.59750534178994e-31
GO:0090209	biological_process	7	negative regulation of triglyceride metabolic process	40.94141901895	-10.9738902148044	0.954728380256761	9.47081896937504e-34	1.67380315448856e-31
GO:0060333	biological_process	7	interferon-gamma-mediated signaling pathway	3775.7379219593	-7.48913300088338	0.648814723041033	1.87189081483247e-33	3.27580892595681e-31
GO:0002606	biological_process	6	positive regulation of dendritic cell antigen processing and presentation	1022.12683161207	-9.26278418231251	0.808422184322227	2.15300083300088e-33	3.69529469894863e-31
GO:0045058	biological_process	2	T cell selection	931.355643912524	-9.4221359670843	0.822404826574114	2.14288945894547e-33	3.69529469894863e-31
GO:0019882	biological_process	2	antigen processing and presentation	4631.70077987734	-7.16689870801594	0.620162597763569	2.31395571376817e-33	3.93372471340589e-31
GO:0060443	biological_process	5	mammary gland morphogenesis	42.5819467950646	-10.3142569501169	0.903263129638498	2.89369394756258e-33	4.87287141169737e-31
GO:0002830	biological_process	6	positive regulation of type 2 immune response	949.892994601685	-9.16955950983245	0.802307419481134	3.0341466261957e-33	5.06163712874703e-31
GO:0030574	biological_process	3	collagen catabolic process	1092.17878309252	-7.58029456254737	0.661064404911356	4.1237743718628e-33	6.81568264238435e-31
GO:0043030	biological_process	6	regulation of macrophage activation	923.76198158811	-8.80974808999676	0.773388261784929	4.97581814231905e-33	8.14847282939404e-31
GO:0060907	biological_process	10	positive regulation of macrophage cytokine production	953.671051996743	-8.85442726748423	0.777556055308423	5.13632997973257e-33	8.33486273983877e-31
GO:0002906	biological_process	11	negative regulation of mature B cell apoptotic process	972.144461487554	-8.94085948396959	0.78634922461589	6.16759188614174e-33	9.91815451960632e-31
GO:2001198	biological_process	7	regulation of dendritic cell differentiation	272.215987087444	-10.4438392474555	0.921221898532548	7.10501333674257e-33	1.13236150054335e-30
GO:2000343	biological_process	9	positive regulation of chemokine (C-X-C motif) ligand 2 production	954.377630284143	-8.96261391562925	0.791634014053959	1.067859736061e-32	1.68684037952999e-30
GO:0019883	biological_process	3	antigen processing and presentation of endogenous antigen	910.469273718964	-9.38896274553392	0.831324254375559	1.38234661559771e-32	2.16446377968589e-30
GO:0005537	molecular_function	4	mannose binding	876.87139679371	-7.30729700208049	0.642470445833388	1.61389395076321e-32	2.50504408879333e-30
GO:0060228	molecular_function	4	phosphatidylcholine-sterol O-acyltransferase activator activity	89.2065221969646	-10.0572629013527	0.89331884413528	1.89832181331324e-32	2.92112451445184e-30
GO:0002726	biological_process	9	positive regulation of T cell cytokine production	437.397870568898	-9.26579223748704	0.822561297817535	1.95642477339586e-32	2.98480189787317e-30
GO:0051413	biological_process	8	response to cortisone	36.1437768398722	-11.2689178059779	1.00761945027049	2.69857062939603e-32	4.08215980802705e-30
GO:0045059	biological_process	4	positive thymic T cell selection	1117.98061352184	-7.87323244233853	0.699246137950197	3.43866186685252e-32	5.15799280027878e-30
GO:0070325	molecular_function	4	lipoprotein particle receptor binding	285.903444810848	-8.11991922677798	0.723430029153715	4.35093645374432e-32	6.47201797494467e-30
GO:0039520	biological_process	9	induction by virus of host autophagy	224365.065401168	8.27208224819518	0.739689805782539	6.37010505223657e-32	9.39722108945642e-30
GO:0004699	molecular_function	8	calcium-independent protein kinase C activity	44.7705582301498	-10.4318203269555	0.93788896840099	7.94727431841728e-32	1.15332395596543e-29
GO:0042270	biological_process	10	protection from natural killer cell mediated cytotoxicity	514.743226768835	-8.80440056520297	0.789822880282165	7.91555879455693e-32	1.15332395596543e-29
GO:0035771	biological_process	7	interleukin-4-mediated signaling pathway	65.9860175314192	-9.30670442090961	0.836400970326768	9.14556394815906e-32	1.29458786383262e-29
GO:1900163	biological_process	10	positive regulation of phospholipid scramblase activity	37.9231744421125	-10.4942905164462	0.94478029126618	9.21079320485956e-32	1.29458786383262e-29
GO:2000753	biological_process	8	positive regulation of glucosylceramide catabolic process	37.9231744421125	-10.4942905164462	0.94478029126618	9.21079320485956e-32	1.29458786383262e-29
GO:2000755	biological_process	10	positive regulation of sphingomyelin catabolic process	37.9231744421125	-10.4942905164462	0.94478029126618	9.21079320485956e-32	1.29458786383262e-29
GO:0035691	biological_process	7	macrophage migration inhibitory factor signaling pathway	945.761192922349	-9.15194820179704	0.8261704367066	1.62180254458447e-31	2.26165432975256e-29
GO:0030890	biological_process	9	positive regulation of B cell proliferation	1330.75274138492	-7.32153277256871	0.656128029410416	1.82877886335148e-31	2.53051958998634e-29
GO:0051702	biological_process	2	interaction with symbiont	1170.80213743462	-9.5461199267162	0.863550607239815	1.99741867420258e-31	2.74260948727047e-29
GO:0043394	molecular_function	3	proteoglycan binding	1718.34867704034	-8.31918074908918	0.75173989981643	2.30344912722514e-31	3.1386692306083e-29
GO:0010916	biological_process	6	negative regulation of very-low-density lipoprotein particle clearance	90.8587137018876	-9.70542838571244	0.881427399902655	3.1708275021283e-31	4.28782355401441e-29
GO:0010872	biological_process	7	regulation of cholesterol esterification	54.7400595528368	-11.6112153773582	1.06221944427332	3.41284611828149e-31	4.58039873769357e-29
GO:0006953	biological_process	6	acute-phase response	1556.4694942373	-8.24693156093541	0.748805922106502	4.3109883831514e-31	5.74262258501884e-29
GO:0035718	molecular_function	4	macrophage migration inhibitory factor binding	914.222391906551	-8.86403483932799	0.808663553863342	6.18813300413082e-31	8.18208697212853e-29
GO:1904044	biological_process	8	response to aldosterone	132.348400845518	-10.50712348606	0.963009473660646	8.04728222228519e-31	1.05620579167493e-28
GO:0052651	biological_process	8	monoacylglycerol catabolic process	30.4699302180234	-11.0126345448452	1.01169654242629	8.51219952169243e-31	1.10907125154898e-28
GO:0002792	biological_process	7	negative regulation of peptide secretion	908.919929644087	-9.07934981532354	0.831932756194692	1.00566169884884e-30	1.30080154525013e-28
GO:0042658	molecular_function	6	MHC class II protein binding, via antigen binding groove	908.479788324422	-9.07851514555065	0.831982484816328	1.0242456295076e-30	1.315308236454e-28
GO:0032472	biological_process	9	Golgi calcium ion transport	45.2333861616713	-10.4006389713531	0.956046656461575	1.17894131682535e-30	1.50315017895232e-28
GO:0002455	biological_process	7	humoral immune response mediated by circulating immunoglobulin	729.140973295087	-8.46238740179246	0.776197388730498	1.33510833515475e-30	1.69019033918527e-28
GO:0010757	biological_process	10	negative regulation of plasminogen activation	158.079458711103	-9.69062823938441	0.891161131653252	1.42874379262724e-30	1.79599131678847e-28
GO:0150062	biological_process	7	complement-mediated synapse pruning	27.4025379339396	-10.7466178770943	0.991688730558957	1.64465762878221e-30	2.03869018567795e-28
GO:0150064	biological_process	4	vertebrate eye-specific patterning	27.4025379339396	-10.7466178770943	0.991688730558957	1.64465762878221e-30	2.03869018567795e-28
GO:0050852	biological_process	10	T cell receptor signaling pathway	2526.35458385768	-6.38595483395108	0.576622130088565	1.74282725499191e-30	2.14548044838659e-28
GO:0004896	molecular_function	4	cytokine receptor activity	1158.42372528303	-6.59841574514697	0.59842843034791	2.15423855561664e-30	2.63377796012034e-28
GO:0030343	molecular_function	5	vitamin D3 25-hydroxylase activity	36.7511547485439	-11.4789349796137	1.06737770123612	2.58413104631418e-30	3.11667156599379e-28
GO:0036378	biological_process	7	calcitriol biosynthetic process from calciol	36.7761678307706	-11.479862704685	1.06743940703925	2.57541018289506e-30	3.11667156599379e-28
GO:1902166	biological_process	11	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	1036.15827286561	-7.73475720196457	0.711223123576425	2.81349654641551e-30	3.37053109755147e-28
GO:0045582	biological_process	9	positive regulation of T cell differentiation	1120.94857857108	-7.55366170562214	0.694290935029705	3.17223329909538e-30	3.7749576259235e-28
GO:0019083	biological_process	4	viral transcription	195818.149606568	10.0971981198222	0.935572705147889	3.24486125833415e-30	3.82226048999153e-28
GO:0045581	biological_process	9	negative regulation of T cell differentiation	955.191379108913	-8.56617245523776	0.791881449243624	3.25481005310203e-30	3.82226048999153e-28
GO:2001190	biological_process	9	positive regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	95.1082728989873	-10.7311871479941	0.996917760546417	3.61867908130174e-30	4.2217922615187e-28
GO:1904646	biological_process	7	cellular response to amyloid-beta	1202.92338227082	-7.02456905956901	0.645147145619158	5.36315926765436e-30	6.21638915114483e-28
GO:0035814	biological_process	8	negative regulation of renal sodium excretion	115.282502548983	-8.70629102945077	0.810120787428052	6.70931016630844e-30	7.72652815926488e-28
GO:0048146	biological_process	6	positive regulation of fibroblast proliferation	2309.41139004342	-7.22046351602159	0.666034103053978	7.01561878864604e-30	8.02748688316229e-28
GO:0050731	biological_process	10	positive regulation of peptidyl-tyrosine phosphorylation	1656.55797949185	-6.37059097759273	0.581776852743855	7.11409943795354e-30	8.08832324633571e-28
GO:0033157	biological_process	7	regulation of intracellular protein transport	208.317872526824	-8.21174710469202	0.763565271534176	7.54097252197995e-30	8.51938984286975e-28
GO:0022617	biological_process	6	extracellular matrix disassembly	768.047068663139	-7.12772765453743	0.657620634069732	8.07895344475476e-30	9.06976848986619e-28
GO:0071403	biological_process	4	cellular response to high density lipoprotein particle stimulus	76.5283449148995	-9.70812396288759	0.909555499939673	1.24873067919862e-29	1.39311516398096e-27
GO:0097242	biological_process	2	amyloid-beta clearance	850.322939130667	-8.165629330392	0.763625111083202	1.50087072963848e-29	1.66400885242527e-27
GO:0002286	biological_process	6	T cell activation involved in immune response	192.827003793618	-8.28958158690988	0.776167983162067	1.61838979944298e-29	1.7832257975344e-27
GO:0032233	biological_process	10	positive regulation of actin filament bundle assembly	396.663337548175	-6.94400706505371	0.643714459107004	1.80407349596784e-29	1.97562649711816e-27
GO:0034375	biological_process	8	high-density lipoprotein particle remodeling	159.351190543607	-8.73123594640904	0.820001532303628	1.93836714590788e-29	2.09696082148216e-27
GO:2001187	biological_process	10	positive regulation of CD8-positive, alpha-beta T cell activation	190.458252895528	-10.2801179481094	0.967803688889215	1.93563150115887e-29	2.09696082148216e-27
GO:0014823	biological_process	2	response to activity	1149.49250351255	-6.76177632779981	0.625879729888662	1.95801142598246e-29	2.10545204540885e-27
GO:0002715	biological_process	7	regulation of natural killer cell mediated immunity	71.1428325034641	-10.510959145891	0.990519247833083	2.01973220291122e-29	2.1275479817264e-27
GO:0002717	biological_process	8	positive regulation of natural killer cell mediated immunity	71.1469000972575	-10.511037936343	0.99052342689132	2.01893161718799e-29	2.1275479817264e-27
GO:0032429	biological_process	7	regulation of phospholipase A2 activity	339.874238773428	-9.4913336051109	0.892801028741163	2.02623617307276e-29	2.1275479817264e-27
GO:0032759	biological_process	9	positive regulation of TRAIL production	71.1428325034641	-10.510959145891	0.990519247833083	2.01973220291122e-29	2.1275479817264e-27
GO:0019959	molecular_function	6	interleukin-8 binding	19.7709189693699	-10.6361743149784	1.00333064912962	2.16148868193413e-29	2.25629081710668e-27
GO:0070372	biological_process	10	regulation of ERK1 and ERK2 cascade	1309.71125364933	-7.5251961480257	0.703036851244972	2.21754549674682e-29	2.30134808819365e-27
GO:0007599	biological_process	4	hemostasis	600.323624253874	-6.61621318063087	0.612390751710421	2.42379955403005e-29	2.49641615828007e-27
GO:0030339	molecular_function	5	fatty-acyl-ethyl-ester synthase activity	23.6348711487691	-10.6490856516697	1.00565398863181	2.43348129714696e-29	2.49641615828007e-27
GO:1905065	biological_process	8	positive regulation of vascular associated smooth muscle cell differentiation	28.2507372545012	-10.8775139005824	1.02917396912873	2.71970590356517e-29	2.77410002163647e-27
GO:0003128	biological_process	5	heart field specification	166.470384182902	-11.1851212201298	1.06134355697262	3.15950943261506e-29	3.2043888279647e-27
GO:0002399	biological_process	8	MHC class II protein complex assembly	39.830188405264	-11.1774067413636	1.0611219550115	3.34915079634403e-29	3.37121991541271e-27
GO:0051427	molecular_function	4	hormone receptor binding	32.2467645173344	-9.94833071530451	0.940562640058115	3.36177672237233e-29	3.37121991541271e-27
GO:0071283	biological_process	7	cellular response to iron(III) ion	243.386151859458	-9.1169810127755	0.861409685542073	3.53642666024952e-29	3.52654837348904e-27
GO:0038155	biological_process	7	interleukin-23-mediated signaling pathway	104.905270496287	-9.1695815821193	0.866841460618937	3.72308030725324e-29	3.69205463802613e-27
GO:0090023	biological_process	11	positive regulation of neutrophil chemotaxis	1078.03524285393	-7.17775487244114	0.671550769193143	3.8851919046342e-29	3.83152903302323e-27
GO:0033674	biological_process	9	positive regulation of kinase activity	1438.23992441433	-6.84727393279408	0.638236160903206	3.91841527259896e-29	3.84306113274129e-27
GO:0070241	biological_process	11	positive regulation of activated T cell autonomous cell death	55.2780844937233	-10.4945206430171	0.995742575724018	4.36178211520306e-29	4.25452517794397e-27
GO:0060736	biological_process	4	prostate gland growth	875.701891624371	-9.07013000374882	0.859578487777237	5.00820876549687e-29	4.85850687304996e-27
