domain phylum class order family genus species tax_id tax_level 	CRR125950_0.5.bracken_num CRR125950_0.90.bracken_num CRR125950_0.95.bracken_num CRR125950_0.99.bracken_num CRR125950_0.bracken_num CRR125950_1.bracken_num 
Bacteria Firmicutes Bacilli Lactobacillales Leuconostocaceae Weissella Weissella viridescens 1629 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Nocardiaceae Nocardia Nocardia sp. CFHS0054 	2382165 0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Brucellaceae Brucella Brucella microti 444163 	S 0.00000 0.00000 0.00000 0.00000 0.00136 0.00000 
Bacteria Proteobacteria Epsilonproteobacteria NA NA Sulfurovum Sulfurovum lithotrophicum 206403 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Deltaproteobacteria Desulfuromonadales Geobacteraceae Geobacter Geobacter sp. M21 	443144 0 0 0 0 1 0 
Eukaryota Ascomycota Sordariomycetes Sordariales Chaetomiaceae Thermothielavioides Thermothielavioides terrestris 2587410 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Eukaryota Apicomplexa Aconoidasida Haemosporida Plasmodiidae Plasmodium Plasmodium sp. gorilla 	clade 880535 0 0 0 0 4 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium psychrophilum 96345 	S 0.00000 0.00000 0.00000 0.00000 0.00012 0.00000 
Bacteria Planctomycetes NA NA NA NA Planctomycetes bacterium K23_9 	1930275 0 0 0 0 1 0 
Bacteria Spirochaetes Spirochaetia Brachyspirales Brachyspiraceae Brachyspira Brachyspira murdochii 84378 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Tenericutes Mollicutes Entomoplasmatales Spiroplasmataceae Spiroplasma Spiroplasma taiwanense 2145 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Morganellaceae Providencia Providencia sp. WCHPHu000369 	2027290 0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Corynebacteriaceae Corynebacterium Corynebacterium ureicelerivorans 401472 	S 0.00000 0.00000 0.00000 0.00000 0.00023 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Pasteurellales Pasteurellaceae Pasteurella Pasteurella multocida 747 	S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Bacteria Spirochaetes Spirochaetia Spirochaetales Borreliaceae Borrelia Borrelia miyamotoi 47466 	S 0.00000 0.00000 0.00000 0.00000 0.00016 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Hungateiclostridiaceae Fastidiosipila Fastidiosipila sanguinis 236753 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Cyanobacteria NA Chroococcales Chroococcaceae Gloeocapsa Gloeocapsa sp. PCC 	7428 S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Enterobacter Enterobacter cloacae 550 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Erwiniaceae Pantoea Pantoea ananatis 553 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium columnare 996 	S 0.00000 0.00000 0.00000 0.00000 0.00538 0.00000 
Bacteria Cyanobacteria NA Oscillatoriales Coleofasciculaceae Geitlerinema Geitlerinema sp. PCC 	7407 S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas Pseudomonas entomophila 312306 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Betaproteobacteria Neisseriales Neisseriaceae Neisseria Neisseria subflava 28449 	S 0.00000 0.00000 0.00000 0.00000 0.00228 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Yersiniaceae Yersinia Yersinia entomophaga 935293 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Actinobacteria Actinobacteria Frankiales Frankiaceae Frankia Frankia inefficax 298654 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Brucellaceae Brucella Brucella abortus 235 	S 0.00000 0.00000 0.00000 0.00000 0.08938 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Enterococcaceae Enterococcus Enterococcus wangshanyuanii 2005703 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Methylobacteriaceae Microvirga Microvirga sp. HR1 	2651334 0 0 0 0 18 0 
Bacteria Fusobacteria Fusobacteriia Fusobacteriales Fusobacteriaceae Ilyobacter Ilyobacter polytropus 167642 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae Thioclava Thioclava nitratireducens 1915078 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Morganellaceae Xenorhabdus Xenorhabdus hominickii 351679 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Cyanobacteria NA Nostocales Calotrichaceae Calothrix Calothrix brevissima 938406 	S 0.00000 0.00000 0.00000 0.00000 0.00012 0.00000 
Eukaryota Ascomycota Eurotiomycetes Eurotiales Aspergillaceae Aspergillus Aspergillus oryzae 5062 	S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Alteromonadaceae Alteromonas Alteromonas mediterranea 314275 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium sp. 140616W15 	2478552 0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Bifidobacteriales Bifidobacteriaceae Bifidobacterium Bifidobacterium pseudolongum 1694 	S 0.00000 0.00000 0.00000 0.00000 0.00070 0.00000 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Corynebacteriaceae Corynebacterium Corynebacterium sp. NML98-0116 	702967 0 0 0 0 4 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Phyllobacteriaceae Mesorhizobium Mesorhizobium amorphae 71433 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Mycobacteriaceae Mycolicibacterium Mycolicibacterium aurum 1791 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Propionibacteriales Propionibacteriaceae Pseudopropionibacterium Pseudopropionibacterium propionicum 1750 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Firmicutes Bacilli Bacillales Paenibacillaceae Paenibacillus Paenibacillus donghaensis 414771 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Yersiniaceae Serratia Serratia odorifera 618 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Oceanospirillales Oceanospirillaceae Nitrincola Nitrincola sp. KXZD1103 	2614693 0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas Pseudomonas sp. S150 	2559074 0 0 0 0 2 0 
Bacteria Spirochaetes Spirochaetia Spirochaetales Borreliaceae Borrelia Borrelia hermsii 140 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Gordoniaceae Gordonia Gordonia sp. JH63 	2698900 0 0 0 0 2 0 
Bacteria Actinobacteria Actinobacteria Micrococcales Micrococcaceae Micrococcus Micrococcus luteus 1270 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Eukaryota Ascomycota Saccharomycetes Saccharomycetales Debaryomycetaceae Candida Candida orthopsilosis 273371 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Thiotrichales Piscirickettsiaceae Thiomicrorhabdus Thiomicrorhabdus indica 2267253 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Yersiniaceae Serratia Serratia marcescens 615 	S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium Mycobacterium liflandii 261524 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Caulobacter Caulobacter flavus 1679497 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Alteromonadaceae Marinobacter Marinobacter salinus 1874317 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Streptomycetales Streptomycetaceae Streptomyces Streptomyces albus 1888 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Winogradskyella Winogradskyella sp. J14-2 	1936080 0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Micrococcales Micrococcaceae Arthrobacter Arthrobacter alpinus 656366 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Burkholderiaceae Burkholderia Burkholderia mallei 13373 	S 0.00000 0.00000 0.00000 0.00000 0.00021 0.00000 
Archaea Euryarchaeota Methanomicrobia Methanosarcinales Methanosarcinaceae Methanosarcina Methanosarcina barkeri 2208 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Tenericutes Mollicutes Mycoplasmatales Mycoplasmataceae Mycoplasma Mycoplasma anserisalpingitidis 519450 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Micromonosporales Micromonosporaceae Micromonospora Micromonospora krabiensis 307121 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Bacillales Staphylococcaceae Staphylococcus Staphylococcus simulans 1286 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Bacillus Bacillus lentus 1467 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Bacillales Staphylococcaceae Staphylococcus Staphylococcus haemolyticus 1283 	S 0.00000 0.00000 0.00000 0.00000 0.00016 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Erwiniaceae Pantoea Pantoea stewartii 66269 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Tenericutes Mollicutes Mycoplasmatales Mycoplasmataceae Mycoplasma Mycoplasma flocculare 2128 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Bacillales Staphylococcaceae Staphylococcus Staphylococcus xylosus 1288 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Eukaryota Ascomycota Saccharomycetes Saccharomycetales Saccharomycetaceae Kluyveromyces Kluyveromyces marxianus 4911 	S 0.00000 0.00000 0.00000 0.00000 0.00016 0.00000 
Bacteria Firmicutes Bacilli Bacillales Planococcaceae Sporosarcina Sporosarcina psychrophila 1476 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Firmicutes Bacilli Bacillales Staphylococcaceae Auricoccus Auricoccus indicus 1849491 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria NA NA Phreatobacter Phreatobacter stygius 1940610 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Elizabethkingia Elizabethkingia miricola 172045 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio gazogenes 687 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Streptomycetales Streptomycetaceae Streptomyces Streptomyces sp. HM190 	2695266 0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Alteromonadaceae Marinobacter Marinobacter sp. LQ44 	1749259 0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Micrococcales Microbacteriaceae Agromyces Agromyces sp. HY052 	2585717 0 0 0 0 2 0 
Bacteria Thermotogae Thermotogae Thermotogales Thermotogaceae Thermotoga Thermotoga profunda 1508420 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas sp. MM-1 	745310 0 0 0 0 211 0 
Bacteria Firmicutes Bacilli Lactobacillales Streptococcaceae Streptococcus Streptococcus sanguinis 1305 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Candidatus Purcelliella Candidatus Purcelliella 	pentastirinorum S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Pasteurellales Pasteurellaceae Bibersteinia Bibersteinia trehalosi 47735 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Eukaryota Bacillariophyta Coscinodiscophyceae Thalassiosirales Thalassiosiraceae Thalassiosira Thalassiosira pseudonana 35128 	S 0.00000 0.00000 0.00000 0.00000 0.00031 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Capnocytophaga Capnocytophaga endodontalis 2708117 	S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Permianibacter Permianibacter aggregans 1510150 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae NA secondary endosymbiont of 	Heteropsylla 134287 0 0 0 0 1 0 
Bacteria Bacteroidetes Bacteroidia Bacteroidales Porphyromonadaceae Porphyromonas Porphyromonas cangingivalis 36874 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Betaproteobacteria Neisseriales Chromobacteriaceae Chromobacterium Chromobacterium vaccinii 1108595 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Bacteroidia Marinilabiliales Prolixibacteraceae NA Prolixibacteraceae bacterium WC007 	2681766 0 0 0 0 4 0 
Bacteria Firmicutes Bacilli Lactobacillales Streptococcaceae Streptococcus Streptococcus mutans 1309 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Chryseobacterium Chryseobacterium sp. 3008163 	2478663 0 0 0 0 1 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Polaribacter Polaribacter sp. KT 	15 S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Propionibacteriales Nocardioidaceae Marmoricola Marmoricola scoriae 642780 	S 0.00000 0.00000 0.00000 0.00000 0.00026 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Erythrobacteraceae Altererythrobacter Altererythrobacter sp. ZODW24 	2185142 0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Micrococcales Micrococcaceae Arthrobacter Arthrobacter sp. YC-RL1 	1652545 0 0 0 0 1 0 
Bacteria Proteobacteria Betaproteobacteria Neisseriales Neisseriaceae Neisseria Neisseria elongata 495 	S 0.00000 0.00000 0.00000 0.00000 0.00226 0.00000 
Bacteria Cyanobacteria NA Nostocales Calotrichaceae Calothrix Calothrix parasitica 1973486 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium Bradyrhizobium icense 1274631 	S 0.00000 0.00000 0.00000 0.00000 0.00014 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Chromatiales Chromatiaceae Nitrosococcus Nitrosococcus wardiae 1814290 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Betaproteobacteria Neisseriales Neisseriaceae Neisseria Neisseria canis 493 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Synergistetes Synergistia Synergistales Synergistaceae Thermovirga Thermovirga lienii 336261 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Capnocytophaga Capnocytophaga canimorsus 28188 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Capnocytophaga Capnocytophaga cynodegmi 28189 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Deinococcus-Thermus Deinococci Thermales Thermaceae Thermus Thermus brockianus 56956 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae NA Arcobacter sp. L 	944547 0 0 0 0 1 0 
Archaea Euryarchaeota Methanococci Methanococcales Methanococcaceae Methanothermococcus Methanothermococcus okinawensis 155863 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Archaea Euryarchaeota Thermococci Thermococcales Thermococcaceae Pyrococcus Pyrococcus horikoshii 53953 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Polaribacter Polaribacter sp. SA4-10 	754397 0 0 0 0 2 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Georhizobium Georhizobium profundi 2341112 	S 0.00000 0.00000 0.00000 0.00000 0.00016 0.00000 
Bacteria Thermotogae Thermotogae Mesoaciditogales Mesoaciditogaceae Athalassotoga Athalassotoga saccharophila 1441386 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Tenericutes Mollicutes Entomoplasmatales Entomoplasmataceae Mesoplasma Mesoplasma florum 2151 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Bacillus Bacillus mobilis 2026190 	S 0.00000 0.00000 0.00000 0.00000 0.00014 0.00000 
Bacteria Firmicutes Bacilli Bacillales NA Gemella Gemella haemolysans 1379 	S 0.00000 0.00000 0.00000 0.00000 0.00023 0.00000 
Bacteria Firmicutes Erysipelotrichia Erysipelotrichales Erysipelotrichaceae NA Erysipelotrichaceae bacterium GAM147 	2109692 0 0 0 0 1 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Capnocytophaga Capnocytophaga haemolytica 45243 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Proteobacteria Oligoflexia Silvanigrellales Silvanigrellaceae Silvanigrella Silvanigrella aquatica 1915309 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium Bradyrhizobium sp. CCBAU 	051011 S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium arcticum 1784713 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Rhodomicrobium Rhodomicrobium vannielii 1069 	S 0.00000 0.00000 0.00000 0.00000 0.00019 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Chromatiales Ectothiorhodospiraceae NA Ectothiorhodospiraceae bacterium BW-2 	947515 0 0 0 0 1 0 
Bacteria Bacteroidetes Cytophagia Cytophagales Hymenobacteraceae Hymenobacter Hymenobacter oligotrophus 2319843 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter Acinetobacter chinensis 2004650 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Viruses Duplornaviricota Resentoviricetes Reovirales Reoviridae Fijivirus Nilaparvata lugens reovirus 	33724 0 0 0 0 1 0 
Bacteria Bacteroidetes Cytophagia Cytophagales Flammeovirgaceae NA Flammeovirgaceae bacterium 311 	1257021 0 0 0 0 5 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Phyllobacteriaceae Mesorhizobium Mesorhizobium sp. 8 	2584466 0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Lelliottia Lelliottia amnigena 61646 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Eukaryota Ascomycota Saccharomycetes Saccharomycetales Saccharomycetaceae Kluyveromyces Kluyveromyces lactis 28985 	S 0.00000 0.00000 0.00000 0.00000 0.00016 0.00000 
Bacteria Actinobacteria Actinobacteria Streptomycetales Streptomycetaceae Streptomyces Streptomyces peucetius 1950 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium sp. KBS0721 	1179672 0 0 0 0 1 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Kordia Kordia antarctica 1218801 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Burkholderiaceae Pandoraea Pandoraea pnomenusa 93220 	S 0.00000 0.00000 0.00000 0.00000 0.00012 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas sp. YZ-8 	2319844 0 0 0 0 2 0 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas Pseudomonas salegens 1434072 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium Bradyrhizobium sp. ORS 	285 S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Streptomycetales Streptomycetaceae Streptomyces Streptomyces sp. Z022 	1442032 0 0 0 0 1 0 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Comamonadaceae Hydrogenophaga Hydrogenophaga crassostreae 1763535 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Afipia Afipia sp. GAS231 	1882747 0 0 0 0 7 0 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Bacillus Bacillus thermoamylovorans 35841 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Micromonosporales Micromonosporaceae Plantactinospora Plantactinospora sp. KBS50 	2024580 0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Bacillus Bacillus weihaiensis 1547283 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Campylobacter Campylobacter ureolyticus 827 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium Bradyrhizobium canariense 255045 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Clostridium Clostridium sp. SY8519 	1042156 0 0 0 0 1 0 
Bacteria Bacteroidetes Bacteroidia Bacteroidales Bacteroidaceae Bacteroides Bacteroides uniformis 820 	S 0.00000 0.00000 0.00000 0.00000 0.00042 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium Bradyrhizobium sp. 376 	S 0.00000 0.00000 0.00000 0.00000 0.00040 0.00000 
Eukaryota NA Cryptophyceae Pyrenomonadales Geminigeraceae Guillardia Guillardia theta 55529 	S 0.00000 0.00000 0.00000 0.00000 0.00023 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Candidatus Blochmannia Blochmannia endosymbiont 	of (Hedomyrma) 1505596 0 0 0 0 2 0 
Eukaryota Ascomycota Sordariomycetes Hypocreales Clavicipitaceae Pochonia Pochonia chlamydosporia 280754 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium Mycobacterium sp. DL90 	2487344 0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas sp. LK11 	1390395 0 0 0 0 155 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Enterobacter Enterobacter bugandensis 881260 	S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Capnocytophaga Capnocytophaga sp. oral 	taxon 1705617 0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Bacillales Paenibacillaceae Paenibacillus Paenibacillus sp. FSL 	R5-0912 S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Acetobacteraceae Acetobacter Acetobacter sp. KACC 	21233 S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Acetobacteraceae Acetobacter Acetobacter ghanensis 431306 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Cyanobacteria NA Oscillatoriales Oscillatoriaceae Moorea Moorea producens 1155739 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Eukaryota Apicomplexa Aconoidasida Haemosporida Plasmodiidae Plasmodium Plasmodium reichenowi 5854 	S 0.00000 0.00000 0.00000 0.00000 0.00012 0.00000 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Corynebacteriaceae Corynebacterium Corynebacterium pseudotuberculosis 1719 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae Pseudobutyrivibrio Pseudobutyrivibrio xylanivorans 185007 	S 0.00000 0.00000 0.00000 0.00000 0.00040 0.00000 
Bacteria Firmicutes Bacilli Bacillales Staphylococcaceae Staphylococcus Staphylococcus chromogenes 46126 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Dokdonia Dokdonia sp. MED134 	313590 0 0 0 0 2 0 
