"V1"	"V2"	"V3"	"V4"	"V5"	"V6"
"GO:0006766-vitamin metabolic process"	7.13386161268345	10.4898384841151	13.4001129624325	0.296501239866589	15.3671801893024	29.9976992587994
"GO:0009900-dehiscence"	1.33307323304814e-09	0.000433591683684065	0.000774383410058112	0.000902376681778456	0.0237841934158263	0.0103044333927354
"GO:0007023-post-chaperonin tubulin folding pathway"	3.25442162130333e-10	0.000417129972785592	0.000615160070807389	0.000896804301642093	0.0487209762745796	0.0103216000845806
"GO:0048653-anther development"	2.46171108708396e-11	0.000434059133231188	0.000538068940333851	0.000901226073479598	0.023908102977525	0.0103214002298832
"GO:0003151-outflow tract morphogenesis"	2.46171108708396e-11	0.000434059133231188	0.000538068940333851	0.000901226073479598	0.023908102977525	0.0103214002298832
"GO:0007530-sex determination"	2.46171108708396e-11	0.000434059133231188	0.000538068940333851	0.000901226073479598	0.023908102977525	0.0103214002298832
"GO:0002566-somatic diversification of immune receptors via somatic mutation"	4.3095045719634e-11	0.00043384894023821	0.000538329192010744	0.00090308914573128	0.0024671105706901	0.124787165775204
"GO:0006091-generation of precursor metabolites and energy"	66.3249580650518	4.04275777281227	2.4290183251122	0.327604431346545	24.577999661489	2.49598722049533
"GO:0035172-hemocyte proliferation"	2.46171108708396e-11	0.000434059133231188	0.000538068940333851	0.000901226073479598	0.023908102977525	0.0103214002298832
"GO:0033037-polysaccharide localization"	3.69256660332002e-11	0.000434056732121262	0.000538379153921198	0.000901260091130937	0.0241673802645983	0.0103214094729648
"GO:0044182-filamentous growth of a population of unicellular organisms"	0.0251591356596866	0.0180992262904641	0.034216150129591	0.000880325783485969	0.0250441669818658	0.131813225050165
"GO:0042395-ecdysis, collagen and cuticulin-based cuticle"	0.00587141368355646	0.000427980169566493	0.000517272051740314	0.000903376444775362	0.00234940858776067	0.0102657166678456
"GO:0021587-cerebellum morphogenesis"	6.46425677365521e-11	0.000433849190980388	0.000538218556194796	0.000903067852524338	0.00246740581228521	0.131714761691176
"GO:0019222-regulation of metabolic process"	28.8971413358998	5.81560226568339	2.2288613266594	0.46647620225092	56.7519113927613	6.16925237127766
"GO:0051666-actin cortical patch localization"	4.92342210097935e-11	0.000434056108562265	0.000538467145363538	0.000901277955892066	0.0243440426569657	0.0103214115626002
"GO:0003407-neural retina development"	3.69256660332002e-11	0.000434056732121262	0.000538379153921198	0.000901260091130937	0.0241673802645983	0.0103214094729648
"GO:0010191-mucilage metabolic process"	6.08783253158182e-10	0.000426300241278181	0.000629369252041121	0.000901301598622207	0.0239114525942069	0.0103076955800611
"GO:1905392-plant organ morphogenesis"	1.33307323304814e-09	0.000433591683684065	0.000774383410058112	0.000902376681778456	0.0237841934158263	0.0103044333927354
"GO:0015979-photosynthesis"	0.0431515747970536	0.237794140133167	0.342097894961483	0.104503385474162	0.452529980629512	0.559267272282218
"GO:0006810-transport"	86.0413155234837	17.2799270009316	6.44492005528967	0.838048436690372	186.571405526603	10.4997971899309
"GO:0018899-1,2-dichloroethane metabolic process"	6.15427758049032e-11	0.000434056062951426	0.000538474902084749	0.00090128720990132	0.0244784983403154	0.0103214111650947
"GO:0048544-recognition of pollen"	4.92342210097935e-11	0.000434056108562265	0.000538467145363538	0.000901277955892066	0.0243440426569657	0.0103214115626002
"GO:0017145-stem cell division"	1.11021673953648e-10	0.000433884299619334	0.000527766644699801	0.000900173947745765	0.0239081039126692	0.136857731879991
"GO:0070276-halogen metabolic process"	0.00587141368355646	0.000427980169566493	0.000517272051740314	0.000903376444775362	0.00234940858776067	0.0102657166678456
"GO:0044249-cellular biosynthetic process"	217.102498434299	46.4551137381204	35.3950239043447	4.33833748967179	217.334524081318	61.2964313925326
"GO:0080186-developmental vegetative growth"	2.46171108708396e-11	0.000434059133231188	0.000538068940333851	0.000901226073479598	0.023908102977525	0.0103214002298832
"GO:0008104-protein localization"	2.23652648604808	3.17127409478307	1.3489888051714	0.268747239064867	18.449452278964	3.61377642988366
"GO:0051298-centrosome duplication"	2.8784258642242e-09	0.000421806258741617	0.000634747794974351	0.000897617070178874	0.0243468537093488	0.136855081307718
"GO:0043474-pigment metabolic process involved in pigmentation"	8.01686697016918e-11	0.000433885579974545	0.00052769804910088	0.000900177934976585	0.0241673811040844	0.124790649447224
"GO:0033554-cellular response to stress"	7.94740440412675	8.12879281170273	2.95333974658256	0.322126775569281	37.7157754252641	7.13006436507713
"GO:0007338-single fertilization"	2.46171108708396e-11	0.000434059133231188	0.000538068940333851	0.000901226073479598	0.023908102977525	0.0103214002298832
"GO:0001554-luteolysis"	3.69256660332002e-11	0.000434056732121262	0.000538379153921198	0.000901260091130937	0.0241673802645983	0.0103214094729648
"GO:0005975-carbohydrate metabolic process"	46.123150595989	24.5119173460062	20.7909441503816	0.789375561834117	63.4414990309061	17.0565458045208
"GO:0030574-collagen catabolic process"	4.3095045719634e-11	0.00043384894023821	0.000538329192010744	0.00090308914573128	0.0024671105706901	0.124787165775204
"GO:0070121-Kupffer's vesicle development"	4.3095045719634e-11	0.00043384894023821	0.000538329192010744	0.00090308914573128	0.0024671105706901	0.124787165775204
"GO:0009812-flavonoid metabolic process"	2.25455333937455e-09	0.00039716167666918	0.00076515918044248	0.000885213413137676	0.0965645333651894	0.010321491813092
"GO:0060465-pharynx development"	6.96136363387634e-10	0.000427126050006567	0.000628551502912107	0.000900088193570685	0.0239114065661798	0.136853710953656
"GO:1901564-organonitrogen compound metabolic process"	946.959633554636	47.7091402106422	24.8613808517862	5.87939577355903	256.489817930072	56.1022663092976
"GO:0048069-eye pigmentation"	1.22820792436605e-09	0.000433850882983308	0.000536992467939902	0.0009029488757371	0.00246814264594432	0.204357214799512
"GO:0000746-conjugation"	0.00887144189014325	0.336141958515867	0.235883171660292	0.112735470325164	1.68406601736443	0.30588080768459
"GO:0030448-hyphal growth"	2.46171108708396e-11	0.000434059133231188	0.000538068940333851	0.000901226073479598	0.023908102977525	0.0103214002298832
"GO:0090332-stomatal closure"	2.46171108708396e-11	0.000434059133231188	0.000538068940333851	0.000901226073479598	0.023908102977525	0.0103214002298832
"GO:0006793-phosphorus metabolic process"	60.7328736822824	23.0991180640033	14.1104062771618	1.14178119718999	133.361501607674	21.2415089329262
"GO:1901576-organic substance biosynthetic process"	226.104327512166	47.183626259609	35.5003144739933	4.36381504262045	222.511594612629	61.8603815190887
"GO:0072592-oxygen metabolic process"	6.78397543617644e-11	0.000433885868197473	0.000527683286692624	0.000900197937918287	0.0239081038804139	0.124790621164165
"GO:0033002-muscle cell proliferation"	2.46171108708396e-11	0.000434059133231188	0.000538068940333851	0.000901226073479598	0.023908102977525	0.0103214002298832
"GO:0006413-translational initiation"	0.0992544322072165	0.516846576043986	0.257792947444368	0.142115131289633	2.2581239260301	0.865930814643528
"GO:0080117-secondary growth"	6.08783253158182e-10	0.000426300241278181	0.000629369252041121	0.000901301598622207	0.0239114525942069	0.0103076955800611
"GO:0021589-cerebellum structural organization"	3.69256660332002e-11	0.000434056732121262	0.000538379153921198	0.000901260091130937	0.0241673802645983	0.0103214094729648
"GO:0021869-forebrain ventricular zone progenitor cell division"	2.46171108708396e-11	0.000434059133231188	0.000538068940333851	0.000901226073479598	0.023908102977525	0.0103214002298832
"GO:0035010-encapsulation of foreign target"	8.61598848487107e-11	0.00043405645881109	0.000538409519756748	0.000901293263447637	0.0246787073560068	0.0103214075691913
"GO:0072396-response to cell cycle checkpoint signaling"	2.46171108708396e-11	0.000434059133231188	0.000538068940333851	0.000901226073479598	0.023908102977525	0.0103214002298832
"GO:0014876-response to injury involved in regulation of muscle adaptation"	2.46171108708396e-11	0.000434059133231188	0.000538068940333851	0.000901226073479598	0.023908102977525	0.0103214002298832
"GO:0016051-carbohydrate biosynthetic process"	19.9074284137768	12.5899052947953	13.2745293951632	0.285787502422376	16.4484537423436	7.87558541284447
"GO:0060255-regulation of macromolecule metabolic process"	27.8078938883319	5.73343337176175	2.19684177489139	0.461552171841398	55.509786669147	6.14769322893193
"GO:0021591-ventricular system development"	4.92342210097935e-11	0.000434056108562265	0.000538467145363538	0.000901277955892066	0.0243440426569657	0.0103214115626002
"GO:0010154-fruit development"	5.53041937696052e-09	0.000426696354552209	0.000765990525357571	0.000898601323503565	0.0501143896785122	0.0103099847735448
"GO:0044417-translocation of molecules into host"	2.46171108708396e-11	0.000434059133231188	0.000538068940333851	0.000901226073479598	0.023908102977525	0.0103214002298832
"GO:1901362-organic cyclic compound biosynthetic process"	75.756028797893	17.6444821929194	15.3879202260765	1.85704871143163	106.653457131771	39.4182464112192
"GO:0045168-cell-cell signaling involved in cell fate commitment"	4.3095045719634e-11	0.00043384894023821	0.000538329192010744	0.00090308914573128	0.0024671105706901	0.124787165775204
"GO:0051648-vesicle localization"	1.44941547289608e-10	0.000433883773931622	0.0005277797281369	0.000900143691254537	0.0241673811654487	0.141014188257935
"GO:0043385-mycotoxin metabolic process"	7.3851330421675e-11	0.000434056225007553	0.000538449395272994	0.000901291640903828	0.0245872610456167	0.0103214096535136
"GO:0007405-neuroblast proliferation"	8.61900891961322e-11	0.000433849490242152	0.000538090917889065	0.000903048371560693	0.00246758680791709	0.136854213681099
"GO:0034113-heterotypic cell-cell adhesion"	1.9392768807812e-10	0.00043385025890319	0.000537667196165179	0.000902989715925254	0.00246785208313708	0.152876886277203
"GO:0060353-regulation of cell adhesion molecule production"	4.92342210097935e-11	0.000434056108562265	0.000538467145363538	0.000901277955892066	0.0243440426569657	0.0103214115626002
"GO:0048878-chemical homeostasis"	14.2112378204427	0.575200411668213	0.381162262233542	0.136353562391522	2.66953342958938	0.658480580518406
"GO:1901861-regulation of muscle tissue development"	8.61598848487107e-11	0.00043405645881109	0.000538409519756748	0.000901293263447637	0.0246787073560068	0.0103214075691913
"GO:0036214-contractile ring localization"	8.61900891961322e-11	0.000433849490242152	0.000538090917889065	0.000903048371560693	0.00246758680791709	0.136854213681099
"GO:0043058-regulation of backward locomotion"	4.3095045719634e-11	0.00043384894023821	0.000538329192010744	0.00090308914573128	0.0024671105706901	0.124787165775204
"GO:0048235-pollen sperm cell differentiation"	6.46425677365521e-11	0.000433849190980388	0.000538218556194796	0.000903067852524338	0.00246740581228521	0.131714761691176
"GO:1901566-organonitrogen compound biosynthetic process"	155.921246083341	26.016610613556	18.9260033009372	3.23101933445672	128.028138027583	44.7700056793939
"GO:0044271-cellular nitrogen compound biosynthetic process"	76.7136487791581	25.4545318982909	18.68288248792	1.19848205590774	120.081635112083	46.8406183737419
"GO:2000280-regulation of root development"	1.33307323304814e-09	0.000433591683684065	0.000774383410058112	0.000902376681778456	0.0237841934158263	0.0103044333927354
"GO:0019260-1,2-dichloroethane catabolic process"	6.15427758049032e-11	0.000434056062951426	0.000538474902084749	0.00090128720990132	0.0244784983403154	0.0103214111650947
"GO:0001935-endothelial cell proliferation"	4.3095045719634e-11	0.00043384894023821	0.000538329192010744	0.00090308914573128	0.0024671105706901	0.124787165775204
"GO:0090398-cellular senescence"	3.69256660332002e-11	0.000434056732121262	0.000538379153921198	0.000901260091130937	0.0241673802645983	0.0103214094729648
"GO:0022900-electron transport chain"	19.510294302444	2.30192999364665	1.50052797293338	0.232081603505125	14.2111512664587	1.47931169765261
"GO:2000030-regulation of response to red or far red light"	1.9450753213137e-09	0.000426727783415658	0.000767865554062816	0.000898642347585804	0.0474840284108045	0.0103100478081836
"GO:0035914-skeletal muscle cell differentiation"	3.7864074583923e-10	0.000415790148061023	0.000604672267403299	0.000896007389828726	0.0484437227255351	0.0103216250388404
"GO:0010150-leaf senescence"	3.22240511558507e-09	0.000426711775233362	0.000767108651345386	0.00089860838400275	0.0489267869562546	0.010310010527843
"GO:0060133-somatotropin secreting cell development"	1.72319760735975e-10	0.000434057902636801	0.000538103706677521	0.000901282373881695	0.0250880139227853	0.0103213888946062
"GO:0043901-negative regulation of multi-organism process"	2.308451604266e-09	0.00039569601376953	0.000765361041727044	0.00088431599317143	0.0955024449439774	0.0103214198142665
"GO:0071705-nitrogen compound transport"	2.76613984743582	4.60558750462219	1.40105147414944	0.336614361094421	36.5985716260937	3.98416966988753
"GO:0045848-positive regulation of nitrogen utilization"	4.3095045719634e-11	0.00043384894023821	0.000538329192010744	0.00090308914573128	0.0024671105706901	0.124787165775204
"GO:0048481-plant ovule development"	3.69256660332002e-11	0.000434056732121262	0.000538379153921198	0.000901260091130937	0.0241673802645983	0.0103214094729648
"GO:0006811-ion transport"	65.3798824447793	6.25667302551277	2.46217685710977	0.484490671575774	75.3811533767349	4.3991723145736
"GO:0098868-bone growth"	4.3095045719634e-11	0.00043384894023821	0.000538329192010744	0.00090308914573128	0.0024671105706901	0.124787165775204
"GO:0003032-detection of oxygen"	5.95538330861491e-10	0.00041470992923124	0.000601548681442776	0.000893884961900254	0.0502915669229543	0.124792488260062
"GO:0045184-establishment of protein localization"	2.11149156052958	3.13868355493295	1.33003177814028	0.267113805141276	18.2474024526835	3.60625367346372
"GO:0060669-embryonic placenta morphogenesis"	1.54203591305421e-10	0.000433883345235535	0.000527805700118022	0.000900151860664942	0.0239081039534481	0.144540559182979
"GO:0015980-energy derivation by oxidation of organic compounds"	19.6103597100535	1.35198439051378	1.06854500207025	0.178329345806075	5.38075592912321	0.688150558575867
"GO:0060349-bone morphogenesis"	4.3095045719634e-11	0.00043384894023821	0.000538329192010744	0.00090308914573128	0.0024671105706901	0.124787165775204
"GO:0006974-cellular response to DNA damage stimulus"	2.0296643893754	7.72008711878037	2.78710018847895	0.315273457145011	35.9266297038529	6.95344938574186
"GO:0051171-regulation of nitrogen compound metabolic process"	11.0737795460451	5.4135933172968	2.12349433791898	0.456446674080459	53.5575775450804	5.7660597782429
"GO:0043933-protein-containing complex subunit organization"	13.3007950179692	0.791150763825587	0.422810419073741	0.161515880508833	4.51438517003701	0.8325012536004
"GO:0042726-flavin-containing compound metabolic process"	1.09317617024745	8.52536740105322	12.7128785453096	0.226165971748427	8.44973264369482	29.6747939787463
"GO:0009901-anther dehiscence"	1.33307323304814e-09	0.000433591683684065	0.000774383410058112	0.000902376681778456	0.0237841934158263	0.0103044333927354
"GO:0099173-postsynapse organization"	2.46171108708396e-11	0.000434059133231188	0.000538068940333851	0.000901226073479598	0.023908102977525	0.0103214002298832
"GO:0007422-peripheral nervous system development"	4.92342210097935e-11	0.000434056108562265	0.000538467145363538	0.000901277955892066	0.0243440426569657	0.0103214115626002
"GO:0048254-snoRNA localization"	3.69256660332002e-11	0.000434056732121262	0.000538379153921198	0.000901260091130937	0.0241673802645983	0.0103214094729648
"GO:0019296-coenzyme M metabolic process"	3.69256660332002e-11	0.000434056732121262	0.000538379153921198	0.000901260091130937	0.0241673802645983	0.0103214094729648
"GO:0001541-ovarian follicle development"	3.69256660332002e-11	0.000434056732121262	0.000538379153921198	0.000901260091130937	0.0241673802645983	0.0103214094729648
"GO:0009853-photorespiration"	4.60889068267047e-09	0.000397034466732082	0.000763496569949244	0.000885255994211206	0.101982100250464	0.0103215075443666
"GO:0052545-callose localization"	3.69256660332002e-11	0.000434056732121262	0.000538379153921198	0.000901260091130937	0.0241673802645983	0.0103214094729648
"GO:0062009-secondary palate development"	2.46171108708396e-11	0.000434059133231188	0.000538068940333851	0.000901226073479598	0.023908102977525	0.0103214002298832
"GO:0042198-nylon metabolic process"	6.15427758049032e-11	0.000434056062951426	0.000538474902084749	0.00090128720990132	0.0244784983403154	0.0103214111650947
"GO:0009407-toxin catabolic process"	6.00496041010587e-09	0.000365193697895843	0.000763992415887556	0.000877372977970641	0.145908398970997	0.0103216300921221
"GO:0022607-cellular component assembly"	13.3152284398184	1.54879926299456	0.917365725609547	0.206630734948073	10.7938483325701	1.18402160178941
"GO:0018884-carbazole metabolic process"	6.15427758049032e-11	0.000434056062951426	0.000538474902084749	0.00090128720990132	0.0244784983403154	0.0103214111650947
"GO:0060065-uterus development"	1.54203591305421e-10	0.000433883345235535	0.000527805700118022	0.000900151860664942	0.0239081039534481	0.144540559182979
"GO:0009865-pollen tube adhesion"	2.46171108708396e-11	0.000434059133231188	0.000538068940333851	0.000901226073479598	0.023908102977525	0.0103214002298832
"GO:1901502-ether catabolic process"	9.8468439100302e-11	0.000434056709253816	0.000538363873220401	0.000901293217812933	0.0247576760651771	0.0103214051670558
"GO:0009399-nitrogen fixation"	0.0422960080219709	0.327988726699982	0.147280878170155	0.258451396097347	1.24299301346873	0.265929090564054
"GO:0086036-regulation of cardiac muscle cell membrane potential"	2.46171108708396e-11	0.000434059133231188	0.000538068940333851	0.000901226073479598	0.023908102977525	0.0103214002298832
"GO:0044260-cellular macromolecule metabolic process"	65.9077899215247	53.0397979907681	26.1365888516547	1.69558178908362	196.685179423351	34.3519844233681
"GO:0016446-somatic hypermutation of immunoglobulin genes"	4.3095045719634e-11	0.00043384894023821	0.000538329192010744	0.00090308914573128	0.0024671105706901	0.124787165775204
"GO:0010259-multicellular organism aging"	1.32612632918458e-10	0.000433883772122532	0.000527789659562566	0.000900162467516464	0.0239081039335706	0.141014152610334
"GO:0034109-homotypic cell-cell adhesion"	6.08783253158182e-10	0.000426300241278181	0.000629369252041121	0.000901301598622207	0.0239114525942069	0.0103076955800611
"GO:0003401-axis elongation"	6.46425677365521e-11	0.000433849190980388	0.000538218556194796	0.000903067852524338	0.00246740581228521	0.131714761691176
"GO:0051307-meiotic chromosome separation"	1.24445355181401e-09	0.000400366240859196	0.000619639613092794	0.000895960774052589	0.0480799868793505	0.0103152340081562
"GO:0031156-regulation of sorocarp development"	1.11021673953648e-10	0.000433884299619334	0.000527766644699801	0.000900173947745765	0.0239081039126692	0.136857731879991
"GO:1904359-regulation of spore germination"	3.69256660332002e-11	0.000434056732121262	0.000538379153921198	0.000901260091130937	0.0241673802645983	0.0103214094729648
"GO:0015893-drug transport"	0.296019546681251	0.640412348973142	0.5085589115766	0.160585119833015	4.256457710193	0.692478031488053
"GO:0007628-adult walking behavior"	2.05293947400858e-09	0.000433685525040578	0.000773692816545642	0.00089860748286557	0.0489337984251464	0.0103212681689754
"GO:0140467-integrated stress response signaling"	3.69256660332002e-11	0.000434056732121262	0.000538379153921198	0.000901260091130937	0.0241673802645983	0.0103214094729648
"GO:0030237-female sex determination"	2.46171108708396e-11	0.000434059133231188	0.000538068940333851	0.000901226073479598	0.023908102977525	0.0103214002298832
"GO:0044262-cellular carbohydrate metabolic process"	19.6994906846189	17.0520786888299	18.6514823945363	0.295666899059476	23.6291988752637	13.738187679374
"GO:0043324-pigment metabolic process involved in developmental pigmentation"	8.01686697016918e-11	0.000433885579974545	0.00052769804910088	0.000900177934976585	0.0241673811040844	0.124790649447224
"GO:0060126-somatotropin secreting cell differentiation"	1.72319760735975e-10	0.000434057902636801	0.000538103706677521	0.000901282373881695	0.0250880139227853	0.0103213888946062
"GO:0010001-glial cell differentiation"	4.92342210097935e-11	0.000434056108562265	0.000538467145363538	0.000901277955892066	0.0243440426569657	0.0103214115626002
"GO:0006767-water-soluble vitamin metabolic process"	3.07598634538641	10.483416273873	13.4001115571851	0.296415049470164	15.3627521428579	29.9975753020166
"GO:0098004-virus tail fiber assembly"	4.89666469333876e-10	0.000415789876648029	0.000604652558263925	0.000895979518358701	0.0498917350830016	0.0103216209723456
"GO:0009110-vitamin biosynthetic process"	1.15198517629398	10.4251484010655	13.3863538827754	0.295073156076055	14.9702724549899	29.9705616756708
"GO:0018937-nitroglycerin metabolic process"	3.41086499916899e-09	0.000366515500162515	0.000611466540496355	0.000882062481668639	0.111652162618333	0.0103215540017023
"GO:0090420-naphthalene-containing compound metabolic process"	3.69256660332002e-11	0.000434056732121262	0.000538379153921198	0.000901260091130937	0.0241673802645983	0.0103214094729648
"GO:0099009-viral genome circularization"	1.41813243646838e-10	0.000433884326577393	0.000527760392834388	0.000900105399875468	0.0247576773538701	0.124790690094037
"GO:0048659-smooth muscle cell proliferation"	2.46171108708396e-11	0.000434059133231188	0.000538068940333851	0.000901226073479598	0.023908102977525	0.0103214002298832
"GO:0007492-endoderm development"	2.46171108708396e-11	0.000434059133231188	0.000538068940333851	0.000901226073479598	0.023908102977525	0.0103214002298832
"GO:0048767-root hair elongation"	6.34672187324516e-10	0.000427460974816865	0.000628534846377592	0.000896591867938959	0.0475488826784874	0.0103215058286556
"GO:1905709-negative regulation of membrane permeability"	2.46171108708396e-11	0.000434059133231188	0.000538068940333851	0.000901226073479598	0.023908102977525	0.0103214002298832
"GO:0009943-adaxial/abaxial axis specification"	1.33307323304814e-09	0.000433591683684065	0.000774383410058112	0.000902376681778456	0.0237841934158263	0.0103044333927354
"GO:0042737-drug catabolic process"	2.46171108708396e-11	0.000434059133231188	0.000538068940333851	0.000901226073479598	0.023908102977525	0.0103214002298832
"GO:0043589-skin morphogenesis"	4.92342210097935e-11	0.000434056108562265	0.000538467145363538	0.000901277955892066	0.0243440426569657	0.0103214115626002
"GO:0016052-carbohydrate catabolic process"	7.05193572846118	1.6684442361651	0.523100039313287	0.244158991535679	9.99136046661827	1.56059163950182
"GO:0009813-flavonoid biosynthetic process"	6.08783253158182e-10	0.000426300241278181	0.000629369252041121	0.000901301598622207	0.0239114525942069	0.0103076955800611
"GO:0050846-teichuronic acid metabolic process"	2.45257357475692e-09	0.000414363124997043	0.000773708714348781	0.000889986188810276	0.0780357352957077	0.144543698988909
"GO:1901419-regulation of response to alcohol"	1.9392768807812e-10	0.00043385025890319	0.000537667196165179	0.000902989715925254	0.00246785208313708	0.152876886277203
"GO:0009059-macromolecule biosynthetic process"	47.055969806237	25.5084186642232	17.9378632518531	0.83296505724824	90.8538168763894	23.2163080583381
"GO:0034103-regulation of tissue remodeling"	4.3095045719634e-11	0.00043384894023821	0.000538329192010744	0.00090308914573128	0.0024671105706901	0.124787165775204
"GO:0090136-epithelial cell-cell adhesion"	8.61900891961322e-11	0.000433849490242152	0.000538090917889065	0.000903048371560693	0.00246758680791709	0.136854213681099
"GO:0070293-renal absorption"	4.77330278552956e-10	0.00041578988634161	0.000604654352831969	0.000895981730936817	0.0497937211331882	0.0103216212764296
"GO:0055085-transmembrane transport"	49.3110746973677	10.1819782557259	4.22382376212209	0.630694558248231	109.81089990719	6.06930015003576
"GO:0042692-muscle cell differentiation"	8.61598848487107e-11	0.00043405645881109	0.000538409519756748	0.000901293263447637	0.0246787073560068	0.0103214075691913
"GO:0048634-regulation of muscle organ development"	9.8468439100302e-11	0.000434056709253816	0.000538363873220401	0.000901293217812933	0.0247576760651771	0.0103214051670558
"GO:0031323-regulation of cellular metabolic process"	13.2105242136556	5.51474012909895	2.15615088818045	0.46080250077884	54.2850456048043	5.80449210567547
"GO:0010712-regulation of collagen metabolic process"	4.3095045719634e-11	0.00043384894023821	0.000538329192010744	0.00090308914573128	0.0024671105706901	0.124787165775204
"GO:0001944-vasculature development"	6.46425677365521e-11	0.000433849190980388	0.000538218556194796	0.000903067852524338	0.00246740581228521	0.131714761691176
