"OTU"	"Control_Healthy"	"Control_Sick"	"COVID19"
"110"	"23S rRNA (adenine(1618)-N(6))-methyltransferase activity"	0.0625	5.73770491803279	13.4146341463415
"111"	"23S rRNA (adenine(2030)-N(6))-methyltransferase activity"	1.625	7.22950819672131	216.170731707317
"112"	"23S rRNA (adenine(2085)-N(6))-dimethyltransferase activity"	0	0	153.073170731707
"113"	"23S rRNA (guanine(1835)-N(2))-methyltransferase activity"	0.09375	6.9344262295082	16.8536585365854
"114"	"23S rRNA (guanine(2445)-N(2))-methyltransferase activity"	7.3125	10.5737704918033	48.2682926829268
"115"	"23S rRNA (guanine(745)-N(1))-methyltransferase activity"	0	0	7.41463414634146
"116"	"3-(3-hydroxyphenyl)propionate hydroxylase activity"	0.0625	2.22950819672131	1
"117"	"3-(hydroxyamino)phenol mutase activity"	0	0.0819672131147541	1.41463414634146
"118"	"3-5-exodeoxyribonuclease activity"	2.59375	10	315.951219512195
"119"	"3-5-exoribonuclease activity"	8.40625	18.4590163934426	96.219512195122
"120"	"3-5 DNA helicase activity"	13.1875	44.5245901639344	190.585365853659
"121"	"3-5 exonuclease activity"	72.34375	195.704918032787	1429.60975609756
"122"	"3-5 RNA helicase activity"	1.03125	2.78688524590164	54.4146341463415
"123"	"3-beta-hydroxy-delta5-steroid dehydrogenase activity"	0.5625	5.04918032786885	27.1951219512195
"124"	"3-carboxyethylcatechol 2,3-dioxygenase activity"	0	0	1.5609756097561
"125"	"3-chloroallyl aldehyde dehydrogenase activity"	13.4375	90.5573770491803	2.04878048780488
"126"	"3-dehydro-L-gulonate-6-phosphate decarboxylase activity"	0.09375	0	6.29268292682927
"127"	"3-dehydro-L-gulonate 2-dehydrogenase activity"	0	0.0327868852459016	3.48780487804878
"128"	"3-dehydroquinate dehydratase activity"	0.6875	8.95081967213115	717.560975609756
"129"	"3-dehydroquinate synthase activity"	2.0625	9.21311475409836	78.9024390243902
"130"	"3-demethylubiquinol-n 3-O-methyltransferase activity"	2.15625	5.32786885245902	24.2926829268293
"131"	"3-demethylubiquinone-9 3-O-methyltransferase activity"	2.3125	6.63934426229508	31.390243902439
"132"	"3-deoxy-manno-octulosonate-8-phosphatase activity"	1.75	9.67213114754098	22.8780487804878
"133"	"3-deoxy-manno-octulosonate cytidylyltransferase activity"	1.15625	6.0327868852459	44.4634146341463
"134"	"3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity"	0.09375	0.327868852459016	40.4878048780488
"135"	"3-hydroxy-3-isohexenylglutaryl-CoA lyase activity"	0	3.62295081967213	0.0487804878048781
"136"	"3-hydroxyacyl-[acyl-carrier-protein] dehydratase activity"	2.3125	7.34426229508197	82.4390243902439
"137"	"3-hydroxyacyl-CoA dehydrogenase activity"	16.09375	92.0655737704918	290.390243902439
"138"	"3-hydroxyanthranilate 3,4-dioxygenase activity"	0.09375	0.0491803278688525	5.36585365853659
"139"	"3-hydroxybutyrate dehydrogenase activity"	0.90625	6.62295081967213	30.4634146341463
"140"	"3-hydroxybutyryl-CoA dehydratase activity"	0.09375	0.540983606557377	18.4390243902439
"141"	"3-hydroxybutyryl-CoA dehydrogenase activity"	1.09375	14.0327868852459	53.0243902439024
"142"	"3-hydroxybutyryl-CoA epimerase activity"	0.625	13.983606557377	81.9756097560976
"143"	"3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity"	0.8125	2.09836065573771	21.8780487804878
"144"	"3-hydroxyisobutyrate dehydrogenase activity"	1.25	12.5081967213115	71.0731707317073
"145"	"3-hydroxyisobutyryl-CoA hydrolase activity"	1.25	16.9672131147541	40.9268292682927
"146"	"3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity"	1.5625	7.31147540983607	81.9268292682927
"147"	"3-hydroxypropionate dehydrogenase (NADP+) activity"	0	0.344262295081967	10.8048780487805
"148"	"3-isopropylmalate dehydratase activity"	5.53125	29.7704918032787	407.024390243902
"149"	"3-isopropylmalate dehydrogenase activity"	2.25	21.3934426229508	80.0975609756098
"150"	"3-keto sterol reductase activity"	0	0.688524590163934	24.609756097561
"151"	"3-mercaptopyruvate sulfurtransferase activity"	0.0625	5.27868852459016	17.2439024390244
"152"	"3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity"	0.28125	9.95081967213115	47.4878048780488
"153"	"3-methyl-2-oxobutanoate dehydrogenase (ferredoxin) activity"	0.96875	1.45901639344262	31.5609756097561
"154"	"3-methyl-2-oxobutanoate hydroxymethyltransferase activity"	418	1229.52459016393	91.0243902439024
"155"	"3-nucleotidase activity"	3.40625	0.0819672131147541	37
"156"	"3-octaprenyl-4-hydroxybenzoate carboxy-lyase activity"	0.4375	9.88524590163934	19.4146341463415
"157"	"3-oxo-5-alpha-steroid 4-dehydrogenase activity"	0	0.0655737704918033	1.31707317073171
"158"	"3-oxo-glutaryl-[acp] methyl ester reductase activity"	23.1875	179.55737704918	746.512195121951
"159"	"3-oxo-pimeloyl-[acp] methyl ester reductase activity"	23.1875	179.55737704918	746.512195121951
"160"	"3-oxoacid CoA-transferase activity"	0.875	7.26229508196721	35.8048780487805
"161"	"3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity"	23.5	180.196721311475	758.170731707317
"162"	"3-oxoacyl-[acyl-carrier-protein] synthase activity"	10.3125	51.1803278688525	455.414634146341
"163"	"3-oxoadipate CoA-transferase activity"	0.125	8.19672131147541	22.390243902439
"164"	"3-oxoadipate enol-lactonase activity"	1.15625	24.8196721311475	15.2926829268293
"165"	"3-oxoadipyl-CoA thiolase activity"	0.40625	11.5901639344262	26.7073170731707
"166"	"3-oxosteroid 1-dehydrogenase activity"	0.65625	2.49180327868852	14.1219512195122
"167"	"3-phenylpropionate dioxygenase activity"	4.46875	2.78688524590164	3.90243902439024
"168"	"3-phytase activity"	0.59375	1.24590163934426	29.9268292682927
"169"	"3-sulfolactaldehyde reductase activity"	0	0	6.68292682926829
"170"	"3-tRNA processing endoribonuclease activity"	0.15625	0.672131147540984	67.1707317073171
"171"	"3(2),5-bisphosphate nucleotidase activity"	0.9375	6.01639344262295	22.5365853658537
"172"	"3,4-dihydrocoumarin hydrolase activity"	0	1.22950819672131	4.63414634146341
"173"	"3,4-dihydroxyphenylacetate 2,3-dioxygenase activity"	0.90625	5.85245901639344	7.1219512195122
"174"	"3,5-cyclic-AMP phosphodiesterase activity"	2.625	7.16393442622951	45.0243902439024
"175"	"3,5-cyclic-nucleotide phosphodiesterase activity"	0.0625	0.721311475409836	13.1463414634146
"176"	"3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA hydratase activity"	0.6875	5.04918032786885	2.14634146341463
"177"	"3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase activity"	0.09375	0	1.8780487804878
"178"	"4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol kinase activity"	1.0625	10.6065573770492	52.4878048780488
"179"	"4-acetamido-4,6-dideoxy-D-galactose transferase activity"	0	0.0327868852459016	7.14634146341463
"180"	"4-alpha-D-(1->4)-alpha-D-glucanotrehalose trehalohydrolase activity"	1.15625	15.9344262295082	54.8536585365854
"181"	"4-alpha-glucanotransferase activity"	18.875	51.4754098360656	376.878048780488
"182"	"4-alpha-hydroxytetrahydrobiopterin dehydratase activity"	1.46875	1.57377049180328	13.0243902439024
"183"	"4-amino-4-deoxy-L-arabinose transferase activity"	0.0625	10.983606557377	16.9512195121951
"184"	"4-amino-4-deoxychorismate lyase activity"	0	5.9344262295082	15.3414634146341
"185"	"4-amino-4-deoxychorismate synthase activity"	1.78125	11.2622950819672	62.5853658536585
"186"	"4-aminobutyrate transaminase activity"	0.34375	10.0983606557377	38.8536585365854
"187"	"4-aminobutyrate:2-oxoglutarate transaminase activity"	0.15625	10.9180327868852	44.3170731707317
"188"	"4-carboxymuconolactone decarboxylase activity"	0.34375	3	14.0487804878049
"189"	"4-chlorobenzoyl-CoA dehalogenase activity"	0	0	3.02439024390244
"190"	"4-coumarate-CoA ligase activity"	0.0625	0.508196721311475	0.48780487804878
"191"	"4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity"	0.0625	0.704918032786885	17.219512195122
"192"	"4-formylbenzenesulfonate dehydrogenase activity"	0	14.8032786885246	1.29268292682927
"193"	"4-hydroxy-2-oxoglutarate aldolase activity"	0.0625	2.57377049180328	35.9756097560976
"194"	"4-hydroxy-2-oxovalerate aldolase activity"	0.3125	0.245901639344262	41.5853658536585
"195"	"4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity"	2.78125	21.983606557377	98.7560975609756
"196"	"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity"	4.03125	24.2786885245902	148.829268292683
"197"	"4-hydroxy-4-methyl-2-oxoglutarate aldolase activity"	0.1875	2.34426229508197	18.3414634146341
"198"	"4-hydroxy-tetrahydrodipicolinate reductase"	4.59375	10.7868852459016	177.414634146341
"199"	"4-hydroxy-tetrahydrodipicolinate synthase activity"	6.09375	35.1639344262295	143.560975609756
"200"	"4-hydroxyacetophenone monooxygenase activity"	0	16.2459016393443	1.68292682926829
"201"	"4-hydroxybenzoate-CoA ligase activity"	0	0.213114754098361	2.68292682926829
"202"	"4-hydroxybenzoate 3-monooxygenase activity"	1.28125	9.91803278688525	13.780487804878
"203"	"4-hydroxybenzoate decarboxylase activity"	0	0.0327868852459016	10.6341463414634
"204"	"4-hydroxybenzoate octaprenyltransferase activity"	0.625	6.08196721311475	26.3170731707317
"205"	"4-hydroxybenzoyl-CoA reductase activity"	0	2.50819672131148	13.4146341463415
"206"	"4-hydroxybenzoyl-CoA thioesterase activity"	0.21875	2.21311475409836	2.26829268292683
"207"	"4-hydroxybutyrate dehydrogenase activity"	0.0625	0.163934426229508	2.31707317073171
"208"	"4-hydroxyphenylacetaldehyde dehydrogenase activity"	0	0.0327868852459016	7.1219512195122
"209"	"4-hydroxyphenylacetate 3-monooxygenase activity"	0	8.63934426229508	13.5853658536585
"210"	"4-hydroxyphenylacetate decarboxylase activity"	1.28125	0.590163934426229	19.1707317073171
"211"	"4-hydroxyphenylacetate transmembrane transporter activity"	0	0	9.39024390243902
"212"	"4-hydroxyphenylpyruvate dioxygenase activity"	1.59375	24.3606557377049	32.9756097560976
"213"	"4-hydroxyproline epimerase activity"	0.875	14.5409836065574	16.7317073170732
"214"	"4-hydroxythreonine-4-phosphate dehydrogenase activity"	1.03125	12.8688524590164	104.634146341463
"215"	"4-oxalmesaconate hydratase activity"	0	0.147540983606557	1.21951219512195
"216"	"4-oxalocrotonate decarboxylase activity"	0.0625	11.8196721311475	19.1219512195122
"217"	"4-phosphoerythronate dehydrogenase activity"	2.84375	10.4918032786885	99.8536585365854
"218"	"4-phytase activity"	0.5	0.836065573770492	41.0487804878049
"219"	"4-pyridoxolactonase activity"	0	0	1.75609756097561
"220"	"4,5-dihydroxyphthalate decarboxylase activity"	0.25	0.639344262295082	0.951219512195122
"221"	"4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol:NAD(P)+ 3-oxidoreductase (decarboxylating) activity"	0.0625	0.0655737704918033	11.1219512195122
"222"	"4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol:NAD(P)+ 3-dehydrogenase (decarboxylating) activity"	0.0625	0.0655737704918033	11.1219512195122
"223"	"5-3 DNA helicase activity"	0.8125	3.59016393442623	103.268292682927
"224"	"5-3 exodeoxyribonuclease activity"	0.34375	18.0491803278689	8.90243902439024
"225"	"5-3 exonuclease activity"	18.90625	71.8032786885246	252.512195121951
"226"	"5-3 exoribonuclease activity"	9.4375	20.5409836065574	288.146341463415
"227"	"5-amino-4-imidazole carboxylate lyase activity"	0.25	2.34426229508197	13.0487804878049
"228"	"5-amino-6-(5-phosphoribitylamino)uracil phosphatase activity"	0	0.459016393442623	4.26829268292683
"229"	"5-amino-6-(5-phosphoribosylamino)uracil reductase activity"	8.5625	19.8360655737705	177.341463414634
"230"	"5-aminolevulinate synthase activity"	1.875	1.40983606557377	7.48780487804878
"231"	"5-aminopentanamidase activity"	0	0.557377049180328	4.07317073170732
"232"	"5-aminovalerate transaminase activity"	0	8.80327868852459	7.51219512195122
"233"	"5-carboxymethyl-2-hydroxymuconate delta-isomerase activity"	1.03125	23.0983606557377	43.3414634146341
"234"	"5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase activity"	1.03125	9.21311475409836	46.2926829268293
"235"	"5-dehydro-2-deoxygluconokinase activity"	0.125	0.0327868852459016	17.8780487804878
"236"	"5-dehydro-2-deoxyphosphogluconate aldolase activity"	0	0.0819672131147541	10.780487804878
"237"	"5-dehydro-4-deoxyglucarate dehydratase activity"	0.8125	2.24590163934426	4.8780487804878
"238"	"5-deoxynucleotidase activity"	0	0.0983606557377049	7.4390243902439
"239"	"5-flap endonuclease activity"	3.09375	11.7049180327869	65.2926829268293
"240"	"5-fluorocytosine deaminase activity"	0.1875	2.21311475409836	98.4634146341463
"241"	"5-formyltetrahydrofolate cyclo-ligase activity"	1.4375	16.9180327868852	63.2926829268293
"242"	"5-guanidino-2-oxopentanoate decarboxylase activity"	0	11.344262295082	0.75609756097561
"243"	"5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity"	8.90625	61.7049180327869	280.463414634146
"244"	"5-nucleotidase activity"	20.375	24.1803278688525	218.682926829268
"245"	"5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase activity"	0.15625	9.16393442622951	32.390243902439
"246"	"5-oxoprolinase (ATP-hydrolyzing) activity"	6.375	54.1639344262295	73.1707317073171
"247"	"5,10-methylenetetrahydrofolate-dependent tRNA (m5U54) methyltransferase activity"	1.03125	8.21311475409836	30.4146341463415
"248"	"5,6-dimethylbenzimidazole synthase activity"	0	0	3.41463414634146
"249"	"5alpha-androstane-3beta,17beta-diol dehydrogenase activity"	0	0.0819672131147541	3.04878048780488
"250"	"5S rRNA binding"	9.28125	4.27868852459016	119.463414634146
"251"	"6-aminohexanoate-cyclic-dimer hydrolase activity"	0	0	3.4390243902439
"252"	"6-aminohexanoate-dimer hydrolase activity"	2.09375	4.42622950819672	34.7317073170732
"253"	"6-carboxyhexanoate-CoA ligase activity"	0.09375	0.0491803278688525	1.63414634146341
"254"	"6-deoxy-6-sulfofructose-1-phosphate aldolase activity"	0.0625	0	40.0243902439024
"255"	"6-deoxy-6-sulfofructose kinase activity"	0	0.19672131147541	4.80487804878049
"256"	"6-hydroxynicotinate 3-monooxygenase activity"	0	0	4.26829268292683
"257"	"6-hydroxynicotinate reductase activity"	1.125	0.114754098360656	1.19512195121951
"258"	"6-methylsalicylic acid synthase activity"	0	0.0327868852459016	1.95121951219512
"259"	"6-phospho-beta-galactosidase activity"	0	0.131147540983607	9.85365853658537
"260"	"6-phospho-beta-glucosidase activity"	3.25	30.2622950819672	156.292682926829
"261"	"6-phosphofructokinase activity"	12.5	24.7704918032787	458.073170731707
"262"	"6-phosphogluconolactonase activity"	1.46875	17	69.8536585365854
"263"	"6-pyruvoyltetrahydropterin synthase activity"	0.0625	0	2.4390243902439
"264"	"6,7-dihydropteridine reductase activity"	0.3125	0.19672131147541	9
"265"	"7S RNA binding"	5.96875	13.9672131147541	212.121951219512
"266"	"8-amino-7-oxononanoate synthase activity"	0.6875	9.81967213114754	65.9756097560976
"267"	"8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity"	0	2.39344262295082	0.146341463414634
"268"	"8-oxo-7,8-dihydroguanine DNA N-glycosylase activity"	0	0.131147540983607	5.19512195121951
"269"	"8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity"	0.78125	7.31147540983607	32.4878048780488
"270"	"8-oxoguanine deaminase activity"	0	9.72131147540984	0.24390243902439
"271"	"acetaldehyde dehydrogenase (acetylating) activity"	13.53125	121.114754098361	115.975609756098
"272"	"acetate-CoA ligase (ADP-forming) activity"	0.6875	1.01639344262295	41.2439024390244
"273"	"acetate-CoA ligase activity"	7.78125	79.8524590163934	535.682926829268
"274"	"acetate CoA-transferase activity"	0.34375	1.11475409836066	30.9268292682927
"275"	"acetate kinase activity"	11.8125	9.40983606557377	199.219512195122
"276"	"acetate transmembrane transporter activity"	1.03125	3.59016393442623	18.3170731707317
"277"	"acetoacetate-CoA ligase activity"	1.90625	17.3606557377049	106.121951219512
"278"	"acetoacetate decarboxylase activity"	0.84375	0.819672131147541	14.2682926829268
"279"	"acetoacetyl-CoA reductase activity"	1.71875	8.95081967213115	48.0487804878049
"280"	"acetoin dehydrogenase activity"	7.28125	3.36065573770492	187.317073170732
"281"	"acetolactate decarboxylase activity"	0.5625	0.852459016393443	11.0731707317073
"282"	"acetyl-CoA C-acetyltransferase activity"	6.78125	52.8032786885246	212
"283"	"acetyl-CoA C-acyltransferase activity"	5.75	44.6065573770492	142.341463414634
"284"	"acetyl-CoA carboxylase activity"	11.625	113.819672131148	467.707317073171
"285"	"acetyl-CoA hydrolase activity"	1.15625	4.52459016393443	28.7317073170732
