"V1"	"V2"	"V3"	"V4"	"V5"
"phosphogluconate 2-dehydrogenase activity"	0.000364612696934982	0.0012313146501017	0.0241594166622415	0.0958308587706903	0.0203513410854007
"sulfite oxidase activity"	0.0040615026532081	0.00122673523049673	0.0335848110668185	0.300120668335162	0.0203515380101527
"carbon-monoxide oxygenase activity"	0.000364612625768015	0.00123204192297504	0.0341236442818404	0.0600405936512954	0.0203513734339152
"5-aminopentanamidase activity"	0.000364612625757118	0.00123179915204533	0.000784513386810422	0.154083674324551	0.0203513836906436
"galactose oxidase activity"	0.00406524998076576	0.00122758797410626	0.0242754131816023	0.351945495951436	0.020351530527616
"12-oxophytodienoate reductase activity"	0.00413079474465364	0.00122411650648712	0.0265392358583984	0.610763416633026	0.0203514712569086
"DNA-N1-methyladenine dioxygenase activity"	0.00409810551116552	0.00123168689412518	0.00078451338680878	0.0953743846804957	0.0203513411942905
"carbon-monoxide dehydrogenase (ferredoxin) activity"	0.0115170194020316	0.00122649915462077	0.0496947142076802	0.310759420747089	0.0203514456714735
"O-methyltransferase activity"	0.0958430693680936	0.00123178855861106	0.229514506109809	1.46234965990754	0.020351483990555
"homogentisate 1,2-dioxygenase activity"	0.0589824215137796	0.00122937705974743	0.147476405920571	1.08507921684482	0.020351480476898
"NAD-dependent protein deacetylase activity"	0.0499013649918594	0.00122779497540692	0.0827677271297904	0.823232889040458	0.0203514878505664
"amidophosphoribosyltransferase activity"	0.104972749233312	0.0136937954415443	0.14930222226901	2.39345962097499	0.0203514823040224
"cytochrome-c3 hydrogenase activity"	0.0117676897848433	0.00122499783171947	0.0177070379515538	0.192091222855793	0.0203515415199885
"flap-structured DNA binding"	0.000364612625764091	0.00122828968861272	0.000784513386809524	0.10153879538463	0.0203513897519093
"mannitol dehydrogenase activity"	0.00775908920760488	0.00122690293954066	0.00837605698682511	0.354506894855062	0.020351402390104
"L-ascorbate 6-phosphate lactonase activity"	0.00793898568412486	0.00122566358565859	0.0085867689696579	0.209980492102011	0.0203515133422636
"phosphogluconate dehydratase activity"	0.0232845440655836	0.00122558888545878	0.104900575839142	1.19309310232288	0.0203515001374735
"UDP-N-acetyl-D-mannosamine dehydrogenase activity"	0.00775908920760117	0.00122459476746051	0.00848677974057379	0.216859567305619	0.0203515460826318
"butyrate-CoA ligase activity"	0.00782732989524447	0.00122429064508437	0.0334136085667419	0.431621360616353	0.0203514755343178
"di-trans,poly-cis-decaprenylcistransferase activity"	0.0117763243359876	0.00122414864078229	0.0420064264866129	0.731595455537126	0.020351473378429
"N-carbamoyl-L-amino-acid hydrolase activity"	0.0329274179680764	0.00123182930770924	0.156332060939798	1.63912386494691	0.0203514823006763
"ubiquitin conjugating enzyme binding"	0.0154998010631172	0.00122752640972779	0.0423495621404261	0.0871342075732028	0.0203515390552021
"cyclohexanone monooxygenase activity"	0.024002594402669	0.00122573153734121	0.0525249693088105	0.296477830087613	0.0203514709631491
"methylaspartate ammonia-lyase activity"	0.000367674939209636	0.00122802213630964	0.0167301385441731	0.123914244916852	0.0203515714893361
"phosphinothricin N-acetyltransferase activity"	0.0115505238851148	0.00123142578892719	0.0416174193519842	0.317057832049892	0.0203514824151466
"ATP-dependent NAD(P)H-hydrate dehydratase activity"	0.00036461262576396	1.49837040064769	0.000784513386809558	0.154850281223009	0.0203515326901178
"benzoate-CoA ligase activity"	0.0195339584144879	0.00122743500415992	0.0336884490855739	0.191584941354059	0.0203514762709065
"cAMP-dependent protein kinase regulator activity"	0.00784762707504127	0.00122992828572515	0.0608339757886801	0.0573259999789855	0.0203514001850269
"pyruvate dehydrogenase (quinone) activity"	0.0233200744970134	0.00122786702627188	0.0341200088856208	0.462294795649959	0.0203515460828524
"N-acetylneuraminate lyase activity"	0.0153336626885568	0.00122427615818886	0.0334478405916566	0.263239116335471	0.0203515450476508
"precorrin-3B synthase activity"	0.00404906485327856	0.00123140923686475	0.00840793416289313	0.334512748208021	0.0203514824216839
"L-methionine-(R)-S-oxide reductase activity"	0.0040490661624247	0.00122518161014481	0.0172099746869063	0.208640930014351	0.0203514931003047
"anthranilate phosphoribosyltransferase activity"	0.0904840850816541	0.00123157177613061	0.193489048575654	1.89013958587215	0.0203514843442518
"3-hydroxybutyrate dehydrogenase activity"	0.0443594110788474	0.00123195387163399	0.0954237763414143	1.22774430058269	0.0203514826110956
"dihydropyrimidinase activity"	0.0115991657203982	0.00122759853724052	0.0631099281582488	0.707300151188544	0.0203515158510594
"4-hydroxybenzoate-CoA ligase activity"	0.000376543119507307	0.00123201715356747	0.0510083038207435	0.172195379383344	0.0203513413642592
"N-(5-amino-5-carboxypentanoyl)-L-cysteinyl-D-valine synthase activity"	0.0116698414177147	0.0137037061323974	0.0640905135912111	0.346059803609296	0.0203514756809268
"phenylacetate-CoA ligase activity"	0.0495024432814124	0.00123198395885211	0.139058395010926	0.905186474665443	0.0203514826352973
"dCMP deaminase activity"	0.0192606011495957	0.0400043815343238	0.0527000546088077	0.409319772011936	0.0203514753030781
"L-threonine ammonia-lyase activity"	0.136891756047419	0.00122493648943003	0.300342162079109	3.61969933815483	0.0203514859763976
"polyprenyltransferase activity"	0.0040490648521453	0.001224190912663	0.00852625409369719	0.256291219096238	0.0203515452594206
"glutamate decarboxylase activity"	0.0161094946694368	0.0012285258185907	0.236996030415008	0.239244021968949	0.0203514699479727
"precorrin-6A synthase (deacetylating) activity"	0.0155242669606065	0.00123177200838318	0.0160924686496915	0.308543799154446	0.020351482287699
"pyruvate, water dikinase activity"	0.0688397334252206	0.0137712622145983	0.230679680371132	2.26795248228295	0.0203514823632102
"ADP-glyceromanno-heptose 6-epimerase activity"	0.0392655254057081	0.00122432531648174	0.0911587303109342	0.784560292646672	0.0203514786784042
"3-isopropylmalate dehydratase activity"	0.178512812450823	0.00123306166542271	0.279228425495309	2.91215489100626	0.0203514878807096
"alpha-D-xyloside xylohydrolase"	0.0154323785570174	0.0012265152142638	0.0360429415610468	0.366456267269705	0.0203515107736359
"6-hydroxynicotinate reductase activity"	0.0116286635544882	0.00122478687676822	0.0326316432185795	0.0595842070954834	0.020351468881415
"phosphoglucosamine mutase activity"	0.0986050821134106	0.00123203092009857	0.299787442094565	2.55877925354338	0.0203514831869303
"serine-tRNA ligase activity"	0.0871430261929548	0.00123204204164317	0.197293756317282	2.36821658731546	0.020351483092873
"tropine dehydrogenase activity"	0.000364612625764014	0.00123162252871076	0.000784513386809602	0.198898412518855	0.020351341670589
"4-aminobutyrate transaminase activity"	0.0192426794343466	0.00122641206460046	0.0808097120353476	1.33882675470782	0.0203515159176188
"prephenate dehydrogenase (NAD+) activity"	0.0835272498639962	0.00117884373020925	0.207170339096472	1.91582252283594	0.0203514805816417
"dTDP-glucose 4,6-dehydratase activity"	0.137965776338495	0.0137707015400499	0.317408092410833	3.01120837798101	0.020351482653656
"ADP-dependent NAD(P)H-hydrate dehydratase activity"	0.0873999493550218	1.50060537063709	0.2289710394264	2.46350139837004	0.0203514831009618
"N-acetylglucosaminylinositol deacetylase activity"	0.00404906615756302	0.00122405451315775	0.00861163172976062	0.204075197218614	0.020351544439216
"aldehyde ferredoxin oxidoreductase activity"	0.00783935296434992	0.00122757807351674	0.0618041650350295	0.208443418395799	0.0203515353783422
"cyclopentanol dehydrogenase activity"	0.000364612625762862	0.00122959509983579	0.0167741236971661	0.123368760101235	0.0203513993536348
"5-guanidino-2-oxopentanoate decarboxylase activity"	0.000364612625755017	0.00122575561819057	0.000784513386809743	0.111083802870288	0.020351443784699
"proline-tRNA ligase activity"	0.0993580227885919	0.00123192943295795	0.266321655426646	2.57207475974154	0.0203514823540793
"phosphoribosylaminoimidazolesuccinocarboxamide synthase activity"	0.0487739796610101	0.00123069347200921	0.132127349789377	2.39692444849696	0.0203514850347755
"UDP-N-acetylmuramoylalanine-D-glutamate ligase activity"	0.0962842053843411	0.00122899031797517	0.211839851974268	2.51441737833533	0.296750551118502
"L-ribulose-phosphate 4-epimerase activity"	0.00792697118108254	0.013686941391251	0.055356899525043	0.554284577865083	0.0203515167642726
"NADP binding"	0.687999849606178	5.49337702951825	1.54154178750623	32.3998562592807	0.0203514893148405
"3-methyl-2-oxobutanoate hydroxymethyltransferase activity"	0.292590404889149	0.0136942001766378	0.27588558538928	2.1165074782464	0.02035148627485
"N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity"	0.0938029060732658	0.0264092447953285	0.211449310236284	2.48261347864104	0.0203514859265255
"protocatechuate 3,4-dioxygenase activity"	0.015523398147855	0.00123180114253914	0.0609857394283266	0.838298495415675	0.0203514822943189
"IMP dehydrogenase activity"	0.145763013387242	5.48494529670417	0.281104021121092	3.30909880828758	0.0203514838522178
"DNA binding, bending"	0.0232172109667034	0.00122532513632899	0.0164863449460209	0.372577111336723	0.0203514880279381
"acetate-CoA ligase (ADP-forming) activity"	0.0116050758123564	0.00123146517814287	0.0685869220851324	0.2253182280163	0.0203514824003748
"nitrite reductase (cytochrome, ammonia-forming) activity"	0.0279023711290169	0.00122722428302535	0.143927926974904	0.355367161641754	0.0203515140815156
"hydroxyethylthiazole kinase activity"	0.0115906257939286	0.00122420231086617	0.0863837451412354	0.506972886893371	0.0203515291857017
"aspartate 1-decarboxylase activity"	0.0115419441922814	0.0136941699847878	0.0700397777770654	1.04962894109057	0.0203514830263263
"glucarate dehydratase activity"	0.0318637668576143	0.00122971940513968	0.0832399988385532	1.05649711725724	0.0203514876314133
"4,5-dihydroxyphthalate decarboxylase activity"	0.00407291385878105	0.0012277530405062	0.0164899563006712	0.127189024161648	0.0203515109293445
"phosphoadenylyl-sulfate reductase (thioredoxin) activity"	0.0568472660684244	2.05493335340266	0.0911433386182972	0.759064151094512	0.0203514826111314
"glyceraldehyde-3-phosphate dehydrogenase (NADP+) (non-phosphorylating) activity"	0.00405645993517638	17.8661272090953	0.0345819560675662	0.514651716462573	0.020351543386065
"creatinase activity"	0.000365131795019749	0.00123192039777493	0.0083760709527814	0.149549946099165	0.0203513462391057
"beta-agarase activity"	0.00404906485327831	0.00122597499256622	0.000784511269576662	0.349036345090639	0.0203514541468305
"acireductone dioxygenase (Ni2+-requiring) activity"	0.00404906485327835	0.00122651203926304	0.000784512718036469	0.414481197575435	0.0203514302800451
"2-oxoglutarate synthase activity"	0.0500847277996002	0.00123183125871447	0.117595704945364	0.565860466736526	0.0203514822951535
"threonine-phosphate decarboxylase activity"	0.0850797471396956	0.0264162864901323	0.189074872704641	1.69822775414936	0.0203514830452067
"phosphoglycerate mutase activity"	0.13249599822878	0.0137697290889075	0.396153745858033	3.45374959184122	0.0203514839856001
"methylisocitrate lyase activity"	0.0153881081808328	0.0012314250673816	0.0330781730185973	0.763248519067471	0.0203514824170926
"choline-sulfatase activity"	0.00793702562324301	0.00122779865602203	0.0163645881854465	0.309900968096941	0.0203515450181032
"shikimate 3-dehydrogenase (NAD+) activity"	0.000365128926176177	0.00122972639626911	0.0246411678079154	0.0292576609800599	0.0203514132943798
"alkali metal ion binding"	0.00409365453264073	1.11195704547112	0.00872412845388762	0.0973721006956263	0.020351488407164
"3-hydroxyacyl-[acyl-carrier-protein] dehydratase activity"	0.0402010863806051	0.00122728575291923	0.108639924600625	1.34286002898123	0.0203514767507742
"beta-carotene 15,15'-monooxygenase activity"	0.0273658676206336	0.0012252779038146	0.106780134266644	1.53150084158078	0.0203514750036222
"uniporter activity"	0.0040764758547087	0.00122662264377881	0.0161516093968064	0.207839990475397	0.0203514972922646
"glutarate-semialdehyde dehydrogenase (NAD+) activity"	0.00405651560946226	0.0137712181518667	0.0256757068766579	0.438954160035398	0.0203515196734862
"peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity"	0.000365131370640583	0.00123106494317415	0.0161516093967297	0.175549208110234	0.0203514320293828
"cell-cell adhesion mediator activity"	0.263546187497116	0.00127633952978437	0.24200092742649	0.206832277570026	0.020351488893157
"glutamate-cysteine ligase activity"	0.118644101488879	0.00123186109533296	0.256578018651074	2.86894656397288	0.0203514823052272
"RNA polymerase core enzyme binding"	0.011517018885168	0.00122565481396338	0.000811624563187425	0.274583733681335	0.0203514404380668
"FMN reductase (NADH) activity"	0.00036461262575759	0.0012309838404614	0.000784513386811023	0.141678612640523	0.0203514231947803
"guanine deaminase activity"	0.0647738889637189	0.00123195889414209	0.13208532048191	1.16860897805538	0.0203514826538669
"metallopeptidase activity"	1.16712026275743	1.35415564234321	2.24696235417602	45.0049784233937	3.3573907313826
"dihydrouracil dehydrogenase (NAD+) activity"	0.00406525126355409	0.00122713728252529	0.0675152530759518	0.549495736461449	0.020351545516514
"chlorophyll synthetase activity"	0.0003646126257641	0.00123476418358962	0.00860085911582631	0.0557206223952382	0.0203514053172011
"lipid A-core heptosyltransferase activity"	0.000364612625755666	0.00122888020022836	0.000784513386809867	0.0657236267002139	0.0203513794618686
"rRNA pseudouridine synthase activity"	0.0194938301921764	0.00122606763056386	0.106583887752399	0.76768478713526	0.0203515060544713
"phenylacetyl-CoA 1,2-epoxidase activity"	0.0241215166057309	0.013687501897953	0.0726081516017745	0.601130602355475	0.020351482378108
"muconolactone delta-isomerase activity"	0.0156078196128153	0.00122674620756606	0.000784512719108881	0.232448448086692	0.0203515379240845
"cholate-CoA ligase activity"	0.00036461262575765	0.00122889567728158	0.000784513386811079	0.131503785272445	0.0203515187824155
"ferric-chelate reductase (NADPH) activity"	0.00409465386939761	0.00122439579584354	0.0161516093967297	0.241845275173562	0.0203515195735332
"galactosyltransferase activity"	0.00404906485327856	0.00123141483746889	0.0171472210087514	0.0569985703945605	0.0203514824204484
"arginine deiminase activity"	0.0275763109832229	0.00122407749251778	0.0662616931980635	0.517261516886378	0.020351469529898
"methylmalonyl-CoA decarboxylase activity"	0.0238833613976087	1.55316500188152	0.0961619704824703	0.235911897031858	0.0203514981240318
"L-xylulose reductase (NADP+) activity"	0.00404906485327847	0.00122415914125285	0.000784513386809541	0.274443148876606	0.0203515449432994
"tRNA-dihydrouridine20 synthase activity"	0.0314288709267391	0.00123177601642494	0.0694723775359461	0.874335021615189	0.0203514822881265
"gamma-glutamylcyclotransferase activity"	0.0154354055462017	0.00122486203925704	0.070256013605024	0.650518040050585	0.0203514819121848
"naringenin 3-dioxygenase activity"	0.000364612696921123	0.0012316569966352	0.0165977376417421	0.0572502050366362	0.0203513413270194
"SHG alpha-glucan phosphorylase activity"	0.144956655952877	8.65342374340129	0.392866828250603	3.59995523515862	0.0203514865582883
"4-hydroxyphenylpyruvate dioxygenase activity"	0.0365004216863462	0.0136837680052955	0.112841964310995	1.10676891987965	0.0203514691613862
"pyruvate oxidase activity"	0.0377477673046903	0.0012244603696244	0.0789012201502373	0.311863773019157	0.0203514691926139
"3-(hydroxyamino)phenol mutase activity"	0.00406525004067372	0.00122681251239117	0.0165373183253367	0.13024224190833	0.0203515047641965
"glycine hydroxymethyltransferase activity"	0.156531498041452	0.0264313021625982	0.28743217600554	2.6500508819682	0.0203514873533561
"methylenetetrahydrofolate reductase (NAD(P)H) activity"	0.0532315574763618	0.00123187019426218	0.236458367789384	1.7975173938854	0.0203514832695026
"phosphoric diester hydrolase activity"	0.214926681492681	0.0136939906795638	0.353802009729474	6.16931815807047	0.0203514869099279
"2-methylcitrate synthase activity"	0.0040615013620946	0.00122405163256273	0.0427663809652241	0.422772160201981	0.020351476681808
"CDP-abequose epimerase activity"	0.00779736302584576	0.00122710064786289	0.016968374837979	0.0603209196616906	0.0203515349970448
"alpha-L-arabinofuranosidase activity"	0.0699479538020844	0.00122483360809049	0.206220343580415	1.75600863644572	0.0203514683853824
"quinate 3-dehydrogenase (NAD+) activity"	0.000365128926176152	0.00122973525339433	0.0328546552875292	0.0292576609800599	0.0203514119347442
"thiamine diphosphokinase activity"	0.0199343720558979	0.00122745383032301	0.103316058919412	0.522268827161147	2.23427002394531
"dodecenoyl-CoA delta-isomerase activity"	0.0235087885218242	0.013694512370993	0.0900277341016546	1.23278270624468	0.020351489365366
"6-aminohexanoate-cyclic-dimer hydrolase activity"	0.000367673908304201	0.0012311077116284	0.0166825842321922	0.133023002022952	0.0203514336793979
"acylglycerol lipase activity"	0.00775908920690801	0.00122416222017799	0.0242062654526379	0.389386313925193	0.0203515047521466
"long-chain-acyl-CoA dehydrogenase activity"	0.00784911575739696	0.0136867753850088	0.0431507994320321	0.337517761276096	0.0203514980090233
"endoribonuclease inhibitor activity"	0.0154456501889681	0.00122453656328044	0.000784512718817057	0.155825659657535	0.0203515280109449
"aminoacyl-tRNA hydrolase activity"	0.0598138593859199	0.00123172297132394	0.220932730530494	1.37090823972922	0.0203514823243913
"actin filament binding"	0.207118314933724	0.052861231166898	0.251478432931509	0.683887758238621	0.0203514796059574
"5-aminovalerate transaminase activity"	0.000376553149634046	0.00122498953025556	0.00836576400877803	0.390132093060444	0.0203514602392336
"aminoacylase activity"	0.0191853498416815	4.39077327265831	0.140609362951323	0.738193126594918	0.0203514848557433
"shikimate kinase activity"	0.0591526847003342	0.00123203365957215	0.159067326297464	1.5394947802557	0.0203514822499207
"organic anion transmembrane transporter activity"	0.0116663654934145	0.00122405125471791	0.0333667302514594	0.289401139288562	0.0203515068350132
"beta-glucuronidase activity"	0.00408884379320378	0.00122474874330114	0.0330157795987663	0.192401154520599	0.0203514759303612
"citrate (pro-3S)-lyase activity"	0.0315419465660979	0.0264322589580251	0.0440972772234339	0.61632451450061	0.0203514775152991
"ribonuclease activity"	0.337863311821777	0.0399193875781879	0.815446519501944	12.127962585389	0.26673591491798
"linoleate 13S-lipoxygenase activity"	0.000364612625753086	0.00122731404454018	0.000784513386809763	0.0325759770227489	0.0203514099669917
"lactaldehyde reductase activity"	0.00410026661555301	0.00122921870861442	0.0344178852337165	0.218071091912947	0.0203514828513902
"N,N-dimethylformamidase activity"	0.00781972503758546	0.00123197888113605	0.000782300350238635	0.0949953917937942	0.0203513719326757
"galactonate dehydratase activity"	0.00784623391486873	0.00122766551584456	0.0653815895632381	0.578943023799897	0.0203515228288765
"malonate-semialdehyde dehydrogenase (acetylating) activity"	0.0154005787286207	0.0012314731270714	0.0755818100759489	0.668413715391832	0.0203514824000483
"tyrosine-tRNA ligase activity"	0.103324069804704	0.0012591449795343	0.163836387485065	2.40550246704514	0.0203514886383143
"trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity"	0.000367676500445045	0.00123201329212836	0.0164156547980776	0.209295961865896	0.0203513709396092
"methylamine dehydrogenase (amicyanin) activity"	0.000364612625757134	0.00123187146468274	0.000784513386810327	0.144254328244903	0.0203513831307252
"endonuclease activity"	6.40755895457268	1.17326466480869	22.4279374864582	79.4169387467318	1.96159239408045
"L-ascorbate peroxidase activity"	0.0616249045981009	0.00123146940325626	0.32912430098384	0.118635252799327	0.0203514823954781
"galactosylceramidase activity"	0.00404906485212379	0.00123202090371766	0.00840794769273834	0.22152729750343	0.0203513777989158
"arachidonate 15-lipoxygenase activity"	0.0003646126257531	0.00122695623770139	0.000784513386809741	0.0326344986200618	0.0203514174157515
"pterin deaminase activity"	0.000364612625756983	0.00123204174640452	0.000784513386810162	0.148499280136415	0.0203513599103789
"glycine oxidase activity"	0.0245080323621637	0.00123061419516349	0.055454605848258	0.761886393772442	0.0203514713463004
"lipid-linked peptidoglycan transporter activity"	0.0672213385098028	0.00123154053285624	0.14668613159457	2.02509191886873	0.0203514843545196
"UDP-2-acetamido-4-amino-2,4,6-trideoxyglucose transaminase activity"	0.000366989112380757	0.00122962544736188	0.0251974591432032	0.00242423285094244	0.0203513896324447
"D-threonine aldolase activity"	0.00406150136209919	0.00122423254144046	0.0369132027539782	0.205003167840618	0.0203514726350177
"cytidylyltransferase activity"	0.107935489095887	0.0136836411824227	0.28959559405473	1.63900508839453	0.0203514831657285
"methylmalonyl-CoA carboxytransferase activity"	0.0153336626399545	2.38271247757664	0.0245448637903601	0.443360758303499	0.0203515106907817
"glycerol-3-phosphate oxidase activity"	0.000367671984586314	0.0012287651129048	0.0337597211560692	0.0596549267853108	0.0203515213505721
"8-oxoguanine deaminase activity"	0.00036461262576413	0.00122675119934316	0.000784513386809558	0.101856288346848	0.0203514212845179
"haloalkane dehalogenase activity"	0.0396287408111882	0.00122693203157817	0.0531336068935359	0.434244527253859	0.020351478675085
"taurine dioxygenase activity"	0.0316983948828636	0.00123156003262799	0.144672043674662	0.937045857551164	0.0203514823691475
"FMN reductase (NADPH) activity"	0.00404906614613817	0.00122579151058438	0.0624682198547491	0.439325043331412	0.0203515461569444
"dethiobiotin synthase activity"	0.0494732496964651	0.00122976760323134	0.13342500212559	1.34797613564729	0.0203514867227979
"D-sedoheptulose 7-phosphate isomerase activity"	0.00778297097126911	0.00122753225798084	0.0251251047931772	0.727572952409035	0.0203515355685979
"tartronate-semialdehyde synthase activity"	0.0325018805273512	0.00123152655717937	0.0718736922581023	0.771988306876345	0.0203514823805355
"acetoin dehydrogenase activity"	0.019677624405387	0.00122480245828737	0.0989652050063748	0.726358009888559	0.020351489353883
"2-oxopent-4-enoate hydratase activity"	0.0117878993976969	0.00122672138782063	0.0768409062904499	0.400452613005293	0.0203514815661135
"gamma-glutamyl-gamma-aminobutyrate hydrolase activity"	0.0157380563097249	0.0136867764108974	0.0164667562191804	0.366389250070383	0.0203514824053664
"altronate dehydratase activity"	0.01549224829488	0.00122781893910681	0.0685589576710678	0.600314014596376	0.020351544177791
"purine nucleoside transmembrane transporter activity"	0.00783553450526245	0.00122785456027918	0.00855092243135356	0.170338610946547	0.0203515319823042
"5-amino-6-(5-phosphoribosylamino)uracil reductase activity"	0.138918098975012	0.0137710086911786	0.291815697041221	2.68036309822304	0.0203514844481527
"cellobiose epimerase activity"	0.000367672515278752	0.00123188080179946	0.016574407068093	0.201234190156889	0.0203513460338665
"protein phosphatase binding"	0.00781038895067802	0.00122696866642715	0.0436647617962657	0.0542005624719182	0.0203514006667908
"dimethylmaleate hydratase activity"	0.000367673144591435	0.00123198520979719	0.0164250107827632	0.145634267443083	0.0203513686001681
"acetylspermidine deacetylase activity"	0.0116690851639618	0.0136837680048864	0.0160902408786194	0.372865295903816	0.0203515232337207
"chorismate lyase activity"	0.000376540081912126	0.00122518070087084	0.0162263002327494	0.481143352680755	0.0203514501106836
"microtubule binding"	0.263833658206328	0.300597504083366	0.298024973389933	0.47552235014204	0.0203514797258976
"3-keto sterol reductase activity"	0.000364612696990014	0.00122408129287549	0.0175407307371141	0.0961785235071967	0.020351542234291
"geranial:oxygen oxidoreductase activity"	0.0154736939635191	0.00122710950579312	0.0327616501242963	0.211298494131029	0.0203515096115497
"sulfite reductase (ferredoxin) activity"	0.0274055871068312	0.00122466626082136	0.119596689984774	1.13204353549631	0.0203514871073128
