"V1"	"V2"	"V3"	"V4"
"humoral immune response"	0.000257027527064258	1.30343831779583	0.0151700460581575	0.0148352608448748
"organic acid metabolic process"	0.102249044913242	0.00141509810318105	0.843589004565718	0.0148352648209223
"response to radiation"	0.104227068270618	5.95512631844324	0.595220561234956	0.0148352651018787
"bioluminescence"	0.0257092187608812	0.0158973212445802	0.214163632384943	0.0148352613918074
"blood vessel remodeling"	0.00025677938291124	0.0460295458793434	0.0299148616264325	0.0148352606669812
"adenohypophysis development"	0.0102623326523207	0.00141510346710757	0.0151700419684559	0.0148352608616609
"viral process"	0.107365372391929	1.45839511897881	0.525380599753228	1.5084245963877
"cell-cell signaling"	0.00518921974582748	1.00876925609536	0.0618639959673797	0.0148352604951267
"aggregation of unicellular organisms"	0.0588925504887596	0.00141503307518839	0.0549174695774927	0.014835260694907
"cellular biosynthetic process"	0.114473332340243	0.00141510404114063	0.631186978657352	0.01483526482674
"anther wall tapetum development"	0.00519732351978722	0.00141509748449959	0.0615340463946705	0.0148352604806215
"pollen tube development"	0.00270711481414838	0.01574725038981	0.0640472134551624	0.0148352605394548
"oxidative demethylation"	0.00272164881848576	0.00141507816691757	0.0465219678416699	0.0148352604712828
"cell motility"	0.0352077683566518	0.0157475095488132	0.261782226588552	0.0148352606109975
"sexual reproduction"	0.00771427377651662	0.00141509805537268	0.0461861852145282	0.0148352604815823
"carbon fixation"	0.59147995431486	0.975198553431441	1.12497208498985	0.0148352699169895
"endocardium development"	0.000256817768394473	0.00141507284957633	0.0157314538762148	0.0148352613387615
"cerebellum development"	0.00516435796527378	0.169338306246202	0.05989639122799	0.0148352643587631
"cellular metabolic compound salvage"	0.0409120128342667	0.0014150912779487	0.341426340826541	0.014835261571005
"pigment biosynthetic process"	0.0179508727779443	0.00141510274154032	0.215809567776297	0.0148352644825673
"cell adhesion mediated by integrin"	0.750676032533765	0.0157807996936082	0.343175610547093	0.213439296320069
"maintenance of cell polarity"	0.00769519049980335	0.00141509432972722	0.0157716057509554	0.0148352604898555
"egg activation"	0.0179751656803961	0.00141509803332663	0.0301630006117141	0.0148352605009733
"limb bud formation"	0.00517643518747057	0.00141509975230241	0.0152745499311185	0.0148352608549362
"cell-cell adhesion"	0.0530376116778295	0.401338828276205	0.171397630062351	0.0148352606023607
"visceral serous pericardium development"	0.03775334006182	0.00141508752281558	0.0464325537273426	0.0148352645018743
"face development"	0.000257028177158668	26.1764845968995	0.00124876218570232	0.014835260476918
"asexual sporulation"	0.00518844091785327	0.0014150961207614	0.138500995761829	0.0148352605171955
"conjugation"	0.22805529677253	0.00141466321511616	1.00141239665216	0.0148352649166388
"symbiotic process benefiting host"	0.00268681086525786	0.00141507297798658	0.0635391389895477	0.014835260813238
"establishment or maintenance of monopolar cell polarity"	0.00519322641682635	0.0014150943228145	0.015771605750955	0.014835260489243
"cell-substrate adhesion"	0.00270844742550254	0.00141509493171986	0.0312870556846786	0.0148352605083722
"animal organ morphogenesis"	0.00520482369223524	0.0643483556104411	0.0465650045740137	0.0148352605616837
"xenobiotic metabolic process"	0.0209161995267404	0.0676084488096413	0.144212612717175	0.0148352605405348
"olfactory bulb mitral cell layer development"	0.00518910642185716	0.00141503251979678	0.00124863579764124	0.0148352604918055
"cellular oxidant detoxification"	0.732304149152356	7.94896878278442	6.63377083255532	0.0148352681446715
"transposition, RNA-mediated"	0.0313018884971794	0.0304536006692325	0.157778463573721	0.0148352605448199
"macromolecule metabolic process"	0.000257049723820458	1.23205032383229	0.0152745499590433	0.0148352608367723
"response to drug"	0.0970498794154699	18.1374843004135	0.532240762451259	0.0148352617478952
"chemotaxis"	0.474455975077867	0.0965053091265115	5.6028756716394	0.0148352652831917
"response to toxic substance"	0.0739054042008821	6.09905763443873	0.353567627819545	0.0148352606142491
"cellular aromatic compound metabolic process"	0.206303145493702	0.00141486135381251	1.13155837697198	0.0148352650851265
"response to nicotine"	0.000257106352987933	27.5155171135381	0.0152745499590433	0.0148352604781618
"hippocampus development"	0.00518910642185716	0.00141503251979678	0.00124863579764124	0.0148352604918055
"double fertilization forming a zygote and endosperm"	0.0051781455658417	0.00141509180878482	0.0470517651570141	0.014835260667757
"response to immobilization stress"	0.000257027298629837	1.28954567451031	0.0151700460581575	0.0148352608410366
"striatum development"	0.00518910642185716	0.00141503251979678	0.00124863579764124	0.0148352604918055
"regulation of growth"	0.0102843236803688	0.168468287821274	0.13705498407251	0.014835260495277
"regulation of blood pressure"	0.000257094199156603	1.14019867913701	0.0154417584580284	0.014835260775883
"fucosylation"	0.0489460044553127	0.0972323690355324	0.212981857122356	0.0148352616369784
"detoxification of mercury ion"	0.0681102272178288	0.0014150975005372	0.396455018795437	0.0148352648139412
"forebrain development"	0.00271275890270456	26.1766569459079	0.0300208645675329	0.0148352604631426
"female pregnancy"	0.00269992987048522	1.13283724720386	0.0438502639569802	0.0148352605377661
"response to ischemia"	0.000256733483984214	0.0785216930605789	0.0304450338821018	0.0148352606873913
"regulation of circadian rhythm"	0.0180626536900574	0.00141508969005422	0.045777132633186	0.014835263482523
"mannosylation"	0.217519364054727	0.00141510383888332	0.81696605129455	0.0148352650517573
"secondary metabolite biosynthetic process"	0.000256737994399125	0.00141507783697647	0.0688499220912753	0.0148352613397011
"regulation of nitrogen utilization"	0.142159176750476	0.0304569784745827	0.909468290464073	0.0148352650096042
"nitrogen cycle metabolic process"	0.00273457057672833	0.00141509594841863	0.0299148616277636	0.0148352605374197
"lens morphogenesis in camera-type eye"	0.00271275864482067	0.00141509810743447	0.00124861329659655	0.0148352604569862
"NADH regeneration"	0.0208369266301601	0.00141510445035172	0.0335623335370754	0.0148352606307442
"respiratory system process"	0.00767849670964489	0.00141508532773865	0.01517004605815	0.0148352608551482
"mitotic cell cycle"	0.0381925645628784	0.0625924150591843	0.174843799820559	0.0148352617268027
"seedling development"	0.000256732680165119	0.0311291983976173	0.0955730482803207	0.0148352605080041
"negative regulation of molecular function"	0.00531500010846339	0.00141509612006432	0.00124895100479038	0.0148352604645396
"cell morphogenesis"	0.178288920702622	0.0460153560178487	1.26309127848334	0.0148352650538007
"generation of precursor metabolites and energy"	0.129213565150589	59.4107718514235	0.706530513377209	0.014835264810049
"floor plate formation"	0.0102623326523207	0.00141510346710757	0.0151700419684559	0.0148352608616609
"'de novo' protein folding"	0.0867315028924458	0.0613836226061964	0.388624081719963	0.0148352647206277
"cell fate specification"	0.00268728717479399	0.00141509657786464	0.0157084223070435	0.0148352606223337
"maintenance of stationary phase"	0.0270678580959415	0.00141510428365567	0.361591993699556	0.0148352614715495
"detection of chemical stimulus"	0.0298784423179627	0.015897081768846	0.263183466488431	0.0148352614614848
"response to xenobiotic stimulus"	0.0129378427364822	0.351404309720674	0.154863339439726	0.0148352605425458
"lipid metabolic process"	0.758502927292586	63.314167528415	10.0762687325051	0.186507643016943
"adaptive immune response"	0.000256752226396694	1.01933996776799	0.00124858312297457	0.014835260669487
"superior colliculus development"	0.000256817768394473	0.00141507284957633	0.0157314538762148	0.0148352613387615
"cell differentiation"	0.0309945308200635	1.38297210862596	0.176155430269962	0.0148352613903386
"sorocarp morphogenesis"	0.0102305318811237	0.0798788661216386	0.030357649958328	0.0148352606249169
"programmed cell death"	0.0130239930931671	0.0159098929216636	0.0446741896396246	0.0148352613333874
"cytokinetic process"	0.0104997842539724	0.00141508901709511	0.186795785950416	0.0148352605026176
"reactive oxygen species metabolic process"	0.00517178601230557	0.199045017538328	0.123904240773626	0.014835260628864
"excretion"	0.000256237478779349	0.21303289531725	0.029365114721819	0.0148352608470559
"phosphorus metabolic process"	0.0971632697985875	0.0014150947887371	0.703004865854133	0.0148352647350964
"selenium compound metabolic process"	0.00775520657797984	10.4877228929279	0.13381138222364	0.014835260513466
"chromosome separation"	0.0594863900096488	0.00141509545580367	0.58399788090709	0.0148352617806529
"regulation of catalytic activity"	0.175372981947163	0.0161139099442469	1.16603470857949	0.0148352647996176
"inner ear development"	0.00517645579332996	0.00141509339585603	0.0152745499590364	0.0148352607050717
"interaction with host"	0.0130126087281413	0.13085642148149	0.0874096479716213	0.0148352605663307
"nicotine catabolic process"	0.000256307154291927	0.00141507551051842	0.0303113613697852	0.01483526083024
"response to arsenic-containing substance"	0.0192280090365247	0.0157469035243043	0.394158299644728	0.0148352619295004
"regulation of protein stability"	0.00769331002772721	0.1849512504698	0.102078517626991	0.014835260531595
"hindbrain development"	0.00270234838296172	26.1718057101274	0.0153986740517249	0.0148352613487917
"endocrine pancreas development"	0.0102044909965188	0.00141507285484763	0.0157314496991648	0.0148352613766129
"regulation of translational fidelity"	0.0368986033717767	0.195067707684217	0.339590958981979	0.0148352616758046
"carbohydrate derivative metabolic process"	0.306678761428429	0.0157538455886917	2.42766052827173	0.213439300033632
"G1 to G0 transition"	0.000256730064698282	0.00141507889735037	0.0463183648868169	0.0148352608740541
"response to organic substance"	0.141369879024046	11.4768763754623	0.640698783752071	0.0148352647816597
"cerebellar cortex development"	0.00518910642185716	0.00141503251979678	0.00124863579764124	0.0148352604918055
"roof of mouth development"	0.00524126906454441	0.00141509622918865	0.0303216241149742	0.0148352604984195
"polyketide metabolic process"	0.062477020096663	0.00141510130695962	0.333492705475977	0.0148352646210238
"cellular aldehyde metabolic process"	0.082998179788842	26.4993620364268	0.486616182780647	0.0148352649090051
"inter-male aggressive behavior"	0.0102645125932982	4.7481763232887	0.0817195276589821	0.0148352605071724
"detoxification of cadmium ion"	0.00271536503659619	0.0160531456090541	0.00124850088330675	0.0148352604691802
"glomerulus development"	0.03775334006182	0.00141508752281558	0.0464325537273426	0.0148352645018743
"response to mechanical stimulus"	0.0235704392548118	0.0942548162688772	0.0458872333395409	0.0148352605584856
"response to antibiotic"	0.660134229495156	4.10183808637747	4.71953414672307	0.0148352658441191
"regulation of neurotransmitter levels"	0.00516437845682185	0.00141509828075196	0.117514748794851	0.0148352613332038
"response to oxygen levels"	0.00780353251756786	0.00141509392309512	0.0151700460603038	0.0148352604695928
"translational initiation"	0.481271283301584	0.234229919100488	3.73604848232262	0.01483526540699
"adhesion of symbiont to host"	0.015592999353801	0.00141510436808539	0.0967830395526411	0.0148352605712579
"cartilage condensation"	0.00270955910451387	0.00141507709870088	0.0295686682153508	0.0148352608630865
"response to salt"	0.000256731928607625	0.00141509548064754	0.0621199172849423	0.0148352606387894
"tricarboxylic acid cycle"	0.752890324451434	14.067989391639	6.37825406835349	0.201673162444918
"protein folding in endoplasmic reticulum"	0.00776334946798965	0.0157597053494746	0.124816323971845	0.0148352605380313
"response to muscle activity"	0.00517661165644012	7.84972187045143	0.171648473246734	0.0148352605006718
"thigmotaxis"	0.0235018457131143	0.00141510015173101	0.00124503947812336	0.0148352605424193
"hindgut morphogenesis"	0.00766171223068411	0.00141509743529072	0.00124501750981121	0.0148352608906165
"response to osmotic stress"	0.047171063718341	0.00141510314991544	0.310326223591168	0.0148352614407979
"thalamus development"	0.00518910642185716	0.00141503251979678	0.00124863579764124	0.0148352604918055
"multicellular organism growth"	0.00517069920111452	0.00141509808448923	0.062510151439829	0.0148352613550071
"nodulation"	0.0630379688391987	0.00141509213135542	0.385285131691761	0.0148352616359304
"carbohydrate metabolic process"	5.15240610175963	106.993526415422	36.2228796604926	1.35380073861346
"ventral furrow formation"	0.00271443978625692	0.587230936558482	0.0151700460581568	0.0148352607983882
"gamete generation"	0.00517433192134889	0.00141509205545864	0.0300560098727055	0.0148352606535461
"protein refolding"	0.362511755216703	0.961868942129263	2.81231350103793	0.0148352651327392
"microtubule-based movement"	0.0737934839893037	0.246627158058128	0.326382272599516	0.0148352647718081
"response to wounding"	0.0126872004959371	0.00141507443337298	0.15763362430256	0.0148352613373612
"response to electrical stimulus"	0.00269992869192157	0.128280394927211	0.00125004430686623	0.0148352634593808
"eye pigmentation"	0.000256774313408302	0.00141509205028921	0.0159626574289537	0.0148352605894015
"response to pH"	0.0558735044222778	0.00141510413318157	0.0665169805625705	0.0148352605330171
"response to temperature stimulus"	0.0271357636841051	10.2061525889579	0.20644428980372	0.0148352605286117
"killing of cells of other organism"	0.00268680916386682	0.0618300793228171	0.100014819195516	0.0148352605031437
"blood vessel development"	0.000256801110064836	26.4701270924194	0.063203006679492	0.0148352604925113
"cell aging"	0.0397200565925659	0.0464585593768352	0.162264338065622	0.0148352605541165
"adult locomotory behavior"	0.00270234856953084	0.0014150936587822	0.0443624550364115	0.0148352613428894
"heart valve development"	0.0026999232733317	0.0014150728496542	0.0157314538762146	0.0148352613404955
"response to oxidative stress"	0.483127642444453	11.2392685112901	3.22636401555344	0.0148352652783005
"one-carbon metabolic process"	0.393368963292985	10.7080791034022	2.68116846542831	0.0148352651660137
"behavioral response to ethanol"	0.000255976812381364	0.0159098923038893	0.0446465117089112	0.0148352608681436
"segment specification"	0.00516437845677992	0.00141510413728167	0.0311762203425045	0.0148352613632
"formaldehyde metabolic process"	0.00769870105831988	0.00141507916238072	0.0300270026389531	0.0148352608394417
"mesoderm formation"	0.000257068861111995	1.36506801607402	0.0153451947224155	0.0148352608518549
"cell adhesion involved in biofilm formation"	0.0584825968424309	0.00141510445209041	0.258757209503776	0.0148352616585711
"positive regulation of multi-organism process"	0.000256987952083727	0.00141509788511215	0.0323818162009461	0.0148352604647616
"paracrine signaling"	0.000256741566309189	0.078918946930539	0.0151700460581633	0.0148352604047738
"photoreceptor cell outer segment organization"	0.0101577466588525	0.00141509725403741	0.0293651127935759	0.0148352604917635
"morphogenesis of an epithelium"	0.002703236692415	0.0803454937441966	0.0946428537890014	0.0148352613297266
"vesicle-mediated transport"	0.0924827867570344	0.387418765225553	0.339033016661632	0.0148352648988107
"chemotaxis to cAMP"	0.000256778033706577	0.00141510378599753	0.0303576499583281	0.0148352608225803
"virus tail fiber assembly"	0.000256593850590928	0.00141508939916697	0.0302468065990031	0.0148352608693962
"viral capsid assembly"	0.0342444528222787	0.00141510401521961	0.594821550114696	0.014835261648934
"membrane organization"	0.137706307356216	0.166360458302736	0.645389521052655	0.0148352647784345
"regulation of cell death"	0.000256733534970112	0.0618304905995313	0.0301063335193599	0.0148352606162614
"positive regulation of blood pressure"	0.00767849670964492	1.08534044597218	0.0152745499590356	0.0148352608643424
"dauer exit"	0.00025697428931773	0.078532893528257	0.00124679705762859	0.0148352666875668
"cellular response to temperature stimulus"	0.00515805257512922	0.00141509631573721	0.0490469255082235	0.0148352605321106
"cuticle pattern formation"	0.00517640865214747	0.0157562467444392	0.0151700460536512	0.014835260466941
"amino sugar metabolic process"	0.0715655367732323	0.00141510258335651	0.675713594050302	0.0148352646108231
"tetrapyrrole metabolic process"	0.00269992350827504	0.00141507828308116	0.0644702167881525	0.0148352613547775
"'de novo' cotranslational protein folding"	0.0102147884141359	0.0157498021902978	0.101436993749578	0.0148352613771877
"cell migration"	0.773644348367607	0.0157808001092419	0.403623198948567	0.213439296283399
"response to ammonium ion"	0.00520651822840292	0.129227946526781	0.0787683777215199	0.0148352605394823
"organonitrogen compound catabolic process"	0.0180285833666751	0.00141510262594444	0.299285779949239	0.0148352645826044
"inheritance of oxidatively modified proteins involved in replicative cell aging"	0.000256801420687297	0.00141509822703815	0.0812543978016967	0.0148352605815098
"heart development"	0.0126573888363954	26.2957015374437	0.133246937792433	0.0148352605305532
"cellular detoxification of cadmium ion"	0.00272198155903904	0.0160531456245421	0.0303678085337949	0.0148352608703589
"oligosaccharide metabolic process"	0.0507842958678501	0.00141510331779196	0.224605774570755	0.0148352645059015
"xenobiotic catabolic process"	0.00025625099333071	0.015756475967712	0.030171364306755	0.0148352607397609
"ATP-independent chaperone mediated protein folding"	0.00523493276894426	0.00141509372188633	0.103358080342932	0.0148352604925431
"cellular carbohydrate metabolic process"	0.0501651527650821	0.624276355423778	0.488080758063867	0.0148352645058637
"regulation of single-species biofilm formation"	0.0102673026527707	0.00141508316510377	0.119559527664296	0.0148352604750014
"cellular response to oxygen levels"	0.000256730556692548	0.00141509368554964	0.0495488820030568	0.0148352604910337
"proximal/distal pattern formation"	0.00516435784302552	26.1718056600877	0.0293651143075361	0.0148352613421279
"carbohydrate derivative biosynthetic process"	0.179034300036603	0.00141504809285708	0.951920657696125	0.0148352650012956
"odontogenesis"	0.0102623326523209	0.00141510085549577	0.0153986698665859	0.014835260855857
"digestive system development"	0.000256776804988828	0.00141507285318354	0.0469308354230476	0.0148352613460686
"bacteriocin immunity"	0.0126822149068772	0.00141509142925564	0.172984561127515	0.0148352605220636
"fin morphogenesis"	0.000256789286816216	0.00141507284989008	0.0304631476410424	0.0148352613423378
"response to decreased oxygen levels"	0.000256765846737413	0.0014150954202107	0.0328039638149176	0.014835260471907
"xenobiotic transport"	0.149098500474682	0.0466048509516266	0.995586162730106	0.0148352648730467
"chronological cell aging"	0.00270844727290044	0.0790959974662609	0.00124875789889802	0.0148352604465777
"epoxide metabolic process"	0.0051977188925499	0.225255339403862	0.029365114721819	0.0148352608635626
"growth of symbiont in host cell"	0.00515805257515915	0.00141508756821346	0.0155362749420025	0.0148352613327225
"aromatic compound catabolic process"	0.16829188533774	0.00141464785656889	1.1351279525089	0.0148352650975672
"protein import into peroxisome matrix, docking"	0.00777641130836305	0.0159910458883577	0.0664677535691755	0.0148352605489848
"glycerol ether metabolic process"	0.144290128375459	0.00141510410988719	0.840724283236818	0.0148352649941405
"skeletal system development"	0.00766399707107083	0.170148172452809	0.0999730850024297	0.0148352613882895
"positive regulation of sulfur utilization"	0.00779229883086813	0.0014150978550105	0.0631268953673436	0.0148352605289813
"response to methylmercury"	0.00269992869192052	0.165131889982947	0.00125004430686842	0.014835263459383
"response to organic cyclic compound"	0.0131408847894662	0.720990713752962	0.150797759031236	0.0148352604936405
"regulation of conjugation"	0.0103105968328932	0.0014150950421197	0.156743649080753	0.0148352604951537
"nitrogen fixation"	0.260380057776989	0.0804701146797855	1.5177900679258	173.942121194122
"transmembrane transport"	6.99287839351776	31.1550751235809	96.998558718309	1.75764048685273
"alkanesulfonate metabolic process"	0.00526222001495758	0.00141507516734733	0.00124827148527704	0.0148352606396906
"root development"	0.00517920654743648	0.0160531455996869	0.0769812575335068	0.0148352604874119
