feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
GO.0009719.response.to.endogenous.stimulus	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	102	2.0120688226287e-08	1.47431947658091e-07
GO.0007389.pattern.specification.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	67	2.0120688226287e-08	1.47431947658091e-07
GO.0140029.exocytic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	20	2.0120688226287e-08	1.47431947658091e-07
GO.0007272.ensheathment.of.neurons	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	40	2.0120688226287e-08	1.47431947658091e-07
GO.0070988.demethylation	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	24	2.0120688226287e-08	1.47431947658091e-07
GO.0019882.antigen.processing.and.presentation	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	38	2.0120688226287e-08	1.47431947658091e-07
GO.0061687.detoxification.of.inorganic.compound	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	46	2.0120688226287e-08	1.47431947658091e-07
GO.0022406.membrane.docking	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	21	2.0120688226287e-08	1.47431947658091e-07
GO.0048609.multicellular.organismal.reproductive.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	70	2.0120688226287e-08	1.47431947658091e-07
GO.0007622.rhythmic.behavior	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	14	2.0120688226287e-08	1.47431947658091e-07
GO.0008219.cell.death	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	102	2.0120688226287e-08	1.47431947658091e-07
GO.0002118.aggressive.behavior	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	45	2.0120688226287e-08	1.47431947658091e-07
GO.0003008.system.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	96	2.0120688226287e-08	1.47431947658091e-07
GO.0019835.cytolysis	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	57	2.0120688226287e-08	1.47431947658091e-07
GO.0007623.circadian.rhythm	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	57	2.0120688226287e-08	1.47431947658091e-07
GO.0010817.regulation.of.hormone.levels	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	81	2.0120688226287e-08	1.47431947658091e-07
GO.0006403.RNA.localization	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	14	2.0120688226287e-08	1.47431947658091e-07
GO.0003002.regionalization	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	66	2.0120688226287e-08	1.47431947658091e-07
GO.0048002.antigen.processing.and.presentation.of.peptide.antigen	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	36	2.0120688226287e-08	1.47431947658091e-07
GO.0009292.genetic.transfer	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	69	2.0120688226287e-08	1.47431947658091e-07
GO.0035107.appendage.morphogenesis	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	47	2.0120688226287e-08	1.47431947658091e-07
GO.0050877.nervous.system.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	85	2.0120688226287e-08	1.47431947658091e-07
GO.0019883.antigen.processing.and.presentation.of.endogenous.antigen	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	33	2.0120688226287e-08	1.47431947658091e-07
GO.0007569.cell.aging	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	32	2.0120688226287e-08	1.47431947658091e-07
GO.0001708.cell.fate.specification	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	10	2.0120688226287e-08	1.47431947658091e-07
GO.0097485.neuron.projection.guidance	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	72	2.0120688226287e-08	1.47431947658091e-07
GO.0071852.fungal.type.cell.wall.organization.or.biogenesis	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	13	2.0120688226287e-08	1.47431947658091e-07
GO.0001966.thigmotaxis	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	7	2.0120688226287e-08	1.47431947658091e-07
GO.0035239.tube.morphogenesis	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	54	2.0120688226287e-08	1.47431947658091e-07
GO.0031640.killing.of.cells.of.other.organism	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	40	2.0120688226287e-08	1.47431947658091e-07
GO.0071495.cellular.response.to.endogenous.stimulus	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	87	2.0120688226287e-08	1.47431947658091e-07
GO.0042755.eating.behavior	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	51	2.0120688226287e-08	1.47431947658091e-07
GO.0051236.establishment.of.RNA.localization	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	71	2.0120688226287e-08	1.47431947658091e-07
GO.0120254.olefinic.compound.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	45	2.0120688226287e-08	1.47431947658091e-07
GO.0046149.pigment.catabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	17	2.0120688226287e-08	1.47431947658091e-07
GO.0097164.ammonium.ion.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	34	2.0120688226287e-08	1.47431947658091e-07
GO.0098813.nuclear.chromosome.segregation	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	50	2.0120688226287e-08	1.47431947658091e-07
GO.0048513.animal.organ.development	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	98	2.0120688226287e-08	1.47431947658091e-07
GO.0009611.response.to.wounding	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	22	2.0120688226287e-08	1.47431947658091e-07
GO.0070265.necrotic.cell.death	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	39	2.0120688226287e-08	1.47431947658091e-07
GO.0070482.response.to.oxygen.levels	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	65	2.0120688226287e-08	1.47431947658091e-07
GO.0071695.anatomical.structure.maturation	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	51	2.0120688226287e-08	1.47431947658091e-07
GO.0046950.cellular.ketone.body.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	28	2.0120688226287e-08	1.47431947658091e-07
GO.1901440.poly.hydroxyalkanoate..metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	55	2.0120688226287e-08	1.47431947658091e-07
GO.0060325.face.morphogenesis	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	40	2.0120688226287e-08	1.47431947658091e-07
GO.0050787.detoxification.of.mercury.ion	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	31	2.0120688226287e-08	1.47431947658091e-07
GO.0030902.hindbrain.development	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	40	2.0120688226287e-08	1.47431947658091e-07
GO.0050906.detection.of.stimulus.involved.in.sensory.perception	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	54	2.0120688226287e-08	1.47431947658091e-07
GO.0008608.attachment.of.spindle.microtubules.to.kinetochore	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	19	2.0120688226287e-08	1.47431947658091e-07
GO.0051640.organelle.localization	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	72	2.0120688226287e-08	1.47431947658091e-07
GO.0001887.selenium.compound.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	59	2.0120688226287e-08	1.47431947658091e-07
GO.0110095.cellular.detoxification.of.aldehyde	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	40	2.0120688226287e-08	1.47431947658091e-07
GO.0050795.regulation.of.behavior	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	13	2.0120688226287e-08	1.47431947658091e-07
GO.0050673.epithelial.cell.proliferation	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	3	2.0120688226287e-08	1.47431947658091e-07
GO.0030900.forebrain.development	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	40	2.0120688226287e-08	1.47431947658091e-07
GO.0002089.lens.morphogenesis.in.camera.type.eye	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	1	2.0120688226287e-08	1.47431947658091e-07
GO.0008366.axon.ensheathment	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	40	2.0120688226287e-08	1.47431947658091e-07
GO.0009887.animal.organ.morphogenesis	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	62	2.0120688226287e-08	1.47431947658091e-07
GO.0048729.tissue.morphogenesis	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	61	2.0120688226287e-08	1.47431947658091e-07
GO.0048598.embryonic.morphogenesis	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	65	2.0120688226287e-08	1.47431947658091e-07
GO.1903047.mitotic.cell.cycle.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	101	2.0120688226287e-08	1.47431947658091e-07
GO.0046685.response.to.arsenic.containing.substance	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	28	2.0120688226287e-08	1.47431947658091e-07
GO.0010273.detoxification.of.copper.ion	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	22	2.0120688226287e-08	1.47431947658091e-07
GO.0008038.neuron.recognition	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	66	2.0120688226287e-08	1.47431947658091e-07
GO.0000278.mitotic.cell.cycle	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	20	2.0120688226287e-08	1.47431947658091e-07
GO.0002121.inter.male.aggressive.behavior	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	45	2.0120688226287e-08	1.47431947658091e-07
GO.0001568.blood.vessel.development	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	46	2.0120688226287e-08	1.47431947658091e-07
GO.0048731.system.development	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	61	2.0120688226287e-08	1.47431947658091e-07
GO.0007018.microtubule.based.movement	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	82	2.0120688226287e-08	1.47431947658091e-07
GO.0030541.plasmid.partitioning	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	22	2.0120688226287e-08	1.47431947658091e-07
GO.0030638.polyketide.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	47	2.0120688226287e-08	1.47431947658091e-07
GO.0032835.glomerulus.development	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	22	2.0120688226287e-08	1.47431947658091e-07
GO.0019098.reproductive.behavior	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	56	2.0120688226287e-08	1.47431947658091e-07
GO.0035094.response.to.nicotine	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	39	2.0120688226287e-08	1.47431947658091e-07
GO.0104004.cellular.response.to.environmental.stimulus	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	108	2.0120688226287e-08	1.47431947658091e-07
GO.0009799.specification.of.symmetry	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	43	2.0120688226287e-08	1.47431947658091e-07
GO.0036473.cell.death.in.response.to.oxidative.stress	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	2	2.0120688226287e-08	1.47431947658091e-07
GO.2001057.reactive.nitrogen.species.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	84	2.0120688226287e-08	1.47431947658091e-07
GO.0090066.regulation.of.anatomical.structure.size	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	88	2.0120688226287e-08	1.47431947658091e-07
GO.0009404.toxin.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	29	2.0120688226287e-08	1.47431947658091e-07
GO.0003014.renal.system.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	4	2.0120688226287e-08	1.47431947658091e-07
GO.0042752.regulation.of.circadian.rhythm	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	10	2.0120688226287e-08	1.47431947658091e-07
GO.0048736.appendage.development	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	42	2.0120688226287e-08	1.47431947658091e-07
GO.0040008.regulation.of.growth	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	83	2.0120688226287e-08	1.47431947658091e-07
GO.0002263.cell.activation.involved.in.immune.response	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	44	2.0120688226287e-08	1.47431947658091e-07
GO.0007588.excretion	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	51	2.0120688226287e-08	1.47431947658091e-07
GO.0042391.regulation.of.membrane.potential	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	56	2.0120688226287e-08	1.47431947658091e-07
GO.0014850.response.to.muscle.activity	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	49	2.0120688226287e-08	1.47431947658091e-07
GO.0006970.response.to.osmotic.stress	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	111	2.0120688226287e-08	1.47431947658091e-07
GO.0009595.detection.of.biotic.stimulus	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	29	2.0120688226287e-08	1.47431947658091e-07
GO.0001525.angiogenesis	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	53	2.0120688226287e-08	1.47431947658091e-07
GO.0048608.reproductive.structure.development	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	56	2.0120688226287e-08	1.47431947658091e-07
GO.0009636.response.to.toxic.substance	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	80	2.0120688226287e-08	1.47431947658091e-07
GO.0042493.response.to.drug	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	84	2.0120688226287e-08	1.47431947658091e-07
GO.0048512.circadian.behavior	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	14	2.0120688226287e-08	1.47431947658091e-07
GO.0048468.cell.development	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	85	2.0120688226287e-08	1.47431947658091e-07
GO.0031647.regulation.of.protein.stability	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	63	2.0120688226287e-08	1.47431947658091e-07
GO.0012501.programmed.cell.death	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	101	2.0120688226287e-08	1.47431947658091e-07
GO.1901568.fatty.acid.derivative.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	61	2.0120688226287e-08	1.47431947658091e-07
GO.0031099.regeneration	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	48	2.0120688226287e-08	1.47431947658091e-07
GO.0060324.face.development	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	39	2.0120688226287e-08	1.47431947658091e-07
GO.0051668.localization.within.membrane	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	26	2.0120688226287e-08	1.47431947658091e-07
GO.0009612.response.to.mechanical.stimulus	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	50	2.0120688226287e-08	1.47431947658091e-07
GO.0007267.cell.cell.signaling	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	88	2.0120688226287e-08	1.47431947658091e-07
GO.0009237.siderophore.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	49	2.0120688226287e-08	1.47431947658091e-07
GO.0032197.transposition..RNA.mediated	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	19	2.0120688226287e-08	1.47431947658091e-07
GO.0009888.tissue.development	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	72	2.0120688226287e-08	1.47431947658091e-07
GO.0044117.growth.of.symbiont.in.host	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	7	2.0120688226287e-08	1.47431947658091e-07
GO.0021575.hindbrain.morphogenesis	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	39	2.0120688226287e-08	1.47431947658091e-07
GO.0061072.iris.morphogenesis	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	3	2.0120688226287e-08	1.47431947658091e-07
GO.1903046.meiotic.cell.cycle.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	69	2.0120688226287e-08	1.47431947658091e-07
GO.0035295.tube.development	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	63	2.0120688226287e-08	1.47431947658091e-07
GO.0099072.regulation.of.postsynaptic.membrane.neurotransmitter.receptor.levels	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	5	2.0120688226287e-08	1.47431947658091e-07
GO.0045321.leukocyte.activation	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	53	2.0120688226287e-08	1.47431947658091e-07
GO.0006805.xenobiotic.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	73	2.0120688226287e-08	1.47431947658091e-07
GO.0001101.response.to.acid.chemical	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	83	2.0120688226287e-08	1.47431947658091e-07
GO.1901698.response.to.nitrogen.compound	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	98	2.0120688226287e-08	1.47431947658091e-07
GO.0009268.response.to.pH	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	53	2.0120688226287e-08	1.47431947658091e-07
GO.0048565.digestive.tract.development	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	41	2.0120688226287e-08	1.47431947658091e-07
GO.1901160.primary.amino.compound.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	35	2.0120688226287e-08	1.47431947658091e-07
GO.1901616.organic.hydroxy.compound.catabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	118	2.0120688226287e-08	1.47431947658091e-07
GO.0019419.sulfate.reduction	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	43	2.0120688226287e-08	1.47431947658091e-07
GO.1902224.ketone.body.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	26	2.0120688226287e-08	1.47431947658091e-07
GO.0007281.germ.cell.development	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	35	2.0120688226287e-08	1.47431947658091e-07
GO.0071236.cellular.response.to.antibiotic	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	21	2.0120688226287e-08	1.47431947658091e-07
GO.0060573.cell.fate.specification.involved.in.pattern.specification	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	2	2.0120688226287e-08	1.47431947658091e-07
GO.1901441.poly.hydroxyalkanoate..biosynthetic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	55	2.0120688226287e-08	1.47431947658091e-07
GO.0002064.epithelial.cell.development	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	56	2.0120688226287e-08	1.47431947658091e-07
GO.0006839.mitochondrial.transport	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	69	2.0120688226287e-08	1.47431947658091e-07
GO.0070848.response.to.growth.factor	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	44	2.0120688226287e-08	1.47431947658091e-07
GO.0042546.cell.wall.biogenesis	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	33	2.0120688226287e-08	1.47431947658091e-07
GO.0097722.sperm.motility	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	15	2.0120688226287e-08	1.47431947658091e-07
GO.0002164.larval.development	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	58	2.0120688226287e-08	1.47431947658091e-07
GO.0031503.protein.containing.complex.localization	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	64	2.0120688226287e-08	1.47431947658091e-07
GO.0001896.autolysis	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	41	2.0120688226287e-08	1.47431947658091e-07
GO.0034097.response.to.cytokine	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	54	2.0120688226287e-08	1.47431947658091e-07
GO.0009651.response.to.salt.stress	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	75	2.0120688226287e-08	1.47431947658091e-07
GO.0045132.meiotic.chromosome.segregation	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	34	2.0120688226287e-08	1.47431947658091e-07
GO.0140056.organelle.localization.by.membrane.tethering	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	21	2.0120688226287e-08	1.47431947658091e-07
GO.0014031.mesenchymal.cell.development	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	39	2.0120688226287e-08	1.47431947658091e-07
GO.0009725.response.to.hormone	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	86	2.0120688226287e-08	1.47431947658091e-07
GO.0019694.alkanesulfonate.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	30	2.0120688226287e-08	1.47431947658091e-07
GO.0043050.pharyngeal.pumping	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	51	2.0120688226287e-08	1.47431947658091e-07
GO.1903578.regulation.of.ATP.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	48	2.0120688226287e-08	1.47431947658091e-07
