"CRR125941"	"CRR125949"	"SRR11092059"	"SRR11092060"	"SRR11092061"	"SRR11092062"	"CRR125979"	"CRR125993"	"SRR5677655"	"CRR125952"	"CRR125963"	"SRR11092063"	"CRR125947"	"CRR125943"	"SRR10971381"	"CRR119894"	"CRR119895"	"CRR119896"	"CRR119897"	"CRR125934"	"CRR125935"	"CRR125936"	"CRR125937"	"CRR125938"	"CRR125939"	"CRR125940"	"CRR125942"	"CRR125944"	"CRR125945"	"CRR125946"	"CRR125948"	"CRR125950"	"CRR125951"	"CRR125953"	"CRR125954"	"CRR125955"	"CRR125956"	"CRR125957"	"CRR125958"	"CRR125959"	"CRR125960"	"CRR125961"	"CRR125962"	"CRR125964"	"CRR125965"	"CRR125966"	"CRR125967"	"CRR125968"	"CRR125969"	"CRR125970"	"CRR125971"	"CRR125972"	"CRR125973"	"CRR125974"	"CRR125975"	"CRR125976"	"CRR125977"	"CRR125978"	"CRR125980"	"CRR125981"	"CRR125982"	"CRR125983"	"CRR125984"	"CRR125985"	"CRR125986"	"CRR125987"	"CRR125988"	"CRR125989"	"CRR125990"	"CRR125991"	"CRR125992"	"CRR125994"	"SRR10903401"	"SRR10903402"	"SRR11092056"	"SRR11092057"	"SRR11092058"	"SRR11092064"	"SRR5677652"	"SRR5677654"	"SRR5677656"	"SRR5677657"	"SRR5677658"	"SRR5677659"	"SRR5677660"	"SRR5677661"
"GO:0043170-macromolecule metabolic process"	0.00794069460669667	0.00799268334838443	0.0113689615519803	0.0115895719393517	0.0119193075943892	0.0112846370070574	0.0106619467970752	0.010396353157579	0.0144440834889954	0.0141591271253861	0.0154445252567233	0.0152042027533048	0.0176741950522883	0.0193038933147853	0.0114643565136273	0.00791276935831466	0.00792741624973142	0.00792580234031975	0.00792510132484494	0.0157408690176322	0.0205252633437968	0.0097181322384692	0.0127303472486967	0.00800187300296029	0.0175260324763186	0.0112134239999342	0.0133944580224235	0.00943868456412224	0.0123924212653376	0.00797795234100004	0.010870946177592	0.0174416758328209	0.0178066288405252	0.0142548822253896	0.0163591403771972	0.0134087947672155	0.0219709026525079	0.0215416082535755	0.0207346044130777	0.0159334288915089	0.0215779519469502	0.0116673761034115	0.0180150727519661	0.0183908436260757	0.0180745800858702	0.0169852743365417	0.0178562933018341	0.0139120447448187	0.0204388657569219	0.0103957098879109	0.0160811619838786	0.0108537464302175	0.0149666894588927	0.0098289691138956	0.015080840399238	0.0162058608375349	0.0215242208375925	0.0159801402462165	0.0142810550537118	0.00839995863631502	0.0126977256767758	0.0178047715161909	0.0131010260745543	0.0140736463571512	0.00965748949383874	0.0135110745329059	0.0102224154064188	0.00975467968769204	0.00314096104072324	0.00936280840410067	0.0137018673862226	0.0127199021468866	0.00792561990763738	0.00792742194297514	0.0129547407044617	0.00909163642968659	0.0130542757246022	0.0121276385874926	0.0157081168139213	0.0185896261556687	0.0178679779043837	0.020948493510249	0.0191616428829862	0.021208850246689	0.01848166542648	0.0144322028339671
"GO:0034641-cellular nitrogen compound metabolic process"	0.00636072961133253	0.00639223912665453	0.0100971631705808	0.0098684064489308	0.0100219031918938	0.00854673581381965	0.00664335970895467	0.00878855884141415	0.0109025304266107	0.0127373850553431	0.0118404419277192	0.00895739162827266	0.0207050761891548	0.0177921012659858	0.0144135566051978	0.00634125946776103	0.00635232019141428	0.00635499751402301	0.00635177122417637	0.0163428841309824	0.020426420404373	0.00858924158241994	0.0126082594062602	0.00646779947341199	0.0207382231518834	0.0111673965159564	0.0118226483155172	0.00830200207273195	0.0122939980219561	0.0063872033463572	0.0105738889220902	0.0135644647687675	0.0120673021894468	0.0126117119368806	0.0132662238493522	0.0141522512724958	0.0188424638173895	0.0206999934722399	0.0231933472876316	0.0137858159706085	0.0192015026631279	0.00806910956032186	0.0163489284440554	0.0157396398503146	0.0144483542023929	0.0137159141122666	0.0148869275866241	0.014296127976767	0.0162816243416797	0.00750065082161926	0.0126482903900572	0.0071983595680742	0.0128628700044925	0.0054360417714559	0.0165197434544884	0.016167153904658	0.0195307118575397	0.010509896145899	0.00986519823547405	0.00673725173393603	0.0125112466413017	0.0160396139752367	0.0112315861297747	0.0116287568705415	0.0116700408299798	0.0127602587426723	0.00925612904765069	0.00586620127565651	0.0148350489861387	0.00992000300149463	0.01321871463688	0.0106966687164131	0.00635215761060736	0.00635232263015932	0.0104818184007901	0.00768718456594977	0.00797852062433966	0.0108886943512856	0.00922099736481632	0.0148072155253484	0.0157640087310781	0.0176174216725428	0.0162530953242396	0.0178572308723575	0.0123643726097565	0.0099587036127879
"GO:1901360-organic cyclic compound metabolic process"	0.00636027704825514	0.00639150903074989	0.00966363664662834	0.00944418516765647	0.00958691780684863	0.00826714201560444	0.00644179685373074	0.00781003204204898	0.0100346903969092	0.0104116147559195	0.0104031378253416	0.0085654579298015	0.020635843967439	0.0148237528547114	0.0129971928909442	0.00631354532648674	0.0063240758703461	0.00635383038867608	0.00634883138995881	0.0143853904282116	0.0182321641191584	0.00855666875297193	0.012597734592257	0.00646773057247908	0.0206481819239991	0.0111204969745038	0.0106178945334506	0.00827291067977321	0.0122794262919924	0.00638630978580135	0.010534720217144	0.0115796675933865	0.0109499593941277	0.00996372528489499	0.0111198630334848	0.0127333387925309	0.0171882832212732	0.0199174393773139	0.0230641886515992	0.0124356083027987	0.0174788363700515	0.0116103777975659	0.0148755165047355	0.013312975126002	0.0129936226491383	0.0113796134102504	0.0133257847512298	0.0116730872352698	0.0150507335414487	0.00739322720549919	0.0120671471471885	0.00695734625960337	0.0124367753927692	0.00533259136897892	0.0158878239163501	0.0160640594776685	0.0177843844360357	0.0101496777097029	0.00941500411440218	0.00590770225451511	0.0108167672510041	0.0153356107384402	0.0105648833802373	0.0110951935446147	0.011307965384117	0.0120238817176355	0.00874482108150162	0.00559026143682533	0.0144392621486198	0.00925625956015035	0.0120326232591092	0.0103280485522552	0.00634921623617922	0.00632406000910773	0.0100602975535733	0.00750338409109584	0.00768987789868096	0.0103502909844151	0.00846052731327123	0.0138435984806849	0.0147868844708163	0.0161381810901892	0.0148810502722946	0.0168665316161213	0.0117846574489072	0.00965989612630215
"GO:0046483-heterocycle metabolic process"	0.00635941888381564	0.00639147391909453	0.00945263344051062	0.00923404764925779	0.00938497130112348	0.00816103153599274	0.00643627612712035	0.00780813475305361	0.0100277291132485	0.010398952626914	0.0103490224600412	0.00843952127593839	0.0206475227976935	0.0147896266370249	0.0129628741506084	0.00630989872895065	0.00632036300184888	0.00634777592593889	0.00634416224149562	0.0143828715365239	0.0181894366237303	0.00855089406852686	0.0125900163953214	0.00646528458936069	0.020655173343537	0.0111154236885121	0.0106157798079577	0.00826729682241291	0.0122713495417275	0.00638622313750502	0.0105319577779645	0.0115623457271286	0.0107755449090047	0.00990124090598972	0.0110254963399204	0.0126679720853033	0.0171758509662711	0.0198925717198783	0.0230620236634346	0.0122790624862411	0.0174606757314197	0.00791687312137361	0.0148394917629428	0.0132855923148498	0.0129455557173495	0.0113695706952359	0.0133172891981421	0.0116161282186477	0.0149790943943453	0.00739361138899563	0.0120042186185228	0.0069183701466757	0.01241534624918	0.00533195666843744	0.0158793778471891	0.0160556233512723	0.0177764829245836	0.010123033521575	0.0094066870667526	0.00589932072414424	0.0107968848933847	0.0153286222005618	0.0105336316888527	0.0110440299380189	0.0112955592457435	0.0119625169655491	0.00839821697326069	0.00554116028666939	0.0144324324770517	0.00924730144765206	0.0120246481446263	0.0101739833703179	0.00634454464149923	0.00632034473497888	0.00989168921468659	0.00744283805232043	0.00762997091788387	0.0101248602617216	0.00841570964252186	0.0136384176650912	0.0147396042646746	0.0160770094871595	0.0148763514878701	0.0166398044231518	0.0117846574489072	0.00929549675253903
"GO:0044419-interspecies interaction between organisms"	0.0242401772504903	0.0242227818319196	0.000733359622158279	0.00137899320889692	0.00136801313062748	0.0120478939368974	0.0230001254915444	0.0156896313472618	0.000510494135118516	0.000729386412341036	0.00117105650509983	0.00909774626353598	0.0077453129275322	0.000443029487606402	0.00557401680008428	0.0242604661126119	0.0242523244214323	0.0242719034413858	0.0243362935158152	0.00827959697732997	0.000337319333906831	0.0212563427539891	0.0163775461279209	0.0241232960605507	0.00750875860402315	0.0187245995668887	0.0117602194864704	0.0214214156368738	0.0166087058213027	0.0242629689145175	0.0194313000117365	0.00212337210544397	0.00404423587378932	0.00207887217384843	0.00163986203204231	0.000629723223474166	0.000350865863393346	0.00141667935953348	0.0130953867007854	0.000528342130882087	0.000317032862972793	0.00732925203295464	0.0017165789464204	0.00136859290138957	0.00171627221151712	0.000878585401422535	0.00374925748866014	0.000272505980209083	0.00215785794608394	0.0421964397006123	0.00490704974895644	0.0188505658032393	0.00270169256053985	0.0268570959453422	0.00817886624574529	0.0327769563237545	0.00061196522443748	0.00127655876191654	0.00659199758921231	0.0120018519296642	0.00684127892063706	0.00905254736803388	0.00762858315927877	0.0156122090983511	0.0283567564289069	0.0185682520430853	0.000648494749092961	0.0244509558059461	0.00125990243416177	0.0158976987768277	0.00123691392336679	0.00945111354704168	0.024335893886284	0.0242519826295012	0.00378565865643241	0.0181043467731124	0.014780685989391	0.00103077530084829	0.000713745245870219	0.000969723616556138	0.000673742937519208	0.000367029618177976	0.000460480873598	0.000369663901580683	0.000579715160849326	0.00792204238561007
"GO:0044403-symbiotic process"	0.0239500586947638	0.0239479726460841	0.000558085942314525	0.00120097373582469	0.0011986469173656	0.011837623794108	0.022991521761762	0.0156780895058732	0.000310357229873189	0.000212389295961736	0.00110395345212738	0.00889942545815343	0.00769642805964422	0.000263515776886977	0.00534250843789716	0.0238817061818632	0.0238850156450996	0.0238949219543281	0.0239523857532867	0.00816215365239295	0.000201047108487959	0.021092666541749	0.0161799135094174	0.0238349284310794	0.00743602272714201	0.0184843045100526	0.0116051692349949	0.0212711262954535	0.0163829633024103	0.0239845191987578	0.0191991415619446	0.00174229104777082	0.00360819966098184	0.00191843930909165	0.00136253950401636	0.00026817110657455	0.000252789185043237	0.00139647438786707	0.0130906579108468	0.000410932768463845	0.000279154959540692	0.00710606589560766	0.00158328740178755	0.000439220290882126	0.00158479501574192	0.000821068033612054	0.0037077991895922	0.000161708988971603	0.00196247845398379	0.0421905882904357	0.00469109829539339	0.0187715125572448	0.00191610192756209	0.0268563293289179	0.00812281505949488	0.0327636198004074	0.000608813291840514	0.00126656032430976	0.00658417602525249	0.0118986647445024	0.0066870267835021	0.00902275412760518	0.00754773639243609	0.0154441001052508	0.0283268897994892	0.0184888388345029	0.000246870726347715	0.0244430084428719	0.00124948595666227	0.0158668196360983	0.001228111202664	0.00929136700264685	0.0239521310344243	0.0238847454736461	0.00360902134902729	0.0178870297410792	0.0144920432637323	0.000894119484447952	0.000381426985100985	0.000909879212007963	0.000516142250380212	0.000205759028372502	5.63854130936327e-05	0.000226727192969485	0.000510495440150899	0.00789885333455241
"GO:0009058-biosynthetic process"	0.00322018069530096	0.00324288304039324	0.00911186433637745	0.00873621794669775	0.00897512661419957	0.00650694821592612	0.00776211088659018	0.0105146175049575	0.0215469132508034	0.0127646205781098	0.0163709803106655	0.00775304881457711	0.0101561111543356	0.0132722205288242	0.0134931699756803	0.00330036178241451	0.00330737021635017	0.00328976162631914	0.00326771219853081	0.00887625944584383	0.0125646751855798	0.00413629819267415	0.0056387275733755	0.00327878295275396	0.0108715794423982	0.00564799676375253	0.0079425890769026	0.00400108753419672	0.00537643815419358	0.00324401473508434	0.00517266695214066	0.0114338752190494	0.00743986788102752	0.0126606861798064	0.0123215939882639	0.0163775925800886	0.00263391135836718	0.00877517461758206	0.0114371197134194	0.00977922147808603	0.00269503877296348	0.0105286027221335	0.0061980568254277	0.0102345994962658	0.0093461907663424	0.0154049161828918	0.00969478536155035	0.0198960575972697	0.0038728557100742	0.00888749413861583	0.0107635293757593	0.00869893991578958	0.0232519844670941	0.00500720580095512	0.0127462701006848	0.00871023847378564	0.00253850647678455	0.0277097908436726	0.0250736807841138	0.00750346792757447	0.0132770451408173	0.0108927397367344	0.00974441325062656	0.0084493041749503	0.0110171103622501	0.0078763464148546	0.00935627525684549	0.00570811651869272	0.0153891564547845	0.00724258126009237	0.0263388124689636	0.00842044755768254	0.00326804001168937	0.00330734587539112	0.0080650988767473	0.00482314069601996	0.0051138777244061	0.00897448543433945	0.021343223735057	0.0112519693694354	0.0085380172257551	0.00587803494566849	0.0141386423332284	0.0122728415324787	0.0237769740599097	0.0121941281347456
"GO:0016032-viral process"	0.0230625315057925	0.0230940176966003	0.000403547509119679	0.00114150602391479	0.00113138272300441	0.0114638334309322	0.0194297210273394	0.013093349464506	0.000263368565163416	0.000192559924122789	0.000891821220149965	0.00869963343017901	0.00526923018456446	0.000166100497098781	0.00513710117851699	0.0227438461973515	0.0227752215709527	0.022772803878591	0.0227911512373503	0.00782777078085642	0.000159003252986652	0.0203055950977741	0.0149957549916854	0.022937683257462	0.00511377740752826	0.0170608169473567	0.0111309909129179	0.0205362595630683	0.0152261323060414	0.0231212097293581	0.0178215402161915	0.0017090908041099	0.00350464106044007	0.00179684808527598	0.00120558265655723	9.14655024209625e-05	0.000239752584311841	0.0012014186998567	0.0100052649093762	0.000396256598161565	0.000267220825582632	0.00710140338358859	0.00141487173390685	0.000330236702496162	0.00149007488545226	0.000793678810845158	0.00358614286937645	0.000156832360836151	0.00187130135767038	0.0375340183403882	0.00365948307136611	0.0159305502920676	0.00128875046646021	0.0227104636562324	0.00665166337653882	0.0309011588074121	0.000379699478136021	0.000892003469347977	0.0054577646399622	0.0101201151011698	0.005484908853592	0.00634191421569754	0.00639844411869211	0.0139530464273184	0.0257523863436905	0.0166948222588004	0.000155066475729769	0.0206142892725569	0.0010624119168905	0.0131031892355948	0.00100288945545222	0.00850667058792075	0.0227913262674599	0.0227751611632842	0.00351668821106552	0.0173399530335728	0.0139801108823754	0.00082301736042612	0.000310386209125927	0.000731567312741973	0.000350661528884266	0.000172392699447231	3.28914909712857e-05	0.0001626521166955	0.000363403533666742	0.00667910924891989
"GO:0043167-ion binding"	0.0048065018202126	0.00485084795217405	0.0106618681663135	0.0104287731646606	0.0104977293844993	0.00807930626180723	0.00419321207509712	0.00569297373804194	0.0086360524880788	0.0110561887947326	0.0104464301175819	0.00914394265292035	0.0112641939302122	0.00818464489443032	0.0109268309637349	0.00479175071567515	0.00479574427476783	0.00478762111843288	0.0047784411235078	0.00556517632241814	0.00780437643493172	0.0058518606965653	0.00802060992466572	0.00485399608099532	0.011450698178613	0.0070071636907461	0.00493447203185793	0.00572406159674852	0.00757433044756525	0.00484744687410179	0.00672007396128491	0.0105894342389782	0.0100996887791531	0.010693272627789	0.0104631478803122	0.0118294585002818	0.00973808174104062	0.00763903351849377	0.00433293894465601	0.0100238243164574	0.00986070790169387	0.00781867122094094	0.00981313966432146	0.00933260969691062	0.00966569448940902	0.00981477581616841	0.00911912668432835	0.0104227197813398	0.00989922759974123	0.00446314833587816	0.00922986140937209	0.00532970818782435	0.0114734202731989	0.00281798535314347	0.00852515508134716	0.00297416876706571	0.0102775149573711	0.00930920464955916	0.00853266563524265	0.00926086947109712	0.00853914486635341	0.006763065577313	0.00978336463409138	0.00821906794526956	0.00597240691031097	0.00701723988564498	0.0103489967983392	0.00337960074542569	0.0070161265153125	0.00716712233598908	0.0110536591471055	0.00933614950672406	0.00477852229155215	0.00479588814689557	0.010325253514681	0.00641788011019379	0.00745569606465597	0.011147415663839	0.0058734987868238	0.00779320704942659	0.0097476024995469	0.00955389218226913	0.00722203166040945	0.00806853075850104	0.00804679253119214	0.0101501789200925
"GO:0016772-transferase activity, transferring phosphorus-containing groups"	0.00320279099895704	0.00323441071121873	0.00610178894879501	0.00574682813749045	0.0059357701339794	0.00460559891283787	0.0071642848196734	0.00898144988927738	0.0257068603450476	0.0089122275551818	0.0135807920757788	0.00583634002190356	0.00688027416320585	0.00949981472696042	0.00697292364772937	0.00323131953573118	0.00323174262112692	0.00323045706962836	0.00321911846822878	0.00547512594458438	0.00907150303934917	0.00365035248132476	0.0041820933153398	0.00322275501080743	0.00669365492204357	0.00439981557498924	0.00606462398519166	0.00357595759997249	0.00401157339990696	0.00323187314256177	0.00435120377895426	0.00877641223732111	0.00590284023088117	0.00884745029958727	0.00707846494277334	0.00977483683464234	0.00370990576178038	0.00673524959356922	0.00999518062239877	0.00793980813353358	0.00338462416558351	0.00197972428939974	0.00650426713066534	0.00846512223960726	0.00863649665581391	0.0145911519420176	0.00900970396055889	0.0167139602063243	0.00407040608541991	0.00481319860628866	0.00789151259206736	0.0071195265261075	0.0200939308432657	0.00476430063866681	0.0129013706434599	0.00417377353454405	0.00312216768003912	0.0250406474944245	0.0230226260503428	0.00689411401756558	0.0109373723213985	0.0120960556140488	0.00786297084466302	0.0061907963980821	0.0085923995401458	0.00629530162580496	0.00468482116008116	0.00551312888977987	0.00253654984724727	0.0050748234250637	0.0198885248278386	0.00588154693473786	0.00321942082261246	0.00323171350919672	0.00460862792956989	0.00361546345830324	0.0043623174198608	0.00524799434470967	0.0317900320732416	0.0156267174733448	0.00792731456309149	0.00696800169056067	0.0137157517350261	0.0130861021159562	0.0233789606658937	0.0110121490751213
"GO:1901576-organic substance biosynthetic process"	0.00321500826981146	0.00323985407492435	0.00845001626106242	0.00816220380215174	0.00833172997248376	0.00610633412678147	0.0065169770639723	0.00790663567339688	0.0141801348168602	0.0104259492415863	0.0115590420281573	0.00696005983756526	0.00958920227571969	0.0108553482846842	0.0121067242996979	0.00326948725660893	0.0032764738463554	0.00325058998186287	0.00323295298219377	0.00756895465994962	0.0102815457098746	0.00407322781100059	0.0053903419629012	0.0032673396561461	0.0100899260368865	0.00538149641437525	0.00629482696027634	0.00395592832338626	0.0051414170928743	0.00323994768067557	0.00499974994453212	0.00866382010664496	0.00635522780166893	0.0104011159372319	0.0103129315109648	0.0132383145637503	0.00247591811771515	0.00708805948343659	0.0113645926099041	0.00770988146546453	0.00264159460784695	0.00931844592040861	0.00538479827945833	0.0075220582235237	0.00691598324443307	0.0106665806442189	0.00707509661142971	0.0148454313699443	0.00362103325358956	0.00840880150205108	0.00880174109140077	0.00750763612517542	0.0160727609037637	0.00482842332928777	0.0102109137034401	0.00861291286852303	0.00250476912417259	0.0177565659520018	0.0165204289812846	0.00618939938452924	0.0108662546576061	0.00805189908919121	0.00803757268565939	0.00727985030990527	0.00972089864552538	0.00704250772473938	0.00857789649741943	0.0051666485027322	0.0145573712458524	0.00663132181903222	0.0179804034508847	0.0075458519370104	0.00323326258462724	0.00327647371655855	0.00758737524990164	0.00467501913687297	0.00471631321547996	0.00841717630038798	0.0129232230389528	0.007414599592081	0.00703293066357769	0.0045878702272247	0.0100647962372134	0.0086057756287983	0.0147524529738522	0.00928688367643191
"GO:0044249-cellular biosynthetic process"	0.00321493534893692	0.00323979631058811	0.00825767239082438	0.007979799612994	0.00816067061016474	0.00600175643151084	0.00651114906129826	0.00789019250210362	0.0141644719286236	0.0102099763242078	0.0114767866729008	0.00684471598636353	0.00961986745972415	0.0106305589251009	0.0120044528818177	0.0032659274828237	0.00327346819090527	0.00324927696584758	0.0032319153936464	0.00752392947103275	0.010085056200899	0.0040690772565557	0.00538706757632244	0.00326688605833777	0.0101122396921416	0.00537971702985282	0.00627412397540883	0.00395205072194962	0.00513843912259063	0.00323987186341629	0.0049983140028079	0.00825531276073017	0.00624076829580697	0.0102558819754521	0.0102002692339543	0.013103989571975	0.002429210826353	0.00640653024684258	0.011363225248958	0.00763650061395312	0.00261720746454135	0.00928512160969866	0.00534156858930714	0.00749960431837885	0.00683540044702247	0.0106550163057173	0.00705504710614276	0.0148315817460396	0.00357110293894174	0.00840475279905013	0.0087752629673174	0.00747978031565367	0.0160686433203881	0.00482504558839337	0.0101706029188079	0.00859945228449372	0.00249962930604357	0.0177165722015747	0.0165800049963632	0.00619878003772577	0.0107161537819521	0.00804251973572292	0.00796940776459596	0.00721772307332476	0.00969562688217201	0.00701002050304658	0.00840823871189227	0.00516276723239365	0.0145532341354493	0.00658336956977664	0.0178884827327768	0.00737140068978424	0.00323222445247613	0.00327346611369234	0.00738263655268208	0.00463069078705526	0.00468363668049973	0.00819441704478201	0.0128121324295421	0.00738650936137471	0.00696989038872209	0.00457674811758294	0.00995672419545064	0.00853184284848216	0.0146659283229792	0.00926038190379459
"GO:0065007-biological regulation"	0.0132081160853055	0.0131739313734071	0.00604865040531156	0.00625857931362203	0.00604869804533638	0.00855816202436221	0.0097574387335572	0.00516963819015073	0.00215799793481918	0.0033110272809153	0.00461928758203889	0.00636009526460527	0.000636191030512117	0.00175439507611097	0.00463804809284799	0.0130809357634653	0.0130882150592443	0.0130920826884966	0.0130896983194005	0.00480478589420655	0.00144270812563023	0.0114013926012457	0.00763049015228236	0.0131003410774173	0.000743181834953799	0.00914576811990776	0.00663323635154834	0.0115994798963149	0.00782983499588024	0.0131634358811407	0.00956064071390579	0.00733292338249856	0.00690572352033836	0.00485351635064207	0.00357437925011218	0.00249878006090357	0.0116687073407458	0.00338200141123956	0.00279739260220126	0.00729894869700068	0.0121707411356626	0.00647420515826355	0.00835323700317378	0.00869130425972487	0.00832406159918682	0.0060201511641637	0.00892542807392898	0.00343451166323645	0.00968431015843106	0.0149301094860904	0.00820099715927554	0.00889106793007994	0.00229888664618832	0.0109574441120889	0.00375197426866639	0.0108257832586684	0.0110944358496931	0.00305941203473479	0.00308161361955365	0.00521636476597796	0.0051697407122079	0.00261794307100263	0.00727779424656362	0.0087051222079289	0.00691848983293986	0.00805322128851541	0.00697326524700767	0.00964150677321719	0.00129362823678281	0.00639640849245927	0.00218258569425093	0.00775539395235676	0.0130894622492759	0.0130880703963065	0.00620237818047515	0.0108539586297566	0.00949797950092039	0.00526772210166371	0.00195624364983668	0.0064998351225589	0.00616612688431322	0.00939262159246366	0.00527673490867912	0.0043324609265256	0.00241403775935764	0.00472659114986554
"GO:0044260-cellular macromolecule metabolic process"	0.00161730342348923	0.00162743473997604	0.00718814884589454	0.00701839580229206	0.00709013863812325	0.00478855762554984	0.00602331758263544	0.00498639169468067	0.0119182977341022	0.00945741582670562	0.0111001437304102	0.00626740824131817	0.00799683862714205	0.0122818671595272	0.00679798451437849	0.00167661872334391	0.00168321125289112	0.00167708617820137	0.00167812654395338	0.00874086901763224	0.012654345955985	0.00269428128788697	0.00491719310227079	0.00167285149192252	0.00814282868542083	0.00382454048973195	0.00700192719021453	0.00254154864012633	0.00478318582483317	0.00162913960543344	0.00352568211603499	0.00987202027813143	0.00841549890718424	0.00881536372663591	0.00986998580647895	0.00934791801051518	0.0103634069006267	0.0111989941032567	0.0076570503779642	0.00883016246520525	0.0102410435621833	0.00583486271558651	0.00917279987895687	0.010528690888041	0.0101689835399033	0.0107493569619144	0.00897878014731969	0.0101410457402361	0.00937821562080748	0.00779062070370182	0.0102779824769838	0.00668594479529063	0.0113907675350742	0.00504223872509974	0.00710736719899937	0.00583649682903998	0.0101309617654366	0.013325609998086	0.0116042280142326	0.00549162310444891	0.00866040539908699	0.00585565910647865	0.0071915124029584	0.0069363232370483	0.004408773988647	0.00667792890352017	0.00664883992965878	0.00469036118547303	0.00221706862084501	0.0032700272305542	0.0113853035305061	0.00751945031147234	0.00167831364429198	0.00168319609818373	0.0072300861508322	0.00297216179631448	0.00475988192878694	0.00742647300585257	0.0122852864063714	0.0117026343751145	0.00992884328975674	0.0112666970670997	0.0123014176232609	0.0107251819978609	0.0144409642307093	0.00917623877567111
"GO:0050789-regulation of biological process"	0.0131705968671781	0.0131403067910396	0.00580171724015595	0.00600218304052108	0.00580001036412453	0.00839603524428576	0.00964040752344547	0.00513026944349668	0.00211971087468529	0.00290225553131966	0.00421234003498017	0.00610469102265859	0.000557926278101563	0.00157435476359326	0.00450203047495161	0.013030491164216	0.0130361022978369	0.0130470754173057	0.0130440444233161	0.00475346347607053	0.00131053773977246	0.011377211110132	0.00762394137912485	0.0130579899706539	0.000673051142272889	0.009115442511399	0.00657668965811624	0.0115748621494201	0.007826910045839	0.0131248069875352	0.00953080357294394	0.00655921335631368	0.00632797553836846	0.00446172240723603	0.00324891044985951	0.00217649585603809	0.0100705582272433	0.00308669797919199	0.00268224941586625	0.00659449252249123	0.0104558579734284	0.00636375060996681	0.00729320897592466	0.00758339572050474	0.00740513496204833	0.00515830362109871	0.00790630152552948	0.0030718855950842	0.00836224226188667	0.014865271132922	0.00793484043147651	0.00878823264907868	0.00227047974840556	0.0108730619190427	0.00365062143873413	0.0107620780983085	0.00942209379206829	0.00294959403047128	0.00306408293472064	0.00516185706515552	0.00504181631236014	0.00259587400401841	0.00688646871966123	0.00834332241843059	0.00686335144016887	0.00753703543272979	0.00666926776337514	0.00953621961435082	0.00122962586135425	0.00613198608942135	0.0021208726031701	0.00749639066385049	0.0130439574566524	0.0130360123290487	0.00597756706195955	0.0107382724485251	0.00910586108115762	0.00506921154731374	0.00173263207982123	0.00577681701046666	0.00546086380936621	0.00810801792884074	0.00470818199331833	0.00372128327591221	0.00224098845761157	0.00465967417395631
"GO:1901564-organonitrogen compound metabolic process"	0.00162675104527451	0.00163327784799019	0.00979197565425299	0.0098282314877972	0.0102876762863187	0.00751579900041559	0.00563308722432574	0.00553391767726292	0.00642468471186087	0.00976560726853986	0.00819090169186278	0.0121584777436389	0.00945223412704829	0.00916178479561634	0.0106504287047198	0.001695824137034	0.00169996336194408	0.00166125704068366	0.00165529959591114	0.00581549118387909	0.00844471916641505	0.00267936335307052	0.0042517909725162	0.00169221265407088	0.00963316868910772	0.00407079817904081	0.00402224342910807	0.00257833452770927	0.00405579228210134	0.00163844888176989	0.00371924130023495	0.0100120386970492	0.0111080225212704	0.0100498524017644	0.0110591987304791	0.0116520345806642	0.00916447130885917	0.00781621557772231	0.000690289384282494	0.00874210544339156	0.00848465036879068	0.00980913013103574	0.00891792483077378	0.0089810144017157	0.00884007424927228	0.00946054186838322	0.0079871791909243	0.0105284450793164	0.00966477220922104	0.00229316173767614	0.00943721606940157	0.00637050252540989	0.00979583711081023	0.00481711212091408	0.00621400342910408	0.000767315320011739	0.00852975332315091	0.0087784084728738	0.0083314048793535	0.00488487801515148	0.00821163218424959	0.00574880804049674	0.00849162805686268	0.00728350485323354	0.00509938235810364	0.00569248317883855	0.0103506196366972	0.00489785512992121	0.0137626922812958	0.00685422073590156	0.00939812695031754	0.00696301098842339	0.00165547473696759	0.00170000329067137	0.00973512432857751	0.00429011931894356	0.00821270245836465	0.0101291757085553	0.00575573320517387	0.00651204826634424	0.00923934028352364	0.00836382645060115	0.00709516448094878	0.0075066416280984	0.00671431290774742	0.00655720109478823
