	namespace	depth	name	baseMean	log2FoldChange	lfcSE	pvalue	padj
GO:2001179	biological_process	9	regulation of interleukin-10 secretion	604.038837701189	-15.448007163824	0.886334158045122	1.95009338520823e-72	1.21151124212017e-69
GO:0004518	molecular_function	4	nuclease activity	225777.339189017	7.03489481959397	0.399260882199437	6.52461542488314e-72	3.92679901461951e-69
GO:0002506	molecular_function	3	polysaccharide binding	1146.24833389679	-14.0674753139835	0.834394704298208	7.06526886914666e-67	4.12333373184532e-64
GO:0090305	biological_process	6	nucleic acid phosphodiester bond hydrolysis	228242.460716229	6.59157446277381	0.390618803764415	7.6532923136489e-66	4.33513990201659e-63
GO:0006508	biological_process	5	proteolysis	255139.24403673	5.14726518729285	0.308876152726738	2.73877574506479e-63	1.50703091640579e-60
GO:0008233	molecular_function	3	peptidase activity	249544.986386573	5.45275568808009	0.328308036462571	4.8383689393487e-63	2.58839298341435e-60
GO:0004519	molecular_function	5	endonuclease activity	226959.582674777	6.79071285524462	0.414137806824595	1.38565913358093e-62	7.21254304152303e-60
GO:0061025	biological_process	5	membrane fusion	44459.8469989885	9.09557406168101	0.57447040273593	1.02752956672394e-60	5.20768208566745e-58
GO:0032673	biological_process	7	regulation of interleukin-4 production	654.955788489422	-13.7092578025433	0.864959026208802	1.79724300934375e-59	8.87515464537214e-57
GO:0003676	molecular_function	3	nucleic acid binding	250132.168629917	5.1880496451819	0.326363314955553	7.3541970037594e-58	3.54086200238506e-55
GO:0019082	biological_process	4	viral protein processing	220562.981553659	10.1078215917198	0.683076617955633	1.91367073307726e-53	8.98911820691098e-51
GO:0002381	biological_process	4	immunoglobulin production involved in immunoglobulin mediated immune response	714.930440047362	-12.5260183288875	0.844393464608516	2.12596663269853e-52	9.74856937598596e-50
GO:0042802	molecular_function	3	identical protein binding	231505.459815765	6.28120135103484	0.430212148924432	5.84122738830903e-50	2.61619065747543e-47
GO:0046813	biological_process	6	receptor-mediated virion attachment to host cell	44313.673295622	10.2219842841697	0.731436562959253	3.2863521188752e-48	1.43845126039585e-45
GO:2001202	biological_process	10	negative regulation of transforming growth factor-beta secretion	1131.03409201896	-12.4458992717762	0.893902978639373	1.0102462552603e-46	4.32362947334625e-44
GO:0004386	molecular_function	8	helicase activity	233587.006803545	5.80986760980535	0.413398577249226	3.45961354720205e-46	1.44844994142531e-43
GO:1904237	biological_process	8	positive regulation of substrate-dependent cell migration, cell attachment to substrate	1122.17982542745	-12.185104099176	0.893019723963823	4.23872114044135e-45	1.73688362646298e-42
GO:0002480	biological_process	6	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent	952.87145143789	-10.0212232902725	0.75052322321289	1.27078569991901e-44	5.0987628739042e-42
GO:0019885	biological_process	5	antigen processing and presentation of endogenous peptide antigen via MHC class I	471.775353104128	-10.1693757070339	0.766667011235713	5.06875533291185e-44	1.99222773380713e-41
GO:0032805	biological_process	9	positive regulation of low-density lipoprotein particle receptor catabolic process	37.233507259711	-12.7329496408691	0.952366548659856	1.90231333901764e-43	7.32733051922816e-41
GO:0003723	molecular_function	4	RNA binding	283153.731878597	4.68599708598586	0.344214474594758	5.96749033511577e-43	2.25348816399989e-40
GO:0002503	biological_process	8	peptide antigen assembly with MHC class II protein complex	1275.93723059376	-10.3609255386199	0.797757733885607	2.60271402204472e-42	9.63955179818447e-40
GO:0042605	molecular_function	4	peptide antigen binding	2740.59615234042	-8.58030898139753	0.67014503950417	1.55244169324755e-41	5.64122161702916e-39
GO:0071288	biological_process	6	cellular response to mercury ion	821.658092660525	-12.4056830750672	0.95447155992022	2.49471462988193e-41	8.89735352905482e-39
GO:0006351	biological_process	9	transcription, DNA-templated	232627.208725224	5.85972090961289	0.445038926393831	5.91834051639547e-41	2.07238763645928e-38
GO:0002476	biological_process	5	antigen processing and presentation of endogenous peptide antigen via MHC class Ib	574.031346607677	-9.81283380434322	0.77430343647205	7.2635301294721e-41	2.49800583506256e-38
GO:0000166	molecular_function	4	nucleotide binding	278757.466192152	4.00356685576936	0.301503750517614	9.33443429409342e-41	3.15389245736746e-38
GO:0045657	biological_process	9	positive regulation of monocyte differentiation	1354.46049679156	-8.88809544720286	0.704720702030668	1.30742223495518e-40	4.34131807293134e-38
GO:0060742	biological_process	5	epithelial cell differentiation involved in prostate gland development	907.444085341619	-10.7739513085164	0.848838172307376	2.23465234342392e-40	7.29443550542394e-38
GO:0042609	molecular_function	4	CD4 receptor binding	1378.99247090482	-9.31677463714933	0.74408111918288	3.68858785072156e-40	1.18397522361744e-37
GO:2000491	biological_process	6	positive regulation of hepatic stellate cell activation	49.258523534236	-12.1298271192884	0.950027230310911	4.2494823078128e-40	1.34165212731421e-37
GO:0039502	biological_process	12	suppression by virus of host type I interferon-mediated signaling pathway	212180.216793465	9.44877160881831	0.758906196336699	9.35095685983597e-40	2.90467868005776e-37
GO:0008234	molecular_function	5	cysteine-type peptidase activity	227640.632255798	6.4960766307221	0.505785039977671	1.22280611870297e-39	3.73809889525406e-37
GO:0006687	biological_process	7	glycosphingolipid metabolic process	1293.74441737197	-8.32284366363671	0.668645767521591	2.22785720914315e-39	6.70410968607624e-37
GO:0033622	biological_process	6	integrin activation	1218.27985754889	-10.0124147236917	0.809445295624281	4.19420600141219e-39	1.24271097509534e-36
GO:0002486	biological_process	7	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent	462.28358866006	-10.2474735731099	0.830636898650634	8.61066367072398e-39	2.49044224229761e-36
GO:0010887	biological_process	7	negative regulation of cholesterol storage	106.42723639829	-10.0639516324301	0.817359329675154	9.05192154114089e-39	2.49044224229761e-36
GO:0032395	molecular_function	4	MHC class II receptor activity	1787.58260753108	-8.93767159954184	0.72812775035422	8.83532987158842e-39	2.49044224229761e-36
GO:1905000	biological_process	11	regulation of membrane repolarization during atrial cardiac muscle cell action potential	197.453636541574	-11.869256670171	0.948679492122509	8.94880772223491e-39	2.49044224229761e-36
GO:1905031	biological_process	9	regulation of membrane repolarization during cardiac muscle cell action potential	197.453636541574	-11.869256670171	0.948679492122509	8.94880772223491e-39	2.49044224229761e-36
GO:1904845	biological_process	7	cellular response to L-glutamine	128.743814849328	-11.5688492160832	0.928606134822828	1.28924854479707e-38	3.49713207383758e-36
GO:0001775	biological_process	2	cell activation	876.2981135056	-9.54692632286667	0.781282882132272	1.74637087303282e-38	4.67129953385266e-36
GO:0005524	molecular_function	8	ATP binding	290591.410886095	3.82755613326887	0.297709061584574	2.67444018087949e-38	7.05575937582987e-36
GO:0010873	biological_process	8	positive regulation of cholesterol esterification	96.4269828725235	-10.3090673126435	0.843169962905259	3.67095393571467e-38	9.55390565512553e-36
GO:0002481	biological_process	6	antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent	239.444070906986	-11.3466189306948	0.921378512533491	5.79175953219422e-38	1.48724662440705e-35
GO:0046977	molecular_function	3	TAP binding	577.21362313462	-9.4927447139761	0.786406710085523	1.05093930018085e-37	2.6631631555504e-35
GO:0019882	biological_process	2	antigen processing and presentation	4551.63101239792	-7.37855096293892	0.599030532829565	1.07526646374219e-37	2.66554398119054e-35
GO:0032655	biological_process	7	regulation of interleukin-12 production	277.573319042915	-10.7436299446594	0.881171049544846	1.07955984491854e-37	2.66554398119054e-35
GO:0051139	molecular_function	9	metal ion:proton antiporter activity	70.339280057815	-11.3564626277129	0.926466057292454	1.1791204937038e-37	2.87451665673944e-35
GO:0032632	biological_process	6	interleukin-3 production	69.8334869588899	-11.3464653919098	0.926023290083771	1.23640519643559e-37	2.90389361928694e-35
GO:0045342	biological_process	5	MHC class II biosynthetic process	69.8334869588899	-11.3464653919098	0.926023290083771	1.23640519643559e-37	2.90389361928694e-35
GO:0070839	biological_process	8	divalent metal ion export	69.8351463450421	-11.3464986114441	0.92602449473769	1.23615710750967e-37	2.90389361928694e-35
GO:0010877	biological_process	6	lipid transport involved in lipid storage	36.6841692432363	-11.7403704329018	0.957209806489847	1.66053240526397e-37	3.84570380148694e-35
GO:1901166	biological_process	7	neural crest cell migration involved in autonomic nervous system development	1141.68588674385	-10.6167315051276	0.874511026658501	1.67734108377851e-37	3.84570380148694e-35
GO:1905572	biological_process	8	ganglioside GM1 transport to membrane	786.32662699448	-10.941932391244	0.903534345591728	3.97022708289278e-37	8.68893220334455e-35
GO:1905574	molecular_function	6	ganglioside GM2 binding	786.32662699448	-10.941932391244	0.903534345591728	3.97022708289278e-37	8.68893220334455e-35
GO:1905575	molecular_function	6	ganglioside GM3 binding	786.32662699448	-10.941932391244	0.903534345591728	3.97022708289278e-37	8.68893220334455e-35
GO:1905577	molecular_function	6	ganglioside GP1c binding	786.32662699448	-10.941932391244	0.903534345591728	3.97022708289278e-37	8.68893220334455e-35
GO:0090209	biological_process	7	negative regulation of triglyceride metabolic process	40.3235545001895	-11.1984270432408	0.922731290951165	4.19508904648367e-37	9.07788988159876e-35
GO:0060333	biological_process	7	interferon-gamma-mediated signaling pathway	3710.08889072027	-7.55154129564304	0.622183450771874	6.27847743977843e-37	1.34352441125214e-34
GO:0050921	biological_process	6	positive regulation of chemotaxis	902.630330720973	-9.35106187155786	0.784574806380729	6.36653121634686e-37	1.34739587577609e-34
GO:0007044	biological_process	6	cell-substrate junction assembly	1246.54109150005	-9.21978871062639	0.776588623419864	1.10334631215579e-36	2.30971158976177e-34
GO:0002581	biological_process	6	negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	28.4549750063274	-11.3881444748835	0.943746474182653	1.24138332884209e-36	2.57073134733008e-34
GO:1905573	molecular_function	6	ganglioside GM1 binding	786.335917969485	-10.8341130289941	0.903575467370658	1.43036144719194e-36	2.93056713951804e-34
GO:0046872	molecular_function	4	metal ion binding	298103.284878255	3.78723107260823	0.302431426384068	1.95011198219066e-36	3.95339017526419e-34
GO:0051025	biological_process	9	negative regulation of immunoglobulin secretion	60.0389241333428	-10.5625314321754	0.889034392450619	3.49991231689658e-36	7.02133451157409e-34
GO:0002606	biological_process	6	positive regulation of dendritic cell antigen processing and presentation	1004.55261154578	-9.38385356713613	0.797334949285376	3.8560622677807e-36	7.65607249641119e-34
GO:0045058	biological_process	2	T cell selection	915.376971154196	-9.54538314195516	0.812130859719087	4.94680995521595e-36	9.72149111505142e-34
GO:0002830	biological_process	6	positive regulation of type 2 immune response	933.577462384933	-9.28814371001571	0.791231929040946	5.4366912562327e-36	1.05762865559379e-33
GO:0045060	biological_process	4	negative thymic T cell selection	1119.52563218398	-8.03949035534205	0.678725997382528	6.4787373103156e-36	1.24774001859368e-33
GO:0043030	biological_process	6	regulation of macrophage activation	907.927877727999	-8.90917355969225	0.760769873457194	8.52376088994745e-36	1.62533773247028e-33
GO:0002906	biological_process	11	negative regulation of mature B cell apoptotic process	955.43280154344	-9.05041681453135	0.774613497477034	1.08605295796213e-35	2.05061705072478e-33
GO:2001198	biological_process	7	regulation of dendritic cell differentiation	267.516540536536	-10.5739444719337	0.900224815148081	1.76090475434335e-35	3.2925499673688e-33
GO:0060907	biological_process	10	positive regulation of macrophage cytokine production	937.299745434185	-8.96404681606832	0.769754894768382	1.78560998849566e-35	3.30664065081134e-33
GO:2000343	biological_process	9	positive regulation of chemokine (C-X-C motif) ligand 2 production	937.998282709704	-9.06327531869647	0.779851953836232	2.24770529731746e-35	4.12271964962258e-33
GO:0002726	biological_process	9	positive regulation of T cell cytokine production	429.769361472227	-9.37955647631185	0.807360597130573	2.31506897595092e-35	4.20621824602253e-33
GO:0019883	biological_process	3	antigen processing and presentation of endogenous antigen	894.853471764385	-9.51231103221039	0.821418572886417	3.75682627207099e-35	6.69932566424215e-33
GO:0060228	molecular_function	4	phosphatidylcholine-sterol O-acyltransferase activator activity	87.8527069754762	-10.155499964918	0.873129690335568	3.75532799293253e-35	6.69932566424215e-33
GO:0004197	molecular_function	6	cysteine-type endopeptidase activity	227475.630023388	6.51129508632839	0.542119320769603	3.88741709308001e-35	6.86860236657137e-33
GO:0051413	biological_process	8	response to cortisone	35.5275022002384	-11.4329498210651	0.971612482086569	4.61521614719131e-35	8.08040434352341e-33
GO:0042270	biological_process	10	protection from natural killer cell mediated cytotoxicity	505.761641878621	-8.90397093909093	0.772733633774406	7.83806331950909e-35	1.35993929252636e-32
GO:0032259	biological_process	2	methylation	239636.605333715	5.26482933437646	0.43446980155321	8.300160320063e-35	1.4272570321794e-32
GO:1900163	biological_process	10	positive regulation of phospholipid scramblase activity	37.2496079072256	-10.6763936486505	0.919199491471469	9.50180659115036e-35	1.59126341859969e-32
GO:2000753	biological_process	8	positive regulation of glucosylceramide catabolic process	37.2496079072256	-10.6763936486505	0.919199491471469	9.50180659115036e-35	1.59126341859969e-32
GO:2000755	biological_process	10	positive regulation of sphingomyelin catabolic process	37.2496079072256	-10.6763936486505	0.919199491471469	9.50180659115036e-35	1.59126341859969e-32
GO:0030574	biological_process	3	collagen catabolic process	1073.59910286785	-7.53000209380894	0.643281825135448	1.18497475206103e-34	1.96736454740891e-32
GO:0004699	molecular_function	8	calcium-independent protein kinase C activity	43.9776899271676	-10.5741261517927	0.913824145254294	1.35487469012095e-34	2.23021638094354e-32
GO:0039526	biological_process	10	modulation by virus of host apoptotic process	337.36381804774	9.9770296953865	0.867686133401207	1.42363334722865e-34	2.32353852832852e-32
GO:0042130	biological_process	9	negative regulation of T cell proliferation	998.401634224572	-7.70241132537616	0.661180679254762	1.47513150599561e-34	2.38735778772852e-32
GO:0030890	biological_process	9	positive regulation of B cell proliferation	1307.7620538016	-7.38741637932872	0.630558926774409	1.52674261593485e-34	2.45029467002411e-32
GO:0008168	molecular_function	4	methyltransferase activity	239519.212499109	5.27033723061406	0.437419860145375	1.91041766524243e-34	3.04072180288462e-32
GO:0010916	biological_process	6	negative regulation of very-low-density lipoprotein particle clearance	89.3868091299005	-9.85416902013593	0.864207607762681	3.79845207577407e-34	5.99626135469941e-32
GO:0006953	biological_process	6	acute-phase response	1528.68629279445	-8.3281655816571	0.727607374012214	3.97608228094112e-34	6.22563972753211e-32
GO:0045059	biological_process	4	positive thymic T cell selection	1098.71708285473	-7.91150704804207	0.686950538652408	4.17610582218109e-34	6.4860985507569e-32
GO:0005537	molecular_function	4	mannose binding	864.064281060809	-7.34798250361379	0.631472895741248	4.30637991141134e-34	6.63492565710969e-32
GO:0035691	biological_process	7	macrophage migration inhibitory factor signaling pathway	929.527542258631	-9.27043376354441	0.816180711303718	4.66890133348847e-34	7.13637863346464e-32
GO:0051702	biological_process	2	interaction with symbiont	1149.5697850788	-9.61862231153945	0.848522506736074	6.79249949221246e-34	1.03005313165764e-31
GO:0010872	biological_process	7	regulation of cholesterol esterification	53.7705195175566	-11.7961193561137	1.02127351413804	8.30768256971266e-34	1.24998170789138e-31
GO:0002455	biological_process	7	humoral immune response mediated by circulating immunoglobulin	716.97903509608	-8.55431084729204	0.756834703461771	1.44512682542562e-33	2.15749593262573e-31
GO:0043394	molecular_function	3	proteoglycan binding	1687.70360342604	-8.38012598178404	0.740538560234728	1.62043230138191e-33	2.40060813017802e-31
GO:0052651	biological_process	8	monoacylglycerol catabolic process	29.953148845904	-11.1755000563407	0.979435342029159	2.04666237405077e-33	3.00890615739265e-31
GO:0035718	molecular_function	4	macrophage migration inhibitory factor binding	898.541611637206	-8.96041014852477	0.797450940787403	2.06339241298455e-33	3.01052079406587e-31
GO:0032472	biological_process	9	Golgi calcium ion transport	44.4276425213185	-10.5329187889063	0.933224739927715	3.33149844421721e-33	4.79707581965915e-31
GO:1904044	biological_process	8	response to aldosterone	130.00177004348	-10.6254080227761	0.940453039770622	3.33770268359897e-33	4.79707581965915e-31
GO:0050852	biological_process	10	T cell receptor signaling pathway	2482.65512493674	-6.45377846661415	0.554307113892786	3.48906079303523e-33	4.9774682824493e-31
GO:0002792	biological_process	7	negative regulation of peptide secretion	893.330744202986	-9.19465640403284	0.822271169656364	3.51885702067774e-33	4.98306377656122e-31
GO:0042658	molecular_function	6	MHC class II protein binding, via antigen binding groove	892.89849729688	-9.19377710418609	0.822327267064473	3.59320166001841e-33	5.05120224600691e-31
GO:0010757	biological_process	10	negative regulation of plasminogen activation	155.386029159851	-9.79125832606014	0.875958169659078	4.66192705685311e-33	6.50609081071986e-31
GO:0030343	molecular_function	5	vitamin D3 25-hydroxylase activity	36.124720985905	-11.6485636710362	1.02754589088862	8.2524959595558e-33	1.14025309437232e-30
GO:0036378	biological_process	7	calcitriol biosynthetic process from calciol	36.149356630728	-11.6488271821479	1.02760240958077	8.28887445932422e-33	1.14025309437232e-30
GO:0035814	biological_process	8	negative regulation of renal sodium excretion	113.230658581431	-8.80704452227246	0.792762315232636	9.77021915678494e-33	1.33450106908171e-30
GO:0045581	biological_process	9	negative regulation of T cell differentiation	938.804889662215	-8.65494087615546	0.778380470144938	1.02473908770271e-32	1.38982042887792e-30
GO:1904646	biological_process	7	cellular response to amyloid-beta	1181.33241237365	-7.08874376240882	0.620956508954964	1.08702365378768e-32	1.46398521316762e-30
GO:0045582	biological_process	9	positive regulation of T cell differentiation	1101.6264575693	-7.62344482444568	0.675393256748947	1.18893587083236e-32	1.59011916224725e-30
GO:2001190	biological_process	9	positive regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	93.5014305987367	-10.8731034934553	0.970772747666254	1.43255626537745e-32	1.90273111137271e-30
GO:1902166	biological_process	11	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	1018.24467335873	-7.79167887540748	0.694293697672443	1.63659966801185e-32	2.15885431549591e-30
GO:0097242	biological_process	2	amyloid-beta clearance	835.562614213689	-8.2590179204059	0.74207524943759	1.68255999990463e-32	2.20438251960295e-30
GO:0004896	molecular_function	4	cytokine receptor activity	1138.36485559286	-6.6473078297175	0.579944123142106	1.86551364437549e-32	2.42756265385321e-30
GO:0032233	biological_process	10	positive regulation of actin filament bundle assembly	393.334549563206	-7.01112782038034	0.61588678054974	1.91072809695899e-32	2.46971224290826e-30
GO:0048146	biological_process	6	positive regulation of fibroblast proliferation	2268.55436158955	-7.27807364509297	0.643143491924444	2.08396019082556e-32	2.67566595434063e-30
GO:0070372	biological_process	10	regulation of ERK1 and ERK2 cascade	1286.08177254135	-7.58352551459295	0.676432104661929	3.13066095125767e-32	3.99294034836235e-30
GO:0034375	biological_process	8	high-density lipoprotein particle remodeling	156.739612299746	-8.81656171266142	0.801705543091742	3.40960784876578e-32	4.32010773416975e-30
GO:0071403	biological_process	4	cellular response to high density lipoprotein particle stimulus	75.1618138630208	-9.80968325793215	0.893363737124593	4.31081318670132e-32	5.42627131782226e-30
GO:0032429	biological_process	7	regulation of phospholipase A2 activity	333.969945892997	-9.64022328309916	0.87901060669066	4.41825956513485e-32	5.52540655616442e-30
GO:2001187	biological_process	10	positive regulation of CD8-positive, alpha-beta T cell activation	187.013130180467	-10.4246982391275	0.948772175861821	8.09686542733634e-32	1.00604858880691e-29
GO:0007599	biological_process	4	hemostasis	589.947116052936	-6.68579281496066	0.590348867067932	8.19193190524259e-32	1.00700547933228e-29
GO:0014823	biological_process	2	response to activity	1128.79043368933	-6.81252839523168	0.602943510953449	8.20914171323374e-32	1.00700547933228e-29
GO:0002715	biological_process	7	regulation of natural killer cell mediated immunity	69.8883303192787	-10.6519147289889	0.96719954659319	8.37713320764715e-32	1.00834505278798e-29
GO:0002717	biological_process	8	positive regulation of natural killer cell mediated immunity	69.8923403900084	-10.6519959010721	0.967202785055244	8.37374821479762e-32	1.00834505278798e-29
GO:0032759	biological_process	9	positive regulation of TRAIL production	69.8883303192787	-10.6519147289889	0.96719954659319	8.37713320764715e-32	1.00834505278798e-29
GO:1905065	biological_process	8	positive regulation of vascular associated smooth muscle cell differentiation	27.7504656348778	-11.0402573640338	0.99821043735346	8.60854138389093e-32	1.02976334479724e-29
GO:0022617	biological_process	6	extracellular matrix disassembly	754.454779215259	-7.1700469281757	0.639448777395034	8.91552189879797e-32	1.05990145832685e-29
GO:0050731	biological_process	10	positive regulation of peptidyl-tyrosine phosphorylation	1627.80673687434	-6.43148304407621	0.566122529543473	9.5820608958662e-32	1.13215282695391e-29
GO:0002399	biological_process	8	MHC class II protein complex assembly	39.1588720161771	-11.3592533632365	1.02619437703804	1.17246329024326e-31	1.3768579577314e-29
GO:1903412	biological_process	5	response to bile acid	29.848448850457	-10.6715703452775	0.971913468489379	1.24132971052923e-31	1.44889508455045e-29
GO:0039520	biological_process	9	induction by virus of host autophagy	222068.787471113	8.16957305815539	0.745203026879813	1.29473322675255e-31	1.5021245309655e-29
GO:0033674	biological_process	9	positive regulation of kinase activity	1413.56528643636	-6.90248573524238	0.614260734261426	1.32901346475579e-31	1.53266289327735e-29
GO:0038155	biological_process	7	interleukin-23-mediated signaling pathway	103.081267175343	-9.24194180100259	0.851370789456263	1.35470628674612e-31	1.55299335574069e-29
GO:0031852	molecular_function	6	mu-type opioid receptor binding	289.573257539012	-8.6291537502579	0.793848204982384	1.70814093613754e-31	1.94657315319958e-29
GO:0070241	biological_process	11	positive regulation of activated T cell autonomous cell death	54.3425585825596	-10.6326270762591	0.971704390958337	1.77782024842332e-31	2.01406118614028e-29
GO:0071380	biological_process	8	cellular response to prostaglandin E stimulus	979.98389029619	-8.39956076923568	0.770965213323051	1.80737281041733e-31	2.03556683952206e-29
GO:0033157	biological_process	7	regulation of intracellular protein transport	204.604864037691	-8.2407849886977	0.754928340818325	1.89568722167806e-31	2.11290620649975e-29
GO:0090023	biological_process	11	positive regulation of neutrophil chemotaxis	1059.43341992074	-7.23342718193735	0.649832244781713	1.89798418258714e-31	2.11290620649975e-29
GO:0060736	biological_process	4	prostate gland growth	860.999792764102	-9.1517433867571	0.845741202079059	2.00382154646554e-31	2.2179079978954e-29
GO:0071283	biological_process	7	cellular response to iron(III) ion	239.255262311982	-9.23673560926552	0.853877806561689	2.05845605937086e-31	2.26536029985277e-29
GO:0006310	biological_process	7	DNA recombination	8968.91436981203	3.62291668195368	0.313011115547193	2.12031599262727e-31	2.32017986943231e-29
GO:0032834	biological_process	13	positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response	54.4252978698647	-10.5142049949143	0.964059250187297	2.23792548753728e-31	2.43503994149607e-29
GO:0003128	biological_process	5	heart field specification	163.420136487061	-11.3300177877966	1.02962933966991	2.31874315961304e-31	2.50880193881953e-29
GO:0070061	molecular_function	4	fructose binding	64.374592638695	-9.52165069783523	0.88081370751566	2.35108016568492e-31	2.52957837491205e-29
GO:0090500	biological_process	7	endocardial cushion to mesenchymal transition	31.6419093243733	-11.1993161664298	1.02099128973142	2.88513069691015e-31	3.08692956065515e-29
GO:0032370	biological_process	6	positive regulation of lipid transport	281.830530073009	-9.62841647807014	0.892465365325827	3.14007342509109e-31	3.34114221512869e-29
GO:0002286	biological_process	6	T cell activation involved in immune response	189.390636546631	-8.33836663843577	0.768812817743163	3.44561074691603e-31	3.64609985576131e-29
GO:0097029	biological_process	6	mature conventional dendritic cell differentiation	50.9927452916973	-10.4071119986418	0.960200668465304	4.05262636799556e-31	4.26500170607795e-29
