metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
case	GO.0035821.modulation.of.process.of.other.organism	case	NA	NA	25	25	NA	NA
sample_name	GO.0035821.modulation.of.process.of.other.organism	sample_name	NA	NA	25	25	NA	NA
publication	GO.0035821.modulation.of.process.of.other.organism	publication	NA	NA	25	25	NA	NA
case	GO.0043170.macromolecule.metabolic.process	case	NA	NA	25	25	NA	NA
sample_name	GO.0043170.macromolecule.metabolic.process	sample_name	NA	NA	25	25	NA	NA
publication	GO.0043170.macromolecule.metabolic.process	publication	NA	NA	25	25	NA	NA
case	GO.0044003.modulation.by.symbiont.of.host.process	case	NA	NA	25	25	NA	NA
sample_name	GO.0044003.modulation.by.symbiont.of.host.process	sample_name	NA	NA	25	25	NA	NA
publication	GO.0044003.modulation.by.symbiont.of.host.process	publication	NA	NA	25	25	NA	NA
case	GO.0044068.modulation.by.symbiont.of.host.cellular.process	case	NA	NA	25	23	NA	NA
sample_name	GO.0044068.modulation.by.symbiont.of.host.cellular.process	sample_name	NA	NA	25	23	NA	NA
publication	GO.0044068.modulation.by.symbiont.of.host.cellular.process	publication	NA	NA	25	23	NA	NA
case	GO.0044237.cellular.metabolic.process	case	NA	NA	25	25	NA	NA
sample_name	GO.0044237.cellular.metabolic.process	sample_name	NA	NA	25	25	NA	NA
publication	GO.0044237.cellular.metabolic.process	publication	NA	NA	25	25	NA	NA
case	GO.0044238.primary.metabolic.process	case	NA	NA	25	25	NA	NA
sample_name	GO.0044238.primary.metabolic.process	sample_name	NA	NA	25	25	NA	NA
publication	GO.0044238.primary.metabolic.process	publication	NA	NA	25	25	NA	NA
case	GO.0044403.symbiotic.process	case	NA	NA	25	25	NA	NA
sample_name	GO.0044403.symbiotic.process	sample_name	NA	NA	25	25	NA	NA
publication	GO.0044403.symbiotic.process	publication	NA	NA	25	25	NA	NA
case	GO.0044419.interspecies.interaction.between.organisms	case	NA	NA	25	25	NA	NA
sample_name	GO.0044419.interspecies.interaction.between.organisms	sample_name	NA	NA	25	25	NA	NA
publication	GO.0044419.interspecies.interaction.between.organisms	publication	NA	NA	25	25	NA	NA
case	GO.0046483.heterocycle.metabolic.process	case	NA	NA	25	25	NA	NA
sample_name	GO.0046483.heterocycle.metabolic.process	sample_name	NA	NA	25	25	NA	NA
publication	GO.0046483.heterocycle.metabolic.process	publication	NA	NA	25	25	NA	NA
case	GO.0050789.regulation.of.biological.process	case	NA	NA	25	25	NA	NA
sample_name	GO.0050789.regulation.of.biological.process	sample_name	NA	NA	25	25	NA	NA
publication	GO.0050789.regulation.of.biological.process	publication	NA	NA	25	25	NA	NA
case	GO.0050794.regulation.of.cellular.process	case	NA	NA	25	25	NA	NA
sample_name	GO.0050794.regulation.of.cellular.process	sample_name	NA	NA	25	25	NA	NA
publication	GO.0050794.regulation.of.cellular.process	publication	NA	NA	25	25	NA	NA
case	GO.0051701.interaction.with.host	case	NA	NA	25	25	NA	NA
sample_name	GO.0051701.interaction.with.host	sample_name	NA	NA	25	25	NA	NA
publication	GO.0051701.interaction.with.host	publication	NA	NA	25	25	NA	NA
case	GO.0051817.modulation.of.process.of.other.organism.involved.in.symbiotic.interaction	case	NA	NA	25	25	NA	NA
sample_name	GO.0051817.modulation.of.process.of.other.organism.involved.in.symbiotic.interaction	sample_name	NA	NA	25	25	NA	NA
publication	GO.0051817.modulation.of.process.of.other.organism.involved.in.symbiotic.interaction	publication	NA	NA	25	25	NA	NA
case	GO.0065007.biological.regulation	case	NA	NA	25	25	NA	NA
sample_name	GO.0065007.biological.regulation	sample_name	NA	NA	25	25	NA	NA
publication	GO.0065007.biological.regulation	publication	NA	NA	25	25	NA	NA
case	GO.0071704.organic.substance.metabolic.process	case	NA	NA	25	25	NA	NA
sample_name	GO.0071704.organic.substance.metabolic.process	sample_name	NA	NA	25	25	NA	NA
publication	GO.0071704.organic.substance.metabolic.process	publication	NA	NA	25	25	NA	NA
case	GO.0090304.nucleic.acid.metabolic.process	case	NA	NA	25	25	NA	NA
sample_name	GO.0090304.nucleic.acid.metabolic.process	sample_name	NA	NA	25	25	NA	NA
publication	GO.0090304.nucleic.acid.metabolic.process	publication	NA	NA	25	25	NA	NA
case	GO.1901360.organic.cyclic.compound.metabolic.process	case	NA	NA	25	25	NA	NA
sample_name	GO.1901360.organic.cyclic.compound.metabolic.process	sample_name	NA	NA	25	25	NA	NA
publication	GO.1901360.organic.cyclic.compound.metabolic.process	publication	NA	NA	25	25	NA	NA
case	GO.1901564.organonitrogen.compound.metabolic.process	case	NA	NA	25	25	NA	NA
sample_name	GO.1901564.organonitrogen.compound.metabolic.process	sample_name	NA	NA	25	25	NA	NA
publication	GO.1901564.organonitrogen.compound.metabolic.process	publication	NA	NA	25	25	NA	NA
case	GO.0003824.catalytic.activity	case	NA	NA	25	25	NA	NA
sample_name	GO.0003824.catalytic.activity	sample_name	NA	NA	25	25	NA	NA
publication	GO.0003824.catalytic.activity	publication	NA	NA	25	25	NA	NA
case	GO.0005488.binding	case	NA	NA	25	25	NA	NA
sample_name	GO.0005488.binding	sample_name	NA	NA	25	25	NA	NA
publication	GO.0005488.binding	publication	NA	NA	25	25	NA	NA
case	GO.0016740.transferase.activity	case	NA	NA	25	25	NA	NA
sample_name	GO.0016740.transferase.activity	sample_name	NA	NA	25	25	NA	NA
publication	GO.0016740.transferase.activity	publication	NA	NA	25	25	NA	NA
case	GO.0016787.hydrolase.activity	case	NA	NA	25	25	NA	NA
sample_name	GO.0016787.hydrolase.activity	sample_name	NA	NA	25	25	NA	NA
publication	GO.0016787.hydrolase.activity	publication	NA	NA	25	25	NA	NA
case	GO.0043167.ion.binding	case	NA	NA	25	25	NA	NA
sample_name	GO.0043167.ion.binding	sample_name	NA	NA	25	25	NA	NA
publication	GO.0043167.ion.binding	publication	NA	NA	25	25	NA	NA
case	GO.0097159.organic.cyclic.compound.binding	case	NA	NA	25	25	NA	NA
sample_name	GO.0097159.organic.cyclic.compound.binding	sample_name	NA	NA	25	25	NA	NA
publication	GO.0097159.organic.cyclic.compound.binding	publication	NA	NA	25	25	NA	NA
case	GO.1901363.heterocyclic.compound.binding	case	NA	NA	25	25	NA	NA
sample_name	GO.1901363.heterocyclic.compound.binding	sample_name	NA	NA	25	25	NA	NA
publication	GO.1901363.heterocyclic.compound.binding	publication	NA	NA	25	25	NA	NA
