"V1"	"V2"	"V3"
"GO:0000160-phosphorelay signal transduction system-phosphorelay signal transduction system"	6.03581698033239	1.27842795851262	23.8763192264456
"GO:0000161-osmosensory signaling MAPK cascade-osmosensory signaling MAPK cascade"	0.00162876767463716	0.000884896486260889	0.0505455327228836
"GO:0000162-tryptophan biosynthetic process-tryptophan biosynthetic process"	1.10005849175276	0.337153410043326	4.93871205911931
"GO:0000165-MAPK cascade-MAPK cascade"	0.225814474738502	0.0648616929159049	0.824859128952063
"GO:0000166-nucleotide binding-nucleotide binding"	28.2672904877245	15.8265224778904	88.053948187424
"GO:0000175-3'-5'-exoribonuclease activity-3'-5'-exoribonuclease activity"	0.387157247987453	2.07425648456345	6.36402099045262
"GO:0000179-rRNA (adenine-N6,N6-)-dimethyltransferase activity-rRNA (adenine-N6,N6-)-dimethyltransferase activity"	0.388579888541241	0.171187977856818	3.22878019430215
"GO:0000182-rDNA binding-rDNA binding"	0.018355282897194	0.00997909495916673	0.0505455451163953
"GO:0000183-rDNA heterochromatin assembly-rDNA heterochromatin assembly"	0.0183552837887423	0.00997909494569427	0.00456106022206224
"GO:0000184-nuclear-transcribed mRNA catabolic process, nonsense-mediated decay-nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	0.259506428985882	0.0283499785755102	0.500497677486256
"GO:0000185-activation of MAPKKK activity-activation of MAPKKK activity"	0.0878371241510869	0.00087904322894668	0.0503756997187693
"GO:0000186-activation of MAPKK activity-activation of MAPKK activity"	0.0345187418726363	0.000853034073650867	0.100638720043143
"GO:0000187-activation of MAPK activity-activation of MAPK activity"	0.0894789005947219	0.0188442307499408	0.468349014922189
"GO:0000188-inactivation of MAPK activity-inactivation of MAPK activity"	0.00162876767463716	0.000884896486260889	0.0505455327228836
"GO:0000209-protein polyubiquitination-protein polyubiquitination"	0.266779810613578	0.056767181987938	0.960905890530921
"GO:0000210-NAD+ diphosphatase activity-NAD+ diphosphatase activity"	0.0971045019778718	0.0475009598795694	1.1244141448537
"GO:0000212-meiotic spindle organization-meiotic spindle organization"	0.109541699300874	0.0188442680312337	0.0526626751141451
"GO:0000213-tRNA-intron endonuclease activity-tRNA-intron endonuclease activity"	0.00162878115447577	0.000885226811443094	0.142364716624525
"GO:0000217-DNA secondary structure binding-DNA secondary structure binding"	0.035357719048986	0.0190117388968667	0.624239294575451
"GO:0000224-peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity-peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity"	0.0178173631709362	0.000881058518971747	0.353354554948459
"GO:0000225-N-acetylglucosaminylphosphatidylinositol deacetylase activity-N-acetylglucosaminylphosphatidylinositol deacetylase activity"	0.0362293653715453	0.0672526808461592	0.987087154949701
"GO:0000226-microtubule cytoskeleton organization-microtubule cytoskeleton organization"	1.10651845942671	0.205042058369615	1.33054255639097
"GO:0000234-phosphoethanolamine N-methyltransferase activity-phosphoethanolamine N-methyltransferase activity"	0.00162877813404682	0.000884609314496393	0.0528527054681351
"GO:0000244-spliceosomal tri-snRNP complex assembly-spliceosomal tri-snRNP complex assembly"	0.0178254739933496	0.000853028961295415	0.148298471431425
"GO:0000245-spliceosomal complex assembly-spliceosomal complex assembly"	0.0350127068604749	0.000883087972704325	0.0505455457212827
"GO:0000250-lanosterol synthase activity-lanosterol synthase activity"	0.00162876767463716	0.000884896486260889	0.0505455327228836
"GO:0000253-3-keto sterol reductase activity-3-keto sterol reductase activity"	0.00162878543096721	0.0200679360052848	0.171447734791279
"GO:0000255-allantoin metabolic process-allantoin metabolic process"	0.348230571727682	0.147261065055812	1.57512475857196
"GO:0000256-allantoin catabolic process-allantoin catabolic process"	0.250867830978848	0.0969786166733964	1.19713911597658
"GO:0000257-nitrilase activity-nitrilase activity"	0.106258550357328	0.059357972568349	0.720214213194261
"GO:0000266-mitochondrial fission-mitochondrial fission"	0.00162876767520686	0.000884896243246053	0.0541153161435832
"GO:0000268-peroxisome targeting sequence binding-peroxisome targeting sequence binding"	0.00162877686834782	0.000885234512785005	0.102976382154762
"GO:0000270-peptidoglycan metabolic process-peptidoglycan metabolic process"	3.61934626275266	0.90260052537054	17.8709112782794
"GO:0000271-polysaccharide biosynthetic process-polysaccharide biosynthetic process"	19.3074414466296	3.49177921431364	25.256202841544
"GO:0000272-polysaccharide catabolic process-polysaccharide catabolic process"	2.47308597603346	0.655828057659078	8.41631788316886
"GO:0000278-mitotic cell cycle-mitotic cell cycle"	0.156441068525943	0.0683415362456932	0.634114027038064
"GO:0000280-nuclear division-nuclear division"	0.0708007598456498	0.0280749531985373	0.723776958537567
"GO:0000281-mitotic cytokinesis-mitotic cytokinesis"	0.00162878530263006	0.000881875340095504	0.29759922805772
"GO:0000282-cellular bud site selection-cellular bud site selection"	0.033999352274057	0.0100962147025612	0.142364717252244
"GO:0000286-alanine dehydrogenase activity-alanine dehydrogenase activity"	0.21625759680832	0.14491303167468	1.2574991906142
"GO:0000287-magnesium ion binding-magnesium ion binding"	8.07560288681552	2.5018496667454	20.8515374914232
"GO:0000288-nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay-nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"	0.00162877895666049	0.00088528604923085	0.0505456149321568
"GO:0000289-nuclear-transcribed mRNA poly(A) tail shortening-nuclear-transcribed mRNA poly(A) tail shortening"	0.00162878532712004	0.000882601687194594	0.195849203443041
"GO:0000290-deadenylation-dependent decapping of nuclear-transcribed mRNA-deadenylation-dependent decapping of nuclear-transcribed mRNA"	0.0350126807981601	0.00088132164818444	0.148298471315811
"GO:0000291-nuclear-transcribed mRNA catabolic process, exonucleolytic-nuclear-transcribed mRNA catabolic process, exonucleolytic"	0.00162878459527308	0.000883979703775173	0.195849197399761
"GO:0000293-ferric-chelate reductase activity-ferric-chelate reductase activity"	0.0016287769166313	0.000885233919625364	0.102976382162466
"GO:0000295-adenine nucleotide transmembrane transporter activity-adenine nucleotide transmembrane transporter activity"	0.0825458533701449	0.0281832819850099	1.1221600838199
"GO:0000302-response to reactive oxygen species-response to reactive oxygen species"	0.933853789970337	0.314664336562933	4.24169361987794
"GO:0000303-response to superoxide-response to superoxide"	0.0904570562208805	0.0514455264785147	0.307299732565963
"GO:0000305-response to oxygen radical-response to oxygen radical"	0.0904570562208805	0.0514455264785147	0.307299732565963
"GO:0000309-nicotinamide-nucleotide adenylyltransferase activity-nicotinamide-nucleotide adenylyltransferase activity"	0.10415326767284	0.0188440013940824	1.37263058552365
"GO:0000310-xanthine phosphoribosyltransferase activity-xanthine phosphoribosyltransferase activity"	0.0530272264440597	0.0381442165888883	1.53270485466916
"GO:0000316-sulfite transport-sulfite transport"	0.00162876767463716	0.000884896486260889	0.0505455327228836
"GO:0000319-sulfite transmembrane transporter activity-sulfite transmembrane transporter activity"	0.00162876767463716	0.000884896486260889	0.0505455327228836
"GO:0000334-3-hydroxyanthranilate 3,4-dioxygenase activity-3-hydroxyanthranilate 3,4-dioxygenase activity"	0.0016287853722237	0.00989031502579288	0.401524017017964
"GO:0000338-protein deneddylation-protein deneddylation"	0.00162878029144696	0.000885177890788491	0.104620250733233
"GO:0000339-RNA cap binding-RNA cap binding"	0.0178173486727476	0.0099791068403338	0.0528525596378965
"GO:0000372-Group I intron splicing-Group I intron splicing"	0.00162876767463716	0.000884896486260889	0.0505455327228836
"GO:0000375-RNA splicing, via transesterification reactions-RNA splicing, via transesterification reactions"	0.415154668777206	0.106729138125322	0.733335381746722
"GO:0000376-RNA splicing, via transesterification reactions with guanosine as nucleophile-RNA splicing, via transesterification reactions with guanosine as nucleophile"	0.00162876767463716	0.000884896486260889	0.0505455327228836
"GO:0000377-RNA splicing, via transesterification reactions with bulged adenosine as nucleophile-RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	0.415154668777206	0.106729138125322	0.733335381746722
"GO:0000378-RNA exon ligation-RNA exon ligation"	0.00162878442708051	0.000883302926220277	0.167889068984319
"GO:0000381-regulation of alternative mRNA splicing, via spliceosome-regulation of alternative mRNA splicing, via spliceosome"	0.034540118256031	0.0190118489114032	0.0964381363364982
"GO:0000387-spliceosomal snRNP assembly-spliceosomal snRNP assembly"	0.0178255497484982	0.0283756494049829	0.208504776737077
"GO:0000388-spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)-spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)"	0.0178174476874778	0.000884696219524917	0.00456067586972874
"GO:0000390-spliceosomal complex disassembly-spliceosomal complex disassembly"	0.00162877863594271	0.000884903252145178	0.0505456519114211
"GO:0000393-spliceosomal conformational changes to generate catalytic conformation-spliceosomal conformational changes to generate catalytic conformation"	0.0178174476874778	0.000884696219524917	0.00456067586972874
"GO:0000394-RNA splicing, via endonucleolytic cleavage and ligation-RNA splicing, via endonucleolytic cleavage and ligation"	0.0724008106021565	0.0590271371231307	1.03267709504844
"GO:0000395-mRNA 5'-splice site recognition-mRNA 5'-splice site recognition"	0.00162877779479415	0.000885245269030244	0.0528525487439912
"GO:0000398-mRNA splicing, via spliceosome-mRNA splicing, via spliceosome"	0.415154668778825	0.106729138125355	0.72610422608503
"GO:0000400-four-way junction DNA binding-four-way junction DNA binding"	0.00162877688568998	0.00088523435503838	0.100638720003421
"GO:0000403-Y-form DNA binding-Y-form DNA binding"	0.00162877686582411	0.000885234443794624	0.107720984442638
"GO:0000404-heteroduplex DNA loop binding-heteroduplex DNA loop binding"	0.00162877783154975	0.000885245000758838	0.0505455335708573
"GO:0000405-bubble DNA binding-bubble DNA binding"	0.018264010951677	0.000884602317427386	0.100646837812094
"GO:0000406-double-strand/single-strand DNA junction binding-double-strand/single-strand DNA junction binding"	0.00162877783154975	0.000885245000758838	0.0505455335708573
"GO:0000413-protein peptidyl-prolyl isomerization-protein peptidyl-prolyl isomerization"	1.84626972878991	0.608545221632562	9.07307017999625
"GO:0000414-regulation of histone H3-K36 methylation-regulation of histone H3-K36 methylation"	0.0178174384022743	0.000884866509270318	0.0505455372033892
"GO:0000416-positive regulation of histone H3-K36 methylation-positive regulation of histone H3-K36 methylation"	0.00162876767463716	0.000884896486260889	0.0505455327228836
"GO:0000422-autophagy of mitochondrion-autophagy of mitochondrion"	0.053692668581206	0.0465988932650595	0.158286169764448
"GO:0000429-carbon catabolite regulation of transcription from RNA polymerase II promoter-carbon catabolite regulation of transcription from RNA polymerase II promoter"	0.00162878401939272	0.0100243960088818	0.0964381386978399
"GO:0000430-regulation of transcription from RNA polymerase II promoter by glucose-regulation of transcription from RNA polymerase II promoter by glucose"	0.00162876767463716	0.000884896486260889	0.0505455327228836
"GO:0000433-carbon catabolite repression of transcription from RNA polymerase II promoter by glucose-carbon catabolite repression of transcription from RNA polymerase II promoter by glucose"	0.00162876767463716	0.000884896486260889	0.0505455327228836
"GO:0000436-carbon catabolite activation of transcription from RNA polymerase II promoter-carbon catabolite activation of transcription from RNA polymerase II promoter"	0.00162877738084962	0.0100246581583261	0.00456090317757441
"GO:0000447-endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)-endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	0.145741634741233	0.027881626398509	0.142347241092203
"GO:0000451-rRNA 2'-O-methylation-rRNA 2'-O-methylation"	5.61686501249447	0.603415750352206	3.73475898105545
"GO:0000453-enzyme-directed rRNA 2'-O-methylation-enzyme-directed rRNA 2'-O-methylation"	5.58021665635178	0.599967316788391	3.51744358145048
"GO:0000455-enzyme-directed rRNA pseudouridine synthesis-enzyme-directed rRNA pseudouridine synthesis"	0.0752317524170941	0.0789673673201771	1.06560733819117
"GO:0000460-maturation of 5.8S rRNA-maturation of 5.8S rRNA"	5.55388665158386	0.569505394703723	0.702189824797767
"GO:0000462-maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)-maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	0.202417936001298	0.0386967044035836	0.884341776031488
"GO:0000463-maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)-maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	5.55388665158386	0.569505394703723	0.702189824797767
"GO:0000466-maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)-maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	5.55388665158386	0.569505394703723	0.702189824797767
"GO:0000469-cleavage involved in rRNA processing-cleavage involved in rRNA processing"	0.223753602069331	0.0567260047370152	0.319922683733539
"GO:0000470-maturation of LSU-rRNA-maturation of LSU-rRNA"	5.56686248729521	0.573348911758365	1.83970329507857
"GO:0000472-endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)-endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	0.145741622569383	0.0278816259098433	0.0964436620141379
"GO:0000478-endonucleolytic cleavage involved in rRNA processing-endonucleolytic cleavage involved in rRNA processing"	0.223753601688533	0.0567260049703851	0.307954464305975
"GO:0000479-endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)-endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	0.223753601688533	0.0567260049703851	0.307954464305975
"GO:0000480-endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)-endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	0.145741622569383	0.0278816259098433	0.0964436620141379
"GO:0000491-small nucleolar ribonucleoprotein complex assembly-small nucleolar ribonucleoprotein complex assembly"	0.00162876767463716	0.000884896486260889	0.0505455327228836
"GO:0000578-embryonic axis specification-embryonic axis specification"	0.0178251476629358	0.000884675895488142	0.00455005243903631
"GO:0000700-mismatch base pair DNA N-glycosylase activity-mismatch base pair DNA N-glycosylase activity"	0.00162878499732648	0.0196028894613325	0.532131751726556
"GO:0000701-purine-specific mismatch base pair DNA N-glycosylase activity-purine-specific mismatch base pair DNA N-glycosylase activity"	0.00162878526774142	0.0196029128412829	0.359364939423662
"GO:0000702-oxidized base lesion DNA N-glycosylase activity-oxidized base lesion DNA N-glycosylase activity"	0.249490044754621	0.169554385361466	2.02122858848172
"GO:0000703-oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity-oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity"	0.0181148015239226	0.0385771279706478	0.263591013021845
"GO:0000706-meiotic DNA double-strand break processing-meiotic DNA double-strand break processing"	0.36772283315172	0.0637807630638707	0.301479903197779
"GO:0000710-meiotic mismatch repair-meiotic mismatch repair"	0.00162877783154975	0.000885245000758838	0.0505455335708573
"GO:0000712-resolution of meiotic recombination intermediates-resolution of meiotic recombination intermediates"	0.00162878095054944	0.0008848446400622	0.154674838947831
"GO:0000715-nucleotide-excision repair, DNA damage recognition-nucleotide-excision repair, DNA damage recognition"	0.769079888481089	0.279998889509767	4.24046114300594
"GO:0000716-transcription-coupled nucleotide-excision repair, DNA damage recognition-transcription-coupled nucleotide-excision repair, DNA damage recognition"	0.765527888142906	0.27999888928156	4.12981664093743
"GO:0000717-nucleotide-excision repair, DNA duplex unwinding-nucleotide-excision repair, DNA duplex unwinding"	0.00162877688568998	0.00088523435503838	0.100638720003421
"GO:0000719-photoreactive repair-photoreactive repair"	0.0016287676736288	0.000884896339401292	0.0528525475401372
"GO:0000721-(R,R)-butanediol dehydrogenase activity-(R,R)-butanediol dehydrogenase activity"	0.00153399321594321	0.0194305519591309	0.974960109305789
"GO:0000722-telomere maintenance via recombination-telomere maintenance via recombination"	0.367722832590643	0.0637807630349039	0.33786842817212
"GO:0000723-telomere maintenance-telomere maintenance"	0.741557117525232	0.148233021472054	1.63254406280833
"GO:0000724-double-strand break repair via homologous recombination-double-strand break repair via homologous recombination"	1.07126186166415	0.282487263920202	5.23329815043695
"GO:0000725-recombinational repair-recombinational repair"	1.21349183684875	0.386910821592514	6.07747857678358
"GO:0000726-non-recombinational repair-non-recombinational repair"	0.145709697414631	0.088209102116339	1.17669095990412
"GO:0000727-double-strand break repair via break-induced replication-double-strand break repair via break-induced replication"	0.0509621148240626	0.000881406227982033	0.0541153310053918
"GO:0000729-DNA double-strand break processing-DNA double-strand break processing"	0.549278906808144	0.116179128075673	0.674105233287556
"GO:0000730-DNA recombinase assembly-DNA recombinase assembly"	0.00162876767463716	0.000884896486260889	0.0505455327228836
"GO:0000731-DNA synthesis involved in DNA repair-DNA synthesis involved in DNA repair"	0.0916966831912022	0.0281016277722522	1.2297817009703
"GO:0000733-DNA strand renaturation-DNA strand renaturation"	0.228595203659398	0.0891628192101973	0.901892052337954
"GO:0000735-removal of nonhomologous ends-removal of nonhomologous ends"	0.00162877783154975	0.000885245000758838	0.0505455335708573
"GO:0000737-DNA catabolic process, endonucleolytic-DNA catabolic process, endonucleolytic"	0.0908821561974296	0.0767000662444882	0.60807771311078
"GO:0000738-DNA catabolic process, exonucleolytic-DNA catabolic process, exonucleolytic"	0.0947635542544392	0.0997148053019673	0.424260493598287
"GO:0000740-nuclear membrane fusion-nuclear membrane fusion"	0.00162878081611874	0.000884841518756267	0.0964381224420719
"GO:0000741-karyogamy-karyogamy"	0.132733962403581	0.0278298630121908	0.319922055457034
"GO:0000742-karyogamy involved in conjugation with cellular fusion-karyogamy involved in conjugation with cellular fusion"	0.0188403295171229	0.000882719696611352	0.200164487886756
"GO:0000746-conjugation-conjugation"	1.32064974925937	0.55200865798861	4.01340000631014
"GO:0000749-response to pheromone triggering conjugation with cellular fusion-response to pheromone triggering conjugation with cellular fusion"	0.00162876767463716	0.000884896486260889	0.0505455327228836
"GO:0000768-syncytium formation by plasma membrane fusion-syncytium formation by plasma membrane fusion"	0.0178173321814565	0.0102911725703879	0.100638720018278
"GO:0000770-peptide pheromone export-peptide pheromone export"	0.017817446823366	0.000884544019482028	0.00456043337673174
"GO:0000773-phosphatidyl-N-methylethanolamine N-methyltransferase activity-phosphatidyl-N-methylethanolamine N-methyltransferase activity"	0.0178173385018996	0.00989028070810505	0.162856715052459
"GO:0000774-adenyl-nucleotide exchange factor activity-adenyl-nucleotide exchange factor activity"	0.334218163340638	0.219140444848169	3.0189574020591
"GO:0000810-diacylglycerol diphosphate phosphatase activity-diacylglycerol diphosphate phosphatase activity"	0.00162878429277737	0.000884006484002615	0.157395024744106
"GO:0000819-sister chromatid segregation-sister chromatid segregation"	0.36772282285555	0.113829654034694	0.497350074928413
"GO:0000820-regulation of glutamine family amino acid metabolic process-regulation of glutamine family amino acid metabolic process"	0.314646460173058	0.109484349602201	2.48370081526972
"GO:0000821-regulation of arginine metabolic process-regulation of arginine metabolic process"	0.0181042253521383	0.0099331029143278	0.451994856757273
"GO:0000822-inositol hexakisphosphate binding-inositol hexakisphosphate binding"	0.00162876767463716	0.000884896486260889	0.0505455327228836
"GO:0000823-inositol-1,4,5-trisphosphate 6-kinase activity-inositol-1,4,5-trisphosphate 6-kinase activity"	0.0181056008962898	0.000884766421482208	0.00456071185433437
"GO:0000828-inositol hexakisphosphate kinase activity-inositol hexakisphosphate kinase activity"	0.0345401196751338	0.0098902905791846	0.0964381385178518
"GO:0000829-inositol heptakisphosphate kinase activity-inositol heptakisphosphate kinase activity"	0.0016287772809175	0.00989059787683434	0.00456089072325518
"GO:0000900-translation repressor activity, mRNA regulatory element binding-translation repressor activity, mRNA regulatory element binding"	0.00162876767463716	0.000884896486260889	0.0505455327228836
"GO:0000902-cell morphogenesis-cell morphogenesis"	0.606847367701504	0.306617996448909	4.36917415258774
"GO:0000904-cell morphogenesis involved in differentiation-cell morphogenesis involved in differentiation"	0.0181056325878967	0.0472210411455885	0.618160730901967
"GO:0000906-6,7-dimethyl-8-ribityllumazine synthase activity-6,7-dimethyl-8-ribityllumazine synthase activity"	0.166012101670709	0.0461973901191563	1.93355432788436
"GO:0000907-sulfonate dioxygenase activity-sulfonate dioxygenase activity"	0.017817379070346	0.00989038755311882	0.380263158086045
