"feature"	"metadata"	"value"	"coef"	"stderr"	"pval"	"name"	"qval"	"N"	"N.not.zero"	"domain"	"phylum"	"class"	"order"	"family"	"genus"	"species"
"1349819"	"survival"	"Survived"	-0.690842598523522	0.178355462918048	0.00842391888750242	"survivalSurvived"	0.166563850730161	25	12	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Aurantimonadaceae"	"Aureimonas"	"Aureimonas sp. AU20"
"28221"	"survival"	"Survived"	-0.455763144046976	0.14104136773256	0.0100997629612793	"survivalSurvived"	0.179608227932562	25	7	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	NA	NA	NA	NA
"66269"	"survival"	"Survived"	-1.21920451482635	0.335108180025892	0.00961749425225859	"survivalSurvived"	0.179608227932562	25	6	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Erwiniaceae"	"Pantoea"	"Pantoea stewartii"
"1034889"	"survival"	"Survived"	-0.726713576788314	0.231398465577437	0.0103223119501472	"survivalSurvived"	0.179608227932562	25	15	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Variovorax"	"Variovorax sp. HW608"
"1646"	"survival"	"Survived"	-0.79844276858189	0.201342751051508	0.011923607047969	"survivalSurvived"	0.185241752352375	25	11	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Renibacterium"	"Renibacterium salmoninarum"
"80869"	"survival"	"Survived"	-0.960546869065051	0.247885136905043	0.0116762294001785	"survivalSurvived"	0.185241752352375	25	9	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Acidovorax"	"Acidovorax citrulli"
"401472"	"survival"	"Survived"	-0.452434674076832	0.140395729064776	0.0115450088468626	"survivalSurvived"	0.185241752352375	25	15	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	"Corynebacterium ureicelerivorans"
"1236517"	"survival"	"Survived"	0.575935400059159	0.201894494988652	0.0145508798125685	"survivalSurvived"	0.210987757282244	25	10	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella fusca"
"1660158"	"survival"	"Survived"	-0.668635776322329	0.130653071988661	0.0144400105324162	"survivalSurvived"	0.210987757282244	25	0	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	NA	NA	NA
"38294"	"survival"	"Survived"	-0.649107109000069	0.206029828100034	0.0159586231602273	"survivalSurvived"	0.213112413933302	25	5	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Photobacterium"	"Photobacterium damselae"
"41295"	"survival"	"Survived"	-0.17715279073826	0.0436580736741145	0.0153773981969285	"survivalSurvived"	0.213112413933302	25	5	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	NA	NA
"402626"	"survival"	"Survived"	0.640355123998688	0.231856284836254	0.016167148643216	"survivalSurvived"	0.213112413933302	25	5	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Ralstonia"	"Ralstonia pickettii"
"282217"	"survival"	"Survived"	-0.54786585970973	0.174210363865292	0.0167828524879595	"survivalSurvived"	0.214721789184188	25	9	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Variovorax"	"Variovorax sp. SRS16"
"82985"	"survival"	"Survived"	-0.392862607580838	0.137346413779463	0.0187688327464611	"survivalSurvived"	0.214853743281857	25	8	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Budviciaceae"	"Pragia"	"Pragia fontium"
"354276"	"survival"	"Survived"	0.82396075240856	0.259311736266117	0.0185201335839689	"survivalSurvived"	0.214853743281857	25	8	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Enterobacter"	NA
"1218933"	"survival"	"Survived"	-0.991324609609367	0.195833378418437	0.0181728057279465	"survivalSurvived"	0.214853743281857	25	4	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Pectobacteriaceae"	"Pectobacterium"	"Pectobacterium carotovorum"
"1311759"	"survival"	"Survived"	-0.553040893409171	0.145553620902231	0.0176312995587636	"survivalSurvived"	0.214853743281857	25	8	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Mannheimia"	"Mannheimia haemolytica"
"2062"	"survival"	"Survived"	-0.7241856680849	0.272048457566352	0.0238184811839029	"survivalSurvived"	0.245982600288149	25	6	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	NA	NA
"108980"	"survival"	"Survived"	-0.999478605445	0.283744997205399	0.0243959786353905	"survivalSurvived"	0.245982600288149	25	3	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter ursingii"
"115981"	"survival"	"Survived"	-0.992823560693547	0.292940511031563	0.0250721200535356	"survivalSurvived"	0.245982600288149	25	6	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Salmonella"	"Salmonella enterica"
"239759"	"survival"	"Survived"	0.586233762362268	0.222355514410087	0.0260119531339192	"survivalSurvived"	0.245982600288149	25	8	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	NA
"266940"	"survival"	"Survived"	-1.0877922518242	0.377071546783724	0.0235211043232116	"survivalSurvived"	0.245982600288149	25	12	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Kineosporiales"	"Kineosporiaceae"	"Kineococcus"	"Kineococcus radiotolerans"
"908937"	"survival"	"Survived"	0.63532614022207	0.232062987583217	0.0224528727432747	"survivalSurvived"	0.245982600288149	25	13	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella dentalis"
"2170745"	"survival"	"Survived"	1.32655108614168	0.450964592390773	0.0258942574917264	"survivalSurvived"	0.245982600288149	25	3	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Auritidibacter"	"Auritidibacter sp. NML130574"
"2683284"	"survival"	"Survived"	-0.184518444863102	0.0610374256834841	0.0233057792385238	"survivalSurvived"	0.245982600288149	25	8	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	"Rhodobacteraceae bacterium 9Alg 56"
"171552"	"survival"	"Survived"	0.755676034565251	0.263960522380161	0.0271529402048107	"survivalSurvived"	0.251309127427503	25	10	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	NA	NA
"46170"	"survival"	"Survived"	-0.714027791241612	0.274225674683467	0.0329772136340279	"survivalSurvived"	0.287692095886795	25	13	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus aureus"
"57493"	"survival"	"Survived"	-0.588906810551431	0.227096935726578	0.0318309477197245	"survivalSurvived"	0.287692095886795	25	10	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Kocuria"	NA
"217203"	"survival"	"Survived"	0.781024028684523	0.275290658752289	0.0330680569984821	"survivalSurvived"	0.287692095886795	25	4	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Alcaligenaceae"	"Achromobacter"	"Achromobacter spanius"
"85015"	"survival"	"Survived"	-0.750953592803742	0.290594091228186	0.0343229917911587	"survivalSurvived"	0.292319479873051	25	9	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	NA	NA
"299767"	"survival"	"Survived"	0.813448976321384	0.323111787177184	0.034943937823905	"survivalSurvived"	0.292319479873051	25	5	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Enterobacter"	"Enterobacter ludwigii"
"264731"	"survival"	"Survived"	0.446380169090263	0.196551921988531	0.0383048803238713	"survivalSurvived"	0.308567091497852	25	15	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella ruminicola"
"2615069"	"survival"	"Survived"	-0.449344906506911	0.190877927941409	0.0382100859170426	"survivalSurvived"	0.308567091497852	25	8	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"338969"	"survival"	"Survived"	-0.534933946364645	0.231391289804423	0.0411669213964483	"survivalSurvived"	0.32559292377191	25	9	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhodoferax"	"Rhodoferax ferrireducens"
"1867719"	"survival"	"Survived"	-0.31232299953382	0.143540119042983	0.0439598542347995	"survivalSurvived"	0.33548309810768	25	16	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Phyllobacteriaceae"	"Phyllobacterium"	"Phyllobacterium zundukense"
"2109913"	"survival"	"Survived"	-0.333617024668572	0.137712148512798	0.043405166746873	"survivalSurvived"	0.33548309810768	25	9	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Melaminivora"	"Melaminivora sp. SC2-9"
"1812935"	"survival"	"Survived"	0.44667713885919	0.193020250528528	0.0452253752724242	"survivalSurvived"	0.339190314543182	25	11	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Enterobacter"	"Enterobacter roggenkampii"
"1678"	"survival"	"Survived"	0.514404161452125	0.22662505287468	0.0478911897369111	"survivalSurvived"	0.341990245072096	25	8	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	NA
"33958"	"survival"	"Survived"	-0.768034177639872	0.338147875271131	0.0464099522240944	"survivalSurvived"	0.341990245072096	25	9	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	NA	NA
"1842539"	"survival"	"Survived"	0.713449790325999	0.223985114578468	0.0479572527572364	"survivalSurvived"	0.341990245072096	25	6	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"Bosea"	"Bosea sp. RAC05"
"1123519"	"survival"	"Survived"	0.559984329956712	0.173541197850562	0.0495479725624551	"survivalSurvived"	0.342116953407428	25	3	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas stutzeri"
"2587161"	"survival"	"Survived"	0.404838769685346	0.175304710671393	0.0493974819150445	"survivalSurvived"	0.342116953407428	25	5	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium thermarum"
