"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"domain"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"X"
"1656"	208.512400288731	-11.945792949375	1.18798796321322	-10.0554831524257	8.68941408774699e-24	6.69336751831525e-22	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	"Actinomyces viscosus"	NA
"92706"	205.043822368664	-30	3.739279010292	-8.02293702005866	1.03246292830524e-15	1.66794542976971e-14	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	"[Brevibacterium] flavum"	NA
"33040"	192.361894915003	-11.0564564754795	1.38093994949605	-8.00647159169693	1.18046401730928e-15	1.86731138452345e-14	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus milleri"	NA
"1827481"	187.334187427331	-29.661957446688	2.94886697792959	-10.0587641520248	8.40467426750738e-24	6.56924172526496e-22	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Enterobacter"	"Enterobacter sp. ODB01"	NA
"1904944"	175.188675436935	-10.2846097989942	1.44581381353954	-7.1133708245712	1.13242474639692e-12	9.63014004335943e-12	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Stenotrophomonas"	"Stenotrophomonas sp. LM091"	NA
"421000"	153.962196972094	-29.1544146146509	3.47061352928766	-8.40036332729761	4.45099315736241e-17	9.36549226318889e-16	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Sulfitobacter"	"Sulfitobacter donghicola"	NA
"1118963"	152.61177205814	-11.6726141693403	2.05490163676183	-5.68037611169277	1.34398871352553e-08	4.43132755110931e-08	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"	"Arthrobacter sp. Rue61a"	NA
"231049"	117.743724351682	-10.0268805317538	0.851486498171999	-11.7757363778284	5.20604769842189e-32	1.31762588176725e-29	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"Lactobacillus rossiae"	NA
"1837130"	98.0575847044883	-28.6915432644624	2.77242484107916	-10.3488984946817	4.23328079832192e-25	4.16664582279278e-23	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"Bacillus sp. FJAT-14266"	NA
"1633"	96.9846767855055	-11.5550429954405	1.04759587277989	-11.0300577691073	2.73689188949465e-28	4.15616582647544e-26	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"Lactobacillus vaginalis"	NA
"1461582"	84.0363185716352	-10.3668131832522	0.881839508779773	-11.755895579681	6.58587320143934e-32	1.59108709389319e-29	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Jeotgalicoccus"	"Jeotgalicoccus saudimassiliensis"	NA
"2077147"	82.0368546123935	-10.84453063499	2.32369499321803	-4.66693376998315	3.05727822406916e-06	6.10651400260337e-06	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Citrobacter"	"Citrobacter freundii complex sp. CFNIH3"	NA
"1546149"	81.0466359157586	-12.9676734765025	1.32076989935579	-9.81826848327444	9.39432308135941e-23	5.87421496205003e-21	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Diaphorobacter"	"Diaphorobacter polyhydroxybutyrativorans"	NA
"1473112"	78.5920815819039	-11.2896166975156	1.18922810281308	-9.49323066854063	2.2398264610701e-21	1.05351129562722e-19	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Paenibacillaceae"	"Paenibacillus"	"Paenibacillus guangzhouensis"	NA
"1920128"	76.3492526286244	-29.3070846386484	2.08928094009898	-14.0273546157273	1.06033564471808e-44	1.87856131722553e-41	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	NA	"Enterobacteriaceae bacterium ENNIH3"	NA
"885040"	61.5881093497501	-12.7490833682877	1.30118950271503	-9.79802199578597	1.14811835296203e-22	7.09563842557347e-21	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Enterobacter"	"Enterobacter soli"	NA
"1573704"	52.5825938436957	-10.7754528885476	1.47945548730041	-7.28339107262341	3.25531783978875e-13	3.20407672564393e-12	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. R32"	NA
"721785"	35.115469598668	-11.9527356021465	1.48836921726762	-8.03075974931116	9.68708874035877e-16	1.57452222186565e-14	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Acidovorax"	"Acidovorax ebreus"	NA
"1795"	34.951724312144	-27.2358078852331	2.41685002221744	-11.2691344662936	1.86393136597824e-29	3.66918341117568e-27	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycolicibacterium"	"Mycolicibacterium neoaurum"	NA
"2083052"	31.7291546813334	-27.1274632444807	2.43146734595773	-11.1568281143399	6.63155560012469e-29	1.06808236408069e-26	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. SWI36"	NA
"133926"	29.958979225669	-10.7805722068475	1.25486021854406	-8.59105424455603	8.61749348933583e-18	2.08190808617363e-16	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Coriobacteriales"	"Atopobiaceae"	"Olsenella"	"Olsenella uli"	NA
"2479393"	28.5845869260814	-26.9910887515138	3.2433910877613	-8.3218730091979	8.65840496684451e-17	1.72357387261343e-15	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. LTGT-11-2Z"	NA
"2153385"	26.3668103881213	-11.5814783193307	1.15324593967809	-10.0425051767912	9.91241674914323e-24	7.5263564316709e-22	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Lelliottia"	"Lelliottia sp. WB101"	NA
"253239"	25.7090710601418	-10.1654703999452	1.34234103137175	-7.57294172074664	3.64866018409161e-14	4.42754083982807e-13	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ethanoligenens"	"Ethanoligenens harbinense"	NA
"2069256"	22.960185774225	-11.7409870594248	2.12113755385404	-5.53523133758669	3.10817832209969e-08	9.30178366101342e-08	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. XWY-1"	NA
"1522"	20.9938060737806	-27.7124479511993	3.92809985028634	-7.05492452010333	1.72694438476346e-12	1.42305572170818e-11	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Erysipelatoclostridium"	"[Clostridium] innocuum"	NA
"2040586"	16.602329664676	-10.2611741387466	2.18277013836347	-4.70098704320736	2.58906944686711e-06	5.24624632485654e-06	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Stenotrophomonas"	"Stenotrophomonas sp. Pemsol"	NA
"399742"	16.1112619375585	-12.6262031112654	1.32281896510911	-9.54492144752696	1.36210789496472e-21	6.64183803829125e-20	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Enterobacter"	"Enterobacter sp. 638"	NA
"1096856"	15.6497837949002	-27.3114641025155	2.48706126598266	-10.9814199095431	4.69485723917609e-28	6.60599419428573e-26	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Pseudonocardia"	"Pseudonocardia sp. EC080619-01"	NA
"2654284"	15.4338687240757	-25.9851092346267	2.09266563013462	-12.4172294228176	2.10733683979923e-35	1.01822684577572e-32	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	NA	"Bacillaceae bacterium C02"	NA
"2490939"	8.78949340464295	-24.0005448005477	2.13955607800181	-11.2175348182331	3.34464136785334e-29	5.92558962338017e-27	"Bacteria"	"Cyanobacteria"	NA	"Nostocales"	"Nostocaceae"	"Anabaena"	"Anabaena sp. YBS01"	NA
"1316410"	8.64245986340405	-25.2179772862056	3.63525012924358	-6.93706798421956	4.00321212469699e-12	3.04829118091182e-11	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus sp. HSISS1"	NA
"1319"	6.97578740656915	-25.498759209003	2.88987863658939	-8.82347060743578	1.10965828460091e-18	3.18801826089396e-17	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus sp. 'group B'"	NA
"2699179"	4.96877412755463	-24.0580744586649	2.49374479189152	-9.64736830203729	5.04333681184121e-22	2.73523828111592e-20	"Bacteria"	"Candidatus Saccharibacteria"	NA	NA	NA	NA	"Candidatus Saccharibacteria bacterium oral taxon 488"	NA
"2654326"	4.22567031497569	-25.4856602729891	3.70658642345092	-6.87577662070571	6.16530451157099e-12	4.45225454877715e-11	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	NA	"Bacillaceae bacterium C05"	NA
"979982"	3.37634214318225	-24.154847275917	3.93066801698393	-6.14522701269781	7.98492309093933e-10	3.54255978533744e-09	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"Leuconostoc"	"Leuconostoc sp. C2"	NA
