"V1"	"V2"	"V3"	"V4"	"V5"
"L-alanine metabolic process"	0.112693226974811	0.00151840435473624	0.0795349728192231	0.848132047318653	0.162418333916428
"rRNA modification"	2.3936684503816	2.97549071292497	34.5980063927445	26.7546032060326	6.20883941457247
"nuclear-transcribed mRNA poly(A) tail shortening"	0.000507631753733903	0.00151941919426041	0.000725060627953229	0.102321110958519	0.162416733643859
"N-terminal peptidyl-alanine acetylation"	0.000507631701542215	0.00151774270399766	0.000725059485843498	0.0545317234128719	0.162416729135501
"propionate catabolic process"	0.198064366327367	0.252470210838024	0.124943808128106	1.75941494586683	0.162418521580906
"XMP metabolic process"	0.0201438360017277	0.0015184002214676	0.0239250561181734	0.782426673124054	0.162417811590955
"propionate metabolic process, methylcitrate cycle"	0.129797901049299	0.725322256072255	0.104035829085631	1.5174676580431	0.162418429656098
"suppression by symbiont of host innate immune response"	0.079389471105701	0.00151843528497834	0.0772187618129369	0.18407930088981	127.944927439842
"tyrosine biosynthetic process"	0.168703469952694	0.00151819792065211	0.129093335588828	1.94600915402708	0.162419342638278
"threonine transport"	0.0150203209237575	0.00151843694079933	0.0491571092288711	1.10504089130702	0.162416694207423
"regulation of proteasomal ubiquitin-dependent protein catabolic process"	0.0384106591235036	0.140639957227425	0.058184960020567	0.180698633097005	0.162417851160459
"poly(A)+ mRNA export from nucleus"	0.00553210707498045	0.00151778596545513	0.0081966246622757	0.0497450433249506	0.162416684961282
"synaptic vesicle uncoating"	0.000507631753877133	0.159178242718887	0.000725066668031242	0.0520437988920694	0.162416707923089
"alanine transport"	0.135516249343282	0.0169711114976125	0.143350620089784	2.64521223380414	0.162420755020828
"arginine transport"	0.0322659024441529	0.00151840018508059	0.0232782366898657	0.663431607003864	0.162418981683525
"intraciliary transport"	0.000507631753887719	0.00153395357279879	0.0158154364758267	0.02748220499365	0.162416689939891
"DNA methylation on cytosine"	0.31439387934779	0.0015174752118302	0.392189901635745	2.31991139998523	0.162421748609549
"histidine catabolic process to glutamate and formate"	0.244620156254346	0.00151734436896671	0.174306590994388	3.51029743955945	0.162422711461252
"negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator"	0.00050763175337587	0.0171009608565997	0.0157741604176694	0.00219052633475316	0.162416675482138
"homoserine transport"	0.0271532567088163	0.0015184241420944	0.0158693476667011	0.195962382755814	0.162419650656197
"tyrosine transport"	0.0470708379533829	0.00151841003683881	0.00820534261226729	0.247303162839869	0.162417927011629
"TTP metabolic process"	0.0108911503471793	0.00151840002657088	0.0156863872525774	0.223951018339377	0.162417795118267
"lactate transmembrane transport"	0.164759896982355	0.00151843769019428	0.146338426664464	1.95199287987395	0.162421024588005
"purine ribonucleoside salvage"	0.171033025987358	0.0169712900922994	0.102517008247738	2.4541904688898	0.162421053223855
"ncRNA transcription"	0.0162087802131791	0.00151732426874269	0.0233649004832764	0.0817868583038977	0.162416738540903
"suppression by virus of host STAT1 activity"	0.0163189035882551	0.00151840149906891	0.000725491971528454	0.025023139279448	0.16241834388279
"L-lysine metabolic process"	0.114396267064221	0.0170995468035025	0.118266190719817	1.69773113815461	0.162418359688112
"regulation of intracellular pH"	0.0814146660779081	69.1964264841562	0.0497300180118825	1.0246186145923	0.162418557455541
"negative regulation of mRNA 3'-end processing"	0.00558337703021079	0.00154148288526142	0.000725038629275885	0.025023139279448	0.162416690726424
"negative regulation of alpha-beta T cell differentiation"	0.00559537255841323	0.0015184001529587	0.000725559926852882	0.00219052633446445	0.162417825014269
"negative regulation of cardiac muscle cell apoptotic process"	0.000507631753876816	0.159178242719133	0.000725061901020619	0.0524413943064746	0.162416699914999
"xanthophyll biosynthetic process"	0.000507631753876225	0.00154390756913899	0.000725051256072334	0.0515394696837019	0.162416705411995
"transcription by RNA polymerase III"	0.0673430197253314	0.00151840095232444	0.0482864433284117	0.435801790453262	0.162416796081784
"proline biosynthetic process"	0.37471432916085	0.0492263121605376	0.398693824679379	9.34402650002547	0.162421825400995
"inosine catabolic process"	0.000507631754521961	0.0169707900348916	0.00815919329934606	0.146289552154124	0.162416745293757
"deadenylation-dependent decapping of nuclear-transcribed mRNA"	0.0107574912187261	0.182780828362784	0.00072535538419891	0.0766721816712119	0.162416738500449
"iron import into the mitochondrion"	0.00568905246904296	0.00151840673520067	0.000725286282149636	0.0261620367282611	0.16241669169164
"positive regulation of actin filament bundle assembly"	0.0159950520912744	0.00151815299833435	0.00815919274427309	0.0488039795186052	0.162416744154161
"miRNA mediated inhibition of translation"	0.00559115539601826	7.18896925191576	0.000725212444103177	0.0253072436913474	0.162416683637601
"regulation of DNA-templated transcription, initiation"	0.866121835602997	0.10227330981399	1.03631183907735	19.4359439749275	0.162464769718483
"positive regulation of protein targeting to mitochondrion"	0.000507631753877319	1.35980826867262	0.000725057483220227	0.0515811317304472	0.162416708284574
"IMP metabolic process"	0.953300209661357	7.58555504325513	0.862616716793821	23.3614827792645	0.162422133612191
"positive regulation of insulin secretion"	0.0055553322352734	0.0668714644198088	0.00810924549598068	0.0255010262775051	0.162419072906056
"maturation of SSU-rRNA"	0.186690038724444	0.0015184222863156	0.0421718184675741	1.03370209718488	0.16242250166958
"reciprocal meiotic recombination"	0.000507631753766603	0.00153047978740151	0.000725046523709914	0.0797492376096296	0.16241668564152
"D-serine biosynthetic process"	0.000507631700911266	0.0015271262119631	0.000725047278584195	0.111287948107703	0.16241671545321
"fumarate transport"	0.0280266637682829	0.00151842306338683	0.0156863872524676	0.209465969467341	0.162418170211131
"UTP metabolic process"	0.093285515397647	0.00151841630239813	0.092896382699775	0.85960704748136	0.162420715735754
"negative regulation of extrinsic apoptotic signaling pathway in absence of ligand"	0.00557266598530513	0.0846265047522065	0.00072522193347985	0.203327446581645	0.162416693871733
"D-galactonate catabolic process"	0.0667666131057491	0.00151841240749697	0.0487980620231246	0.500688590964543	0.162418085338626
"nuclear protein quality control by the ubiquitin-proteasome system"	0.00560914064015	0.0328587903743391	0.0081743196980949	0.0743863925413969	0.162416685021157
"AMP metabolic process"	0.502398625615102	14.2460459598351	0.401855356740426	8.60592596189362	0.162421656455009
"positive regulation of peptidyl-serine phosphorylation"	0.00050763175371832	0.00152727619671226	0.000725056261676627	0.140418981712586	0.162416702998874
"positive regulation of transcription, DNA-templated"	0.68903084677334	28.9101455781195	0.618827212120648	6.42780360272215	0.162422025169004
"FAD biosynthetic process"	0.1238323231659	0.00151840049779307	0.0863362827885798	1.67731173864861	0.162418700413308
"negative regulation of MAPK cascade"	0.000507631753728289	0.0015189243829876	0.000725061059417435	0.107108449379761	0.162416737681682
"histone lysine demethylation"	0.0211050410485187	0.00151843373136616	0.00815919253233456	0.11475509566441	0.162417829115772
"CDP metabolic process"	0.0107900961507026	0.00151795449355528	0.00072545978020059	0.0256486172867186	0.162416845486187
"regulation of ERAD pathway"	0.00553210707497592	0.00151984819188923	0.000725202713392413	0.0510254908364428	0.162416717957357
"putrescine biosynthetic process from ornithine"	0.040872674117865	0.00151841999486857	0.0234696555561267	0.358812385986063	0.162420481177902
"enterobactin biosynthetic process"	0.109212880797475	0.00151841308916558	0.0508376483218729	0.674706036264686	0.162418200032019
"L-galactonate catabolic process"	0.011109258112738	0.00151728996632379	0.00072508555211769	0.0863772785997869	0.162416694763358
"SRP-dependent cotranslational protein targeting to membrane, translocation"	0.0778131655186496	0.471404618734253	0.0475916392497602	0.577081695044571	0.162417906516769
"valine transport"	0.0753797081644584	0.00151840801453338	0.0389541048275216	0.870316616400283	0.162418621186446
"peptidyl-proline hydroxylation to 4-hydroxy-L-proline"	0.000507631753790269	0.00154528339462345	0.00818646664870314	0.0503249416608002	0.162416675954574
"basic amino acid transmembrane transport"	0.0212716397096188	0.00151843121157658	0.0155900171249984	0.601095479260063	0.162416788561645
"positive regulation of protein ubiquitination"	0.0455978901623103	0.0660028457089737	0.0158361826585017	0.255426324762466	0.162418121996589
"pyrimidine ribonucleoside monophosphate catabolic process"	0.0164335762725997	0.00151843526167164	0.000725457498871357	0.0250231392794481	0.162416841124766
"retinoic acid biosynthetic process"	0.000507631753342907	60.1737331276092	0.000725031667856382	0.00219052633475298	0.162416680298883
"fungal-type cell wall beta-glucan biosynthetic process"	0.000507631753769537	0.290711345374225	0.000725046127189954	0.106073328560396	0.162416694059365
"guanosine tetraphosphate metabolic process"	0.356296076850356	0.0171849035252602	0.380126084087622	6.87936447168773	0.16242202142192
"glutamine biosynthetic process"	0.28033644786287	0.0855437569304172	0.285814618473574	5.30092477223067	0.162419052716593
"cysteine transport"	0.152740463044125	0.00151839334393374	0.049763063677851	1.68970512718308	0.162418701244546
"mRNA polyadenylation"	0.0643732110236371	0.00151840061023463	0.120636059089313	0.909244421225763	0.162417765152619
"transcription by RNA polymerase I"	0.0108665625442782	0.00152489663882873	0.000725048684482528	0.0250231392794479	0.162416745046948
"L-asparagine metabolic process"	0.102765245446456	0.0169710577569874	0.0590497064535412	0.593289850610908	0.16241823765861
"alanine biosynthetic process"	0.271120168094058	0.0169686902260494	0.191998602050545	4.19698250996933	0.162421457459788
"modulation by virus of host protein ubiquitination"	0.0619339284612811	0.00151784803710164	0.032311666658704	0.249583609652595	25.8243339774141
"regulation of cysteine-type endopeptidase activity involved in apoptotic process"	0.0159730306867086	1.82682353326042	0.0396193070743921	0.278532735212813	0.162416691126813
"maturation of LSU-rRNA"	0.612561114468277	0.00151801313374575	17.1348146392678	0.726745798313681	0.162470582991729
"purine deoxyribonucleoside triphosphate catabolic process"	0.0390200284796417	0.0169709278652221	0.0770239337788255	0.616333872940444	0.162417894636861
"ubiquitin-dependent ERAD pathway"	0.0253499971140006	0.562424441811275	0.0241468205363823	0.211439001229779	0.162416698173692
"hydroxylysine catabolic process"	0.0107574912187282	1.42510977459742	0.000725036202545056	0.00219052404850406	0.162416744342527
"glycine biosynthetic process"	0.330498331801229	0.186092807177362	0.342712970866879	6.26072917969455	0.162419138463651
"histone H4 deacetylation"	0.0106584230188767	0.00151731153487072	0.0157390895547181	0.0255010262775051	0.162416716794433
"3'-phosphoadenosine 5'-phosphosulfate metabolic process"	0.000507631701769862	0.120024798220512	0.000725087691774968	0.187711707132019	0.162416693365647
"ribonucleoprotein complex export from nucleus"	0.117502457655129	0.0169711182247254	0.904352977136686	0.191944006208628	0.162418454124327
"ADP metabolic process"	1.97117095934532	7.06522804561088	1.04992607551279	32.859269538672	0.162422964017697
"guanosine metabolic process"	0.000507631754522141	0.0169707900334812	0.00815919329934942	0.144900117407286	0.162416745805849
"enzyme active site formation via cysteine modification to L-cysteine persulfide"	0.0107498933472439	0.00151750869707772	0.000725464826944899	0.0261620367282611	0.162416687936864
"cellular copper ion homeostasis"	0.22445687197132	0.0169710461293568	0.198103517729092	1.70042180498015	0.16241887595262
"regulation of actin filament polymerization"	0.209816656905921	0.00151826014930653	0.546702886212873	0.398242547453214	0.162421525861476
"positive regulation of proteasomal protein catabolic process"	0.0272946467325389	0.161333369406257	0.0584165916961442	0.287796246396441	0.162417833157707
"regulation of transcription by RNA polymerase II"	0.372240993767187	2.15212317367032	0.813172679890075	0.871897835378681	0.162464816219087
"negative regulation of aldosterone biosynthetic process"	0.0106584230188767	0.0015173126918659	0.0157390895547179	0.00219052633450192	0.162416716774006
"glutamate biosynthetic process"	0.401426194354071	30.6411148310552	0.379713321454066	7.38595785098435	0.162421698717149
"L-kynurenine catabolic process"	0.0602869378694902	0.00151840627586654	0.0567035653481982	0.777728974916129	0.162418465226273
"mitochondrial tRNA processing"	0.0165872411346673	0.10945330138328	0.00815919279520446	0.109818349813215	0.162416787071344
"L-serine catabolic process"	0.0994461629986665	0.00151843758813666	0.0570516062855764	0.850748728969579	0.16241855772976
"cysteine biosynthetic process"	0.540994461538908	0.23153702352202	0.541439382423265	13.0810024027693	0.162421569078748
"purine ribonucleoside monophosphate biosynthetic process"	1.54270317089345	28.2171183463652	1.27144895202834	36.6867896137466	0.162466287251193
"negative regulation of DNA-dependent DNA replication initiation"	0.0679932808344917	0.00151840527279828	0.0314303722870422	0.667494575071674	0.162416969805106
"deoxyinosine catabolic process"	0.000507631754524877	0.0169707898138854	0.00815919329979365	0.114102849585178	0.162416745764097
"regulation of chromatin silencing"	0.000507631700482292	0.0332857951614254	0.000725058942552786	0.0493625644401663	0.162416676420521
"threonine catabolic process"	0.252172898333279	28.3618797109707	0.263178424621967	4.0552134063293	0.162418991860425
"regulation of histone ubiquitination"	0.0055990497295254	0.0328588191167101	0.00072504708598159	0.0488039795186052	0.162416709986272
"DNA methylation on adenine"	0.957217747591956	0.103083431451935	1.31999927465475	5.50476890724908	0.162422923454051
"regulation of ATPase-coupled calcium transmembrane transporter activity"	0.000507631753794093	0.101762144511293	0.000725031585221388	0.078145390588893	0.162416682612253
"negative regulation of transcription, DNA-templated"	1.37905750613353	2.18204657700332	0.826642369379862	12.0613476840182	0.162464993900378
"S-adenosylmethioninamine biosynthetic process"	0.0323302565568762	0.0015184256891654	0.0157741604176863	0.764138935491824	0.162416667981473
"galactosylceramide catabolic process"	0.00553210707497615	0.00151776595696171	0.000725124627592859	0.231450553814885	0.162416740059173
"acyl-CoA metabolic process"	0.846116027606677	5.23219538906866	0.591149395540585	13.6471238650096	0.162422593070105
"glucosylceramide catabolic process"	0.000507631753791721	0.00152379249197214	0.000725042370244372	0.0818527858155271	0.162416720925295
"L-arabinose transmembrane transport"	0.0735964604272652	0.00151844695458496	0.0322488977807658	0.441273120039671	0.162420638044041
"pyrimidine ribonucleotide catabolic process"	0.0339622185603422	0.0169709728392764	0.0474823219412436	0.31855664304933	0.1624180734397
"transcriptional attenuation by ribosome"	0.00560659892533289	0.00151818946335748	0.00832238881952486	0.025023139279448	0.162416682944644
"arginine catabolic process"	0.236410132120776	0.0674004329927311	0.286436146615636	7.48508976975433	0.162418759064517
"positive regulation of cholesterol biosynthetic process"	0.000507631753375203	0.953387937002759	0.000725086414493473	0.0021905263347572	0.162416692893424
"coenzyme A metabolic process"	0.343928490040102	3.96841285664877	0.280164789424595	5.06803973974898	0.16242121372003
"positive regulation of nuclear-transcribed mRNA poly(A) tail shortening"	0.00559115539601786	7.1817310697794	0.000725206039650839	0.00219052633443152	0.162416683164678
"internal peptidyl-lysine acetylation"	0.0475637753938205	3.06937532983931	0.0600707359145682	0.42026236712116	0.162418388315587
"positive regulation of MAPK cascade"	0.0509111258409483	0.0496147361992719	0.0740107323216614	0.279326334977262	0.16241669508296
"pyrimidine deoxyribonucleoside monophosphate biosynthetic process"	0.196136395099097	0.274576348186263	0.25433217661063	3.49600823455786	0.162421244760233
"negative regulation of septation initiation signaling"	0.01085854945839	0.00151841950358098	0.00072536327071925	0.00219052633448085	0.162416994744618
"regulation of DNA-templated transcription, elongation"	0.29158326819604	0.0665183461992322	0.24817588910747	3.69329204790175	0.162421164483947
"L-cystine transport"	0.0170194762674481	0.00151841578944767	0.00828324302091984	0.321614414099284	0.162416979564529
"protein targeting to ER"	0.589641723986381	0.0670416235774396	0.371268803918658	5.32833975859115	0.162464752403389
"succinate transport"	0.0339795745470924	0.00151841806185055	0.0156863872525076	0.389488978088531	0.16241817963552
"gene silencing by miRNA"	0.00559115539601786	7.1817310697794	0.000725206039650839	0.00219052633443152	0.162416683164678
"regulation of stress-activated MAPK cascade"	0.0108635962265105	0.0492335149639399	0.0156863872525013	0.177430305266974	0.162416682598804
"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	0.0215848463864304	0.00151843863149939	0.0966567350095272	0.0787482656690782	0.162416719080016
"regulation of stress fiber assembly"	0.00953384324217412	0.0015178557699814	0.00810924558745444	0.0252793507118239	0.162416686177757
"nicotinamide nucleotide biosynthetic process"	0.634717996600299	0.702188028988609	0.591503881028918	13.2727976554436	0.162422091183792
"glycine catabolic process"	0.442594874171565	0.0850325773852794	0.393411328075343	8.4979601504431	0.162421693487026
"purine ribonucleoside monophosphate catabolic process"	0.000507631753837153	8.33274955537826	0.000725038793080581	0.0493625644401665	0.162416732942581
"rRNA 3'-end processing"	0.00961864989484637	0.00151795007685721	0.000725052115394013	0.0553847352968039	0.162416743813727
"L-idonate transmembrane transport"	0.0055321070749762	0.00151731945441035	0.000725302578601381	0.053779970526522	0.162416692377819
"peptidyl-cysteine S-trans-nitrosylation"	0.000507631753763826	0.0673565187299967	0.00818646783930931	0.0735395812155348	0.162416701490958
"pyrimidine nucleotide salvage"	0.236233885857576	0.0169709866437287	0.120463609472432	1.97445220197576	0.16241857480705
"replication fork protection"	0.0394470163594767	0.0015184237381971	0.00810924518851216	0.0873345631567814	0.162418321164803
"negative regulation of pathway-restricted SMAD protein phosphorylation"	0.00559537255841323	0.0015184001529587	0.000725559926852882	0.00219052633446445	0.162417825014269
"positive regulation of extrinsic apoptotic signaling pathway via death domain receptors"	0.0107641757899102	0.00151771751556347	0.000725351537744073	0.025023139279448	0.162416748069415
"fatty acid beta-oxidation using acyl-CoA oxidase"	0.000507631753375455	1.0412172452395	0.000725082119120042	0.00219052633475709	0.162416695951235
"glutamine catabolic process"	0.090096538957788	0.00151841175472552	0.0696904963005817	0.489989835701461	0.162417202743305
"fatty acid transmembrane transport"	0.00555533223527327	0.00151745528394819	0.0235577283284547	0.025023139279448	0.162416679155994
"histidine catabolic process to glutamate and formamide"	0.244620156254346	0.00151734437073392	0.174506179429477	3.52333440441044	0.162422711462079
"glucuronoxylan catabolic process"	0.000507631753889377	0.00153886350195399	0.000725054492144792	0.0263187609074119	0.162416718681353
"queuosine salvage"	0.0513247453004258	0.00151839994361318	0.040758535871536	1.09223751015979	0.162417796326327
"neurotransmitter receptor transport to postsynaptic membrane"	0.000507631753889595	0.00152756746496767	0.00810924564586133	0.026162036728261	0.162416732353922
"S-adenosylhomocysteine catabolic process"	0.0881787864259641	0.01709984613681	0.111646045959001	1.72838579573056	0.16241824217075
"adenine salvage"	0.0956662393268772	0.00151840331537405	0.0313519899533174	1.10103491134452	0.16241872428452
"tRNA 3'-end processing"	0.135551175179746	0.0328572355001791	0.0962026032651196	1.8947388332842	0.162418445169517
"purine ribonucleoside bisphosphate biosynthetic process"	0.0683010515858305	0.139878805120457	0.0313245112373417	0.573982658068196	0.162417906099543
"nuclear-transcribed mRNA catabolic process, exonucleolytic"	0.000507631753728892	0.0171000366335125	0.000725050716833224	0.101220293779809	0.162416692577404
"mitochondrial calcium ion transmembrane transport"	0.000507631753828156	0.0668716497066476	0.000725042303005127	0.0794288030896196	0.162416678141883
"protein secretion by the type V secretion system"	0.0648428010992117	0.00151806612765489	0.131954717236997	1.01848403672556	0.162420689064901
"regulation of CD4-positive, alpha-beta T cell differentiation"	0.00559537255841323	0.0015184001529587	0.000725559926852882	0.00219052633446445	0.162417825014269
"tryptophan transport"	0.06181324612479	0.00151843138735869	0.00820534258277819	0.253069644801942	0.162418378533137
"adenosine catabolic process"	0.00553210707497632	0.0015184195050631	0.000725559157639226	0.164873448759223	0.162417554744877
"peptidyl-lysine hydroxylation involved in bacterial-type EF-P lysine modification"	0.000507631753735734	0.00152031336392537	0.0157056826311281	0.088452172189352	0.162416734094204
"protein targeting to vacuole"	0.0106584230188766	0.29596059975272	0.000725314365134813	0.164597854680658	0.162416690470227
"modulation by virus of host transcription"	0.0272606123075532	0.00151810671398118	0.00832238874480132	0.00219052404850288	58.4944206388471
"regulation of cytosolic calcium ion concentration"	0.0159428463786238	0.0673563760197016	0.0399092307417874	0.29842222492388	0.162416691662652
"regulation of alternative mRNA splicing, via spliceosome"	0.0158752952601386	0.00151730456576809	0.0158175854526737	0.025023139279448	0.162416715915372
"pyrimidine deoxyribonucleoside diphosphate biosynthetic process"	0.106840824505073	0.00151842475018719	0.085625619593655	1.1843264236876	0.162418129183088
"negative regulation of endopeptidase activity"	0.418337210472315	1.92272037994319	0.7485691928424	6.5069378720387	0.162419528237386
"cyclic purine nucleotide metabolic process"	0.158391567426364	0.00151840002512555	0.130236387281202	1.90617057925189	0.162418672229765
"negative regulation of phosphoprotein phosphatase activity"	0.0166384848220676	0.0015184131577078	0.0235026951382524	0.0021905263346438	0.162416687475955
"arginine biosynthetic process"	0.9254483016617	0.286180628993426	0.916052144093235	17.7623678905617	3.00560719252735
"histone arginine methylation"	0.00553210707497623	0.00151921558484184	0.000725135597086112	0.0766721816712118	0.162416738472798
"regulation of cortisol biosynthetic process"	0.0106584230188767	0.0015173126918659	0.0157390895547179	0.00219052633450192	0.162416716774006
"pore formation by virus in membrane of host cell"	0.00557669849009373	0.00151725521691979	0.000725293963772737	0.0255010262775051	0.162416680883292
"amino acid export across plasma membrane"	0.0573601916576099	0.00151840447281207	0.00823153960268288	0.304257307682513	0.162417629940217
"tRNA aminoacylation for protein translation"	6.39136108310181	10.7406186816567	44.5679851199341	111.046879109041	12.3382068048881
"butyrate catabolic process"	0.0106315886994483	0.809285827732072	0.000725537734978617	0.0259553484709216	0.162417802295851
"cGMP metabolic process"	0.0214870550673988	0.00151841423905162	0.0157587173218559	0.621338445042839	0.162417658627507
"negative regulation of phosphate transmembrane transport"	0.000507631701721086	0.00151764561579947	0.00810925093145454	0.340114777346022	0.162416686874074
"guanosine pentaphosphate metabolic process"	0.00554601423344257	0.00151732285843793	0.00810924553816446	0.244918441274825	0.162416696383426
"SCF-dependent proteasomal ubiquitin-dependent protein catabolic process"	0.00440695046988791	0.00152360329927248	0.00813912533004413	0.0518284243575989	0.162416729450332
"tRNA modification"	1.85255852272555	3.98414631272461	2.04709972365148	51.9805681800525	3.00554228540925
"bacterial cellulose biosynthetic process"	0.0158350788275849	0.0015184364371727	0.0155900173502717	0.228412526753459	0.162417658385367
"positive regulation of peptidyl-tyrosine phosphorylation"	0.00556234491979622	0.162143200826126	0.0155900173485473	0.0253072436913474	0.162416687151753
"p-aminobenzoyl-glutamate transmembrane transport"	0.0212223584178341	0.0015184292738105	0.0316839987448736	0.356084971011943	0.162417667199784
"NAD catabolic process"	0.00050763170167279	0.00151723285373064	0.000725080724415742	0.141570207205386	0.162416703173792
"negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway"	0.000507631753877935	0.0665193164550696	0.000725080755331981	0.0508655960031284	0.162416761568213
"homoserine biosynthetic process"	0.0210783521690664	0.00151786557072523	0.0159864185854022	0.273946748116152	0.162416688869915
"xanthosine catabolic process"	0.000507631754524877	0.00152154844306912	0.00815919329979393	0.114102849585178	0.162416745773943
"negative regulation of glycolytic process"	0.000507631753375347	1.34693987784213	0.000725066124897928	0.00219052633475806	0.162416713147115
"selenocysteine biosynthetic process"	0.142442140911604	0.00151843762699896	0.155302268369393	2.77516146892589	0.162420827103661
"posttranslational protein targeting to membrane, translocation"	0.0109295308035891	0.29071132030394	0.0166564131651163	0.34222823220897	0.162416678925864
"protein import into mitochondrial matrix"	0.0444296879891556	0.0665190121941088	0.0237709216027365	0.12036028980012	0.162420099511039
