"V1"	"V2"	"V3"	"V4"	"V5"
"GO:0006812-cation transport"	4.15818828314885	128.335314552927	1.02186338299949	97.2023769930138	93.4731433854221
"GO:0044058-regulation of digestive system process"	0.000274569683339099	0.000971644818208886	0.00105662862280769	0.00307571431741983	0.168728659375577
"GO:0008211-glucocorticoid metabolic process"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0044042-glucan metabolic process"	0.62865899814572	43.4131423728391	0.23147400465164	7.62676676969367	7.31431136145986
"GO:0014003-oligodendrocyte development"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:2001115-methanopterin-containing compound metabolic process"	0.000274619670938286	0.000971647773909644	0.00105662862179306	0.0030757059252832	0.173733719137713
"GO:0046217-indole phytoalexin metabolic process"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:0045143-homologous chromosome segregation"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0010889-regulation of sequestering of triglyceride"	0.000257768134605563	0.000982327900524489	0.00105662717214365	0.035137261384697	0.155752490163726
"GO:0019219-regulation of nucleobase-containing compound metabolic process"	4.56035435765458	24.3816050733136	1.90723751067672	96.979025223331	102.06977460843
"GO:0052542-defense response by callose deposition"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:1901422-response to butan-1-ol"	0.0002744880931427	0.000971641123651539	0.00105662862407602	0.00307572462966665	0.162887508016938
"GO:0043386-mycotoxin biosynthetic process"	0.000274619670938286	0.000971647773909644	0.00105662862179306	0.0030757059252832	0.173733719137713
"GO:0042441-eye pigment metabolic process"	0.00270232073647253	0.000981731970139509	0.00105662707886311	0.00307574146381706	0.155752490272452
"GO:0046222-aflatoxin metabolic process"	0.000274619670938286	0.000971647773909644	0.00105662862179306	0.0030757059252832	0.173733719137713
"GO:0043276-anoikis"	0.00270193702637961	0.000965818818428466	0.00105662828482463	0.00306869010163732	0.011871367321673
"GO:0035284-brain segmentation"	0.00519892204812867	0.000996571568597252	0.0122607525558054	0.00306468953899819	0.011872835251401
"GO:0051650-establishment of vesicle localization"	0.00270954005661515	0.000981740695558765	0.00105662704749031	0.00307574147050824	0.155752490267814
"GO:1990868-response to chemokine"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0046232-carbazole catabolic process"	0.000274569683339099	0.000971644818208886	0.00105662862280769	0.00307571431741983	0.168728659375577
"GO:0007512-adult heart development"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0060355-positive regulation of cell adhesion molecule production"	0.0002744880931427	0.000971641123651539	0.00105662862407602	0.00307572462966665	0.162887508016938
"GO:1901863-positive regulation of muscle tissue development"	0.0002744880931427	0.000971641123651539	0.00105662862407602	0.00307572462966665	0.162887508016938
"GO:0050820-positive regulation of coagulation"	0.00271355219896031	0.00100362193811003	0.00105662964823128	0.161805173970377	0.241770246700582
"GO:2000027-regulation of animal organ morphogenesis"	0.000259468674675852	0.000986130915834418	0.00105662711709232	0.035137258074583	0.162887504096614
"GO:0042490-mechanoreceptor differentiation"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0098543-detection of other organism"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:0031930-mitochondria-nucleus signaling pathway"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:0006939-smooth muscle contraction"	0.000274619670938286	0.000971647773909644	0.00105662862179306	0.0030757059252832	0.173733719137713
"GO:0051683-establishment of Golgi localization"	0.000274683915225635	0.000971655837700068	0.00105662861902523	0.00307568236861411	0.189099774757811
"GO:0060584-regulation of prostaglandin-endoperoxide synthase activity"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:0046294-formaldehyde catabolic process"	0.0921403781407701	0.0217658444859096	0.066089653611172	0.51997167379055	0.75423304154055
"GO:0009751-response to salicylic acid"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:0080170-hydrogen peroxide transmembrane transport"	0.000274268294917585	0.000969815729742003	0.00105662855315871	0.0351383812818293	0.0118713671030067
"GO:0000271-polysaccharide biosynthetic process"	18.5157858102541	34.2280525650867	0.49253483037964	23.9117626419277	22.9489119682179
"GO:0048227-plasma membrane to endosome transport"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:0071774-response to fibroblast growth factor"	0.00269676756591965	0.000965810024095895	0.00105662825469238	0.00306868996432388	0.0118713673237849
"GO:0031136-positive regulation of conjugation"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0031137-regulation of conjugation with cellular fusion"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0006869-lipid transport"	0.314954065244656	1.57120455821263	0.145800408481959	2.7241766992566	3.26992806133059
"GO:0006771-riboflavin metabolic process"	15.9259873602763	2.16365258207745	0.419469503065078	15.3643274234925	16.5193847515196
"GO:0097484-dendrite extension"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0009821-alkaloid biosynthetic process"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:0048709-oligodendrocyte differentiation"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0002828-regulation of type 2 immune response"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:0001656-metanephros development"	0.0002744880931427	0.000971641123651539	0.00105662862407602	0.00307572462966665	0.162887508016938
"GO:2000574-regulation of microtubule motor activity"	0.000274619670938286	0.000971647773909644	0.00105662862179306	0.0030757059252832	0.173733719137713
"GO:0071867-response to monoamine"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:0032494-response to peptidoglycan"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:0033365-protein localization to organelle"	0.293562654897339	3.43943011740267	0.216752469992937	1.82396236870976	1.67915846023375
"GO:0031579-membrane raft organization"	0.000258914383387439	0.000984321270525025	0.00105662711000086	0.0356966692751214	0.197913541619909
"GO:0035834-indole alkaloid metabolic process"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0019295-coenzyme M biosynthetic process"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:0030282-bone mineralization"	0.00270954005661515	0.000981740695558765	0.00105662704749031	0.00307574147050824	0.155752490267814
"GO:0048145-regulation of fibroblast proliferation"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0055082-cellular chemical homeostasis"	0.411649200401483	31.9379507304883	0.195601948353908	2.98532584297595	3.08274427196912
"GO:0010143-cutin biosynthetic process"	0.000274255534279277	0.000969822580418645	0.00105662855060679	0.0356978569170411	0.0118713670391279
"GO:0044275-cellular carbohydrate catabolic process"	0.455414537135343	10.4119625217297	0.217820588278025	4.74729986290343	4.73432921627823
"GO:0009753-response to jasmonic acid"	0.0002592897377267	0.000984302540947949	0.00105662711241543	0.0351372580771508	0.162887504009937
"GO:0070221-sulfide oxidation, using sulfide:quinone oxidoreductase"	0.00269676756591965	0.000965810024095895	0.00105662825469238	0.00306868996432388	0.0118713673237849
"GO:0044409-entry into host"	0.0864216262476639	0.76487785220058	0.128238210151074	0.446912505435666	0.602588117943756
"GO:0065003-protein-containing complex assembly"	0.618049939014622	35.6074538574276	0.231040411072327	6.50083316631122	6.34019109173783
"GO:0071444-cellular response to pheromone"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0018931-naphthalene metabolic process"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:0003197-endocardial cushion development"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:1901545-response to raffinose"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0006855-drug transmembrane transport"	0.668962027602316	0.057325803116841	0.206737106974563	6.86352778602549	8.62358193128813
"GO:0060904-regulation of protein folding in endoplasmic reticulum"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:1990089-response to nerve growth factor"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:0009741-response to brassinosteroid"	0.000274268294917585	0.000969815729742003	0.00105662855315871	0.0351383812818293	0.0118713671030067
"GO:1900048-positive regulation of hemostasis"	0.00271355219896031	0.00100362193811003	0.00105662964823128	0.161805173970377	0.241770246700582
"GO:0010743-regulation of macrophage derived foam cell differentiation"	0.000274993740836615	0.000972600352753406	0.00105662857810502	0.0351383812393657	0.0118713670935976
"GO:2000291-regulation of myoblast proliferation"	0.00025946625968515	0.000986122339418022	0.00105662711825314	0.0351372670625462	0.146290898556002
"GO:0072402-response to DNA integrity checkpoint signaling"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0016201-synaptic target inhibition"	0.00269676756591965	0.000965810024095895	0.00105662825469238	0.00306868996432388	0.0118713673237849
"GO:2000344-positive regulation of acrosome reaction"	0.00267541225180736	0.000989825979902478	0.00105662718862324	0.035696690469827	0.146290898483398
"GO:0030318-melanocyte differentiation"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:0045661-regulation of myoblast differentiation"	0.000259485235363944	0.000986135547540164	0.00105662711646732	0.0351372542033305	0.173733715410323
"GO:0048599-oocyte development"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:1903391-regulation of adherens junction organization"	0.000274569683339099	0.000971644818208886	0.00105662862280769	0.00307571431741983	0.168728659375577
"GO:0042364-water-soluble vitamin biosynthetic process"	17.9746593238549	2.36832921503952	0.592248941864261	29.1506614862426	28.7403709976498
"GO:0034637-cellular carbohydrate biosynthetic process"	18.4594626293503	34.6471840131967	0.513140218330627	22.5073583112347	21.8678050244002
"GO:0002239-response to oomycetes"	0.000274268294917585	0.000969815729742003	0.00105662855315871	0.0351383812818293	0.0118713671030067
"GO:0019876-nylon catabolic process"	0.000274569683339099	0.000971644818208886	0.00105662862280769	0.00307571431741983	0.168728659375577
"GO:0010939-regulation of necrotic cell death"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0010468-regulation of gene expression"	4.78987503952943	69.3067579644268	2.01157071065123	101.260047591362	106.047584062232
"GO:0052315-phytoalexin biosynthetic process"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:0031147-1-(3,5-dichloro-2,6-dihydroxy-4-methoxyphenyl)hexan-1-one metabolic process"	0.0002744880931427	0.000971641123651539	0.00105662862407602	0.00307572462966665	0.162887508016938
"GO:0072088-nephron epithelium morphogenesis"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0034645-cellular macromolecule biosynthetic process"	31.791085686381	125.124158774344	3.70039077182027	166.954396206707	149.514391299002
"GO:0048708-astrocyte differentiation"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0046485-ether lipid metabolic process"	0.000244146050333901	0.000994909013691186	0.00105662713828209	0.0690172931171283	0.217972697063248
"GO:0048636-positive regulation of muscle organ development"	0.0002744880931427	0.000971641123651539	0.00105662862407602	0.00307572462966665	0.162887508016938
"GO:1904019-epithelial cell apoptotic process"	0.00270524154093162	0.00098174284204014	0.00105662706339577	0.00307571789600912	0.168728655766476
"GO:0019649-formaldehyde assimilation"	0.000260441972884765	0.000986249803269484	0.00105662706924873	0.035696683774561	0.155752489999552
"GO:0010657-muscle cell apoptotic process"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0032490-detection of molecule of bacterial origin"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:0015748-organophosphate ester transport"	0.282170831378018	0.835051541667636	0.142137251461603	2.34899500062431	2.87130107033409
"GO:0055095-lipoprotein particle mediated signaling"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0009966-regulation of signal transduction"	0.320469004801194	16.2409885886838	0.29946078237103	0.696151678836288	0.678908766542244
"GO:0097711-ciliary basal body-plasma membrane docking"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0043244-regulation of protein-containing complex disassembly"	0.332856173976831	0.0797748631893805	0.146838174543623	2.86827595279261	2.53816121833644
"GO:0000712-resolution of meiotic recombination intermediates"	0.000257740778318221	0.000982334634346631	0.00105662717115272	0.0351372558168374	0.168728655663937
"GO:0048240-sperm capacitation"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:0016311-dephosphorylation"	0.704376618006768	3.32118371638283	0.317892507326357	11.1681809268119	11.6586442883593
"GO:0042727-flavin-containing compound biosynthetic process"	15.947989100008	2.1636527720487	0.425949511835669	16.1762963726724	17.1523258044859
"GO:0009723-response to ethylene"	0.0002592897377267	0.000984302540947949	0.00105662711241543	0.0351372580771508	0.162887504009937
"GO:0018959-aerobic phenol-containing compound metabolic process"	0.000274619670938286	0.000971647773909644	0.00105662862179306	0.0030757059252832	0.173733719137713
"GO:0042461-photoreceptor cell development"	0.0204974661872611	0.0107022418869897	0.011818680779968	0.00307091029286196	0.16288751075434
"GO:0048535-lymph node development"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0021873-forebrain neuroblast division"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:1903576-response to L-arginine"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:1900140-regulation of seedling development"	0.00025941288103635	0.000984293456776611	0.0010566271135515	0.0351372670659339	0.146290898468082
"GO:0080114-positive regulation of glycine hydroxymethyltransferase activity"	0.000274569683339099	0.000971644818208886	0.00105662862280769	0.00307571431741983	0.168728659375577
"GO:2000696-regulation of epithelial cell differentiation involved in kidney development"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0098660-inorganic ion transmembrane transport"	1.92714006024712	83.0317815505823	0.527122615606553	33.9709746084972	31.3968107282691
"GO:0071455-cellular response to hyperoxia"	0.000273489905571043	0.0107192742781447	0.00105662821835141	0.0030605056044874	0.0118713674619742
"GO:0071369-cellular response to ethylene stimulus"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:2001116-methanopterin-containing compound biosynthetic process"	0.000274619670938286	0.000971647773909644	0.00105662862179306	0.0030757059252832	0.173733719137713
"GO:0010884-positive regulation of lipid storage"	0.000224183705170617	0.000998711217349027	0.00105662774546681	0.107695062116531	0.162887505074456
"GO:0019217-regulation of fatty acid metabolic process"	0.0582002991085766	0.398435383144413	0.0368890087553849	0.289866638729398	0.54934337404918
"GO:0090207-regulation of triglyceride metabolic process"	0.0026987132283119	0.000978150878652461	0.00105662713001069	0.0351383839965968	0.0118713665400547
"GO:1990869-cellular response to chemokine"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0014821-phasic smooth muscle contraction"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:0030217-T cell differentiation"	0.0078513359696635	0.00100480093756647	0.0235732243562268	0.0356966912605776	0.146304273678172
"GO:0008655-pyrimidine-containing compound salvage"	0.186925663499982	0.0217707992388294	0.0808270493983776	0.968931601022518	1.31083583250782
"GO:0046154-rhodopsin metabolic process"	0.00270264638354148	0.000981726103340816	0.00105662707941195	0.00307576085469696	0.146290898789649
"GO:1903393-positive regulation of adherens junction organization"	0.000274569683339099	0.000971644818208886	0.00105662862280769	0.00307571431741983	0.168728659375577
"GO:0098771-inorganic ion homeostasis"	0.544341579321811	32.8477351356847	0.217941328325659	4.64276045674871	5.70115376565318
"GO:0009231-riboflavin biosynthetic process"	15.9259873602763	2.16365258207745	0.419469503065078	15.3643274234925	16.5193847515196
"GO:0033566-gamma-tubulin complex localization"	0.00270541239178154	0.000981739908372356	0.00105662706363912	0.00307572812464903	0.162887504325205
"GO:0040019-positive regulation of embryonic development"	0.0002744880931427	0.000971641123651539	0.00105662862407602	0.00307572462966665	0.162887508016938
"GO:0006073-cellular glucan metabolic process"	0.626760220502916	43.4035210124238	0.231436716456561	7.53778019837005	7.14758567502457
"GO:0055080-cation homeostasis"	0.530073547280903	32.8698977082398	0.216654781915882	4.36808008451789	5.47279773997857
"GO:2000647-negative regulation of stem cell proliferation"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0036438-maintenance of lens transparency"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0051905-establishment of pigment granule localization"	0.00270819557475037	0.000981732815438094	0.00105662705472123	0.00307576085960038	0.146290898786093
"GO:0070587-regulation of cell-cell adhesion involved in gastrulation"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:1903036-positive regulation of response to wounding"	0.00271355219896031	0.00100362193811003	0.00105662964823128	0.161805173970377	0.241770246700582
"GO:0021847-ventricular zone neuroblast division"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0044407-single-species biofilm formation in or on host organism"	0.000259709471907527	0.000986154516641379	0.00105662711395057	0.0356966670581138	0.216052582102535
"GO:0099132-cation transmembrane transport"	0.688551844543349	26.6643849055887	0.324525193269226	10.7927686869345	9.98729278678018
"GO:0060457-negative regulation of digestive system process"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0048496-maintenance of animal organ identity"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0042462-eye photoreceptor cell development"	0.0204745057555355	0.0107022317966388	0.0117763348302726	0.00307104567911234	0.162887510749308
"GO:0033692-cellular polysaccharide biosynthetic process"	18.4276501032193	34.2034173174697	0.485962030077876	21.8090345240148	21.1227886088366
"GO:0051252-regulation of RNA metabolic process"	4.51231961092629	23.7474758280228	1.85690522268822	96.0546195302707	101.007878733798
"GO:0015672-monovalent inorganic cation transport"	1.7421098701966	96.4555779680243	0.521034394661112	29.2894243429141	27.8763999761833
"GO:0045601-regulation of endothelial cell differentiation"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:0031664-regulation of lipopolysaccharide-mediated signaling pathway"	0.000224483411190503	0.000998703324472807	0.00105662774008668	0.104822068489443	0.146290899527127
"GO:0045844-positive regulation of striated muscle tissue development"	0.0002744880931427	0.000971641123651539	0.00105662862407602	0.00307572462966665	0.162887508016938
"GO:0071869-response to catecholamine"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:0042158-lipoprotein biosynthetic process"	0.226550934037056	0.180990523731205	0.144998408062124	1.3672787989866	1.21286987229975
"GO:0050909-sensory perception of taste"	0.00270541239178154	0.000981739908372356	0.00105662706363912	0.00307572812464903	0.162887504325205
"GO:0014820-tonic smooth muscle contraction"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:0061371-determination of heart left/right asymmetry"	0.00270264638354148	0.000981726103340816	0.00105662707941195	0.00307576085469696	0.146290898789649
"GO:0060143-positive regulation of syncytium formation by plasma membrane fusion"	0.000274569683339099	0.000971644818208886	0.00105662862280769	0.00307571431741983	0.168728659375577
"GO:0003417-growth plate cartilage development"	0.00269676756591965	0.000965810024095895	0.00105662825469238	0.00306868996432388	0.0118713673237849
"GO:0015780-nucleotide-sugar transmembrane transport"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0000266-mitochondrial fission"	0.00027468533822077	0.000971657315574654	0.00105662861851802	0.00307567794350947	0.192221036018771
"GO:0048641-regulation of skeletal muscle tissue development"	0.0002744880931427	0.000971641123651539	0.00105662862407602	0.00307572462966665	0.162887508016938
"GO:0036499-PERK-mediated unfolded protein response"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:0052334-modification by organism of cytoskeleton of other organism involved in symbiotic interaction"	0.000274668571507887	0.000971652348265526	0.00105662862022289	0.00307569268290083	0.1821213996095
"GO:1901404-regulation of tetrapyrrole catabolic process"	0.000274268294917585	0.000969815729742003	0.00105662855315871	0.0351383812818293	0.0118713671030067
"GO:2000179-positive regulation of neural precursor cell proliferation"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:2001117-tetrahydromethanopterin metabolic process"	0.000274619670938286	0.000971647773909644	0.00105662862179306	0.0030757059252832	0.173733719137713
"GO:0090128-regulation of synapse maturation"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:0048662-negative regulation of smooth muscle cell proliferation"	0.0236949663288855	0.0010046619002828	0.0117839877577493	0.0351383807787823	0.0118716096855144
"GO:0048146-positive regulation of fibroblast proliferation"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0006873-cellular ion homeostasis"	0.402499626899275	31.8935428522014	0.195072649542561	2.95809724046705	3.04466599020748
"GO:0002367-cytokine production involved in immune response"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:0098507-polynucleotide 5' dephosphorylation"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:0030725-germline ring canal formation"	0.00269676756591965	0.000965810024095895	0.00105662825469238	0.00306868996432388	0.0118713673237849
"GO:0055096-low-density lipoprotein particle mediated signaling"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0007601-visual perception"	0.0365738640242769	0.000995933471155825	0.0335100342336557	0.152603590815225	0.168767090978219
"GO:0071215-cellular response to abscisic acid stimulus"	0.000274255534279277	0.000969822580418645	0.00105662855060679	0.0356978569170411	0.0118713670391279
"GO:2001204-regulation of osteoclast development"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
"GO:0035635-entry of bacterium into host cell"	0.000244179630365886	0.000994905290368991	0.00105662713747148	0.0701266712817255	0.182121396199627
"GO:0048017-inositol lipid-mediated signaling"	0.040651749149401	0.00099600407654955	0.0355305925282099	0.0690172737871802	0.18580492010435
"GO:0071868-cellular response to monoamine stimulus"	0.000274354184176915	0.000971636197768678	0.00105662862576715	0.00307573807705787	0.155752494013627
"GO:0008333-endosome to lysosome transport"	0.0002744880931427	0.000971641123651539	0.00105662862407602	0.00307572462966665	0.162887508016938
"GO:0032891-negative regulation of organic acid transport"	0.000274142933980593	0.000971628809647215	0.00105662862830373	0.00307575761139953	0.146290902512533
