"V1"	"V2"	"V3"	"V4"	"V5"	"V6"
"GMP catabolic process"	12.1404026251913	0.000776704129007632	0.00142939737009907	0.00160704332944474	0.00236419796015504	0.0027144777317738
"UMP biosynthetic process"	0.00185474873209435	0.0704792774228699	0.118704420566471	0.295454997598433	2.27878323406768	0.267296072400022
"rRNA methylation"	0.0209749759798565	1.02819082071145	71.0671681069025	13.4775815723582	14.7913138732323	2.91065405485871
"charged-tRNA amino acid modification"	0.0209845768013365	0.0985746541207399	0.165040107066807	0.360629276147823	2.25757984218723	0.506132062335809
"tRNA seleno-modification"	0.00185540670145419	0.0348283457274919	0.0169624874900976	0.0793379052031108	0.850325871166339	0.132725928069428
"leucyl-tRNA aminoacylation"	0.0209749902218014	0.522089635135579	27.8007951277852	3.86898930729358	6.12557471550776	1.69418544695548
"L-histidine transmembrane transport"	0.00185563752520305	0.0179769372053942	0.0162162961620744	0.00160704332944476	0.146664855042272	0.00271447773177391
"L-valine transmembrane transport"	0.00185574722084222	0.0168024807707964	0.0160787198292713	0.0929405516962151	0.831903297180038	0.0635125501532129
"positive regulation by organism of apoptotic process in other organism involved in symbiotic interaction"	0.0824566267502325	0.00077670412900759	0.0014295571917621	0.0179730562651498	0.0521178583387156	0.00271447773177381
"glutamate catabolic process to 2-oxoglutarate"	0.0207886236007335	0.10006344078177	0.138469495466061	0.227012327427798	2.39768236214816	0.244384429949984
"cAMP biosynthetic process"	0.00185484460232335	0.0603591707000786	0.141188909619545	0.252740412536323	1.91346462116191	0.224118486191686
"negative regulation of ubiquitin-protein transferase activity"	0.00185406442251075	0.000776704129007588	0.00142940246229435	0.0186559340233324	0.0023748310781162	0.00271447773177379
"UTP catabolic process"	0.00185608140073832	0.000776704129007583	0.0159630106406059	0.0575353525494108	0.247511507167072	0.0027144801479189
"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	0.00185541918838465	0.000776704129012867	0.100892442643918	0.0992679022027243	0.0786506166577321	0.00271447773177382
"D-serine transport"	0.00185520636966251	0.000776704129007581	0.0159630115334141	0.0181197181172375	0.300440622874414	0.0306590029498268
"arginine transmembrane transport"	0.00185595368654239	0.00858403373740152	0.00143026424741885	0.00160704332944476	0.519677573107442	0.0306590004352115
"neurotransmitter receptor transport, endosome to postsynaptic membrane"	0.00185431015647925	0.000776704129007581	0.0159630115686747	0.00160704332944473	0.0279839294554863	0.00271447773177378
"proline catabolic process to glutamate"	0.228910291885366	0.109539867820111	0.171213630676434	0.42152879537211	3.51623202632353	0.220232293084007
"UDP biosynthetic process"	0.00185606570395392	0.00865696946041251	0.0159630115478944	0.0365992030431856	0.185966617585181	0.0682341718723626
"coenzyme A biosynthetic process"	0.00185427023330836	0.182100928271769	0.349639488445478	0.894946192836867	6.18522979920251	1.23836619981332
"succinyl-CoA metabolic process"	0.0616934953321126	0.00869176775547151	0.00142949673822747	0.0546595530591413	0.321211218666802	0.0978218847801973
"putrescine biosynthetic process from arginine via N-carbamoylputrescine"	0.00185339705477132	0.000776704129007593	0.00142939257526128	0.00160704332944474	0.132794464470494	0.00271447773177379
"negative regulation of protein serine/threonine kinase activity"	0.00185611033513247	0.000776704129013189	0.0514235509987289	0.0958765949814487	0.0270085963522707	0.00271447773178017
"carbon catabolite activation of transcription"	41.8122220312605	0.00077670412900764	0.00142941111257599	0.00160704332944474	0.00236419796013228	0.00271447773177376
"GMP biosynthetic process"	0.0636295967962273	0.202103300478085	0.497015972568592	0.73488206569937	6.21069162621182	0.681171211118929
"arginine catabolic process to glutamate"	0.00185543373363344	0.0165813916582643	0.133206285811733	0.149979924419857	1.27824074207259	0.00271448014320991
"negative regulation of DNA-templated transcription, termination"	0.00185474167032734	0.00877159424119993	0.00142941775446523	0.0404982855153368	0.164540520468545	0.0306590004352262
"protoporphyrinogen IX biosynthetic process from glutamate"	0.0207887978780684	0.016847873293175	0.00142941172977466	0.0184502820517618	0.298484337796497	0.00271447773177382
"phosphorylation of RNA polymerase II C-terminal domain"	0.00185485926881762	0.000776704129008147	0.00142943271480387	0.034853251564786	0.0527542321915032	0.0322880579062519
"glutathione transmembrane import into vacuole"	0.0213004045881704	0.000776704129008928	0.00142942404131264	0.0179730562651481	0.0553360730804132	0.0337431430385869
"9-cis-retinoic acid biosynthetic process"	44.7572753300698	0.000776704129007632	0.00142941107919038	0.00160704332944474	0.00236419796012855	0.00271447773177376
"NADP biosynthetic process"	0.0417206181202978	0.0987492200452697	0.0721111725755858	0.30157087182226	2.2584641789005	0.375159460715683
"(R)-carnitine transmembrane transport"	0.00185281823044281	0.000776816675982547	0.00142938912159078	0.00160704332944474	0.028761782831291	0.0306586563801166
"mitotic DNA replication checkpoint"	0.00185473240924055	0.0355552094921187	0.00142941093118832	0.0358245277878765	0.0270048592250993	0.0316007517867017
"long-chain fatty acid import into peroxisome"	0.00185279414599515	0.000776706591488757	0.047724826674714	0.0182191109577615	0.00236419796014548	0.00271447773177382
"intracellular pH elevation"	0.00185474394609953	0.0171219662530147	0.0476210628290863	0.104272842783204	0.11663098100893	0.0317819829898924
"lysine biosynthetic process via aminoadipic acid"	0.00185558069765283	0.000776704129007606	0.0014295591126447	0.0356010997696106	0.124081274305256	0.00271447773177379
"negative regulation of cortisol biosynthetic process"	0.00185519243750338	0.000776704129007597	0.0314755185951037	0.0351395128718382	0.00236419810549837	0.00271447773177379
"suppression by virus of host innate immune response"	0.00186274721396974	0.0746734496965697	0.0162162954928263	0.0616242425839136	0.147201822748661	0.0909103546881771
"3,5-cyclic diguanylic acid metabolic process"	0.00185533341292562	0.000776816720332901	0.00142941250537419	0.0189696308043973	0.0549358486776398	0.126702720126528
"tRNA thio-modification"	0.00185472591334911	0.0670342029916436	0.103916042137161	0.299649639466989	1.99355471162911	0.150962626695167
"tRNA methylthiolation"	0.001855097018893	0.00077670412900773	0.0328039621806098	0.0380351041186084	0.6226521228246	0.0313774286748521
"UTP biosynthetic process"	0.00185399611655072	0.0527470331149847	0.116469958095995	0.147824239428622	0.913459736189611	0.171177140266254
"DNA methylation on cytosine within a CHH sequence"	0.00185537630989329	0.00872116384781478	0.00142939919953314	0.00160704332944474	0.00236419728681065	0.00271447773177388
"cysteine biosynthetic process from serine"	0.0207892541268408	0.159316702525792	0.36332603144437	0.795765962473908	8.0492901643332	1.62602889800866
"snRNA transcription"	0.00185439958284539	0.000776704129007686	0.0159630115716429	0.00160704332944474	0.0546549082102978	0.00271447773177377
"positive regulation of proteasomal ubiquitin-dependent protein catabolic process"	0.127661112062189	0.000776704130434676	0.0653487389047389	0.185035766244735	0.153093787706468	0.00271448159935347
"cGMP biosynthetic process"	0.00185493578115041	0.00874431955426491	0.00143029814221744	0.0729101060870178	0.72430689975393	0.0320722843250861
"arginine catabolic process to ornithine"	0.00185474374061384	0.0503931443679436	0.0480661857064497	0.0357810091881345	1.30091067395784	0.463848120830021
"lysyl-tRNA aminoacylation"	0.360884609198009	0.226762402589022	0.315257593266082	0.463857394583722	4.97777709224415	0.789543491395992
"dephosphorylation of RNA polymerase II C-terminal domain"	0.00185479393107743	0.0167904753065348	0.00141970214728912	0.0351395146984963	0.05211785833865	0.00271447773177391
"intraciliary anterograde transport"	0.00185293837105227	0.000776704129007575	0.00142940669579949	0.00160704332944474	0.028598360583543	0.00271447773177375
"AMP biosynthetic process"	10.5719958728618	0.000776704129008929	0.001429491405989	0.0357783526305684	0.452456543942589	0.115938441692772
"cysteine transmembrane transport"	0.00185481926731177	0.0186332108687298	0.0166501921755869	0.00160704332944474	0.362250874119087	0.0306590004352115
"guanosine pentaphosphate catabolic process"	0.00185566205976922	0.000776704129107578	0.0159630115512492	0.0181197181172375	0.272992146533824	0.00271447773177379
"posttranslational protein targeting to endoplasmic reticulum membrane"	0.00185466088093802	0.00861751222950537	0.0170153859669524	0.017973055257458	0.0835708604964217	0.00271447918381048
