"OTU"	"Control_Healthy"	"Control_Sick"	"COVID19"	"1"	"2"	"3"	"4"	"5"
"22"	"1-acyl-2-lysophosphatidylserine acylhydrolase activity"	0.125	0.426229508196721	14.780487804878	0.0701754385964912	0	1.76190476190476	54.0909090909091	0
"23"	"1-acyl dihydroxyacetone phosphate reductase activity"	0	1.39344262295082	1.04878048780488	0	0	0	11.6363636363636	0
"24"	"1-acylglycerol-3-phosphate O-acyltransferase activity"	1.9375	8.19672131147541	70.8292682926829	3.24561403508772	0	36.1904761904762	229.181818181818	0
"25"	"1-alkyl-2-acetylglycerophosphocholine esterase activity"	3.3125	14.344262295082	62.8780487804878	2.66666666666667	0	57.1428571428571	200.636363636364	0
"26"	"1-deoxy-D-xylulose-5-phosphate reductoisomerase activity"	2.125	10.8360655737705	74	4.40350877192982	0	32.0476190476191	258.090909090909	0
"27"	"1-ethyladenine demethylase activity"	0	0.655737704918033	5.60975609756098	0.701754385964912	0	0	20.9090909090909	0
"28"	"1-phosphatidylinositol-4-phosphate 5-kinase activity"	0	0.114754098360656	20.8292682926829	0	0	25.7619047619048	29.0909090909091	0
"29"	"1-phosphatidylinositol binding"	0	0.459016393442623	2.46341463414634	1.64912280701754	0.0512820512820513	1.0952380952381	0.909090909090909	0
"30"	"1-phosphofructokinase activity"	0.28125	8.11475409836066	175.80487804878	1.52631578947368	0	258.190476190476	200.272727272727	0
"31"	"1-pyrroline-5-carboxylate dehydrogenase activity"	24.28125	28.5737704918033	141.317073170732	14.2982456140351	0.897435897435897	58	567.818181818182	0
"32"	"1,2-diacylglycerol 3-glucosyltransferase activity"	0.65625	0	4.80487804878049	0.368421052631579	0	4.80952380952381	8.72727272727273	0
"33"	"1,3-beta-D-glucan synthase activity"	0	0	2.19512195121951	0	0	0.571428571428571	7.09090909090909	0
"34"	"1,3-beta-galactosyl-N-acetylhexosamine phosphorylase activity"	0.0625	0.295081967213115	14.390243902439	0.140350877192982	0	1.66666666666667	51.5454545454545	0
"35"	"1,3-propanediol dehydrogenase activity"	0	1.60655737704918	6.58536585365854	0	0	0.571428571428571	32.3636363636364	0
"36"	"1,4-alpha-glucan branching enzyme activity"	45.125	205.262295081967	317.975609756098	135.59649122807	311.282051282051	110.47619047619	437.545454545455	0
"37"	"1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis)"	13.875	32.1803278688525	308.463414634146	135.087719298246	16.1282051282051	100.142857142857	420.181818181818	0
"38"	"1,4-alpha-oligoglucan phosphorylase activity"	17.625	69.8524590163934	564.317073170732	19.8070175438597	58.5897435897436	714.190476190476	868.181818181818	0
"39"	"1,4-dihydroxy-2-naphthoate octaprenyltransferase activity"	0.65625	2.77049180327869	20.5365853658537	0.684210526315789	0	23.5238095238095	45.3636363636364	0
"40"	"1,4-dihydroxy-2-naphthoyl-CoA synthase activity"	10.6875	1.22950819672131	27.3414634146341	6.98245614035088	0	26.6666666666667	52.7272727272727	0
"41"	"1,4-dihydroxy-2-naphthoyl-CoA thioesterase activity"	1.1875	7.21311475409836	14.1463414634146	0.842105263157895	0	0.333333333333333	91.1818181818182	0
"42"	"1,4-lactonase activity"	0	0.131147540983607	2.68292682926829	0	0	2.95238095238095	5.09090909090909	0
"43"	"1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase activity"	0	0.754098360655738	4.95121951219512	0.56140350877193	0	0.238095238095238	19.2727272727273	0
"44"	"12-oxophytodienoate reductase activity"	10.34375	16.0327868852459	24.4878048780488	5.80701754385965	0	42.2857142857143	99.4545454545455	0
"45"	"13-prostaglandin reductase activity"	0	0	8.07317073170732	0	0	0	30.0909090909091	0
"46"	"15-hydroxyicosatetraenoate dehydrogenase activity"	0.0625	1.68852459016393	0.0975609756097561	0.0350877192982456	0	4.90476190476191	0.363636363636364	0
"47"	"15-oxoprostaglandin 13-oxidase activity"	0	0	8.31707317073171	0	0	0	31	0
"48"	"16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity"	3.125	9.57377049180328	532.80487804878	2.50877192982456	0	963.47619047619	195.727272727273	0
"49"	"16S rRNA (guanine(1207)-N(2))-methyltransferase activity"	0	6.73770491803279	16.4390243902439	0	0	2.04761904761905	94.7272727272727	0
"50"	"16S rRNA (guanine(966)-N(2))-methyltransferase activity"	0.34375	4.86885245901639	26.0731707317073	0.315789473684211	0	12.3333333333333	100	0
"51"	"17-alpha,20-alpha-dihydroxypregn-4-en-3-one dehydrogenase activity"	0.21875	0.442622950819672	11.4146341463415	0.12280701754386	0	0.19047619047619	44.6363636363636	0
"52"	"2-5-RNA ligase activity"	1	362.065573770492	30.1951219512195	0.964912280701754	0	1068.61904761905	78.1818181818182	0
"53"	"2-alkenal reductase [NAD(P)+] activity"	0.90625	6.73770491803279	110.024390243902	2.05263157894737	1.02564102564103	101.47619047619	242.090909090909	0
"54"	"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity"	0.6875	8.09836065573771	95.3170731707317	0.736842105263158	0.0512820512820513	33.6190476190476	334	0
"55"	"2-aminoadipate transaminase activity"	0.125	0.459016393442623	7.65853658536585	0.12280701754386	0	1.19047619047619	28.5454545454545	0
"56"	"2-aminoethylphosphonate-pyruvate transaminase activity"	6.375	6.0983606557377	18.390243902439	3.6140350877193	0	0.285714285714286	101.636363636364	0
"57"	"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity"	11.125	10.2295081967213	121.121951219512	6.98245614035088	0.0512820512820513	165.761904761905	187.727272727273	0
"58"	"2-chloroethanol cytochrome-c oxidoreductase activity"	1.25	14.5901639344262	2.02439024390244	1.73684210526316	0	34.5714285714286	17.0909090909091	0
"59"	"2-chloroethanol:cytochrome c oxidoreductase activity"	1.46875	12.5901639344262	12.1463414634146	1.64912280701754	0	13.047619047619	85.9090909090909	0
"60"	"2-dehydro-3-deoxy-6-phosphogalactonate aldolase activity"	0.125	0.229508196721311	9.51219512195122	0.140350877192982	0	0.476190476190476	35.4545454545455	0
"61"	"2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase activity"	0	0.0983606557377049	8.90243902439024	0	0	0.904761904761905	32	0
"62"	"2-dehydro-3-deoxy-D-gluconate aldolase activity"	0	0.0819672131147541	5.41463414634146	0	0	0.238095238095238	20.1818181818182	0
"63"	"2-dehydro-3-deoxy-D-pentonate aldolase activity"	0.0625	3.36065573770492	5.53658536585366	0.0350877192982456	0	9.76190476190476	20.6363636363636	0
"64"	"2-dehydro-3-deoxy-L-arabinonate dehydratase activity"	0	0	2.07317073170732	0	0	2.9047619047619	2.18181818181818	0
"65"	"2-dehydro-3-deoxy-phosphogluconate aldolase activity"	0	5.75409836065574	42.0243902439024	0.157894736842105	0	5.47619047619048	177.272727272727	0
"66"	"2-dehydro-3-deoxygalactonokinase activity"	1.90625	0.721311475409836	24.2439024390244	1.36842105263158	0	9.09523809523809	75.4545454545455	0
"67"	"2-dehydro-3-deoxyglucarate aldolase activity"	0	2	9.82926829268293	0	0	0.380952380952381	47	0
"68"	"2-dehydro-3-deoxygluconokinase activity"	0.125	1.37704918032787	25.8048780487805	0.842105263157895	0	12.1428571428571	76.6363636363636	0
"69"	"2-dehydropantoate 2-reductase activity"	6.40625	17.655737704918	79.8292682926829	4.98245614035088	0	62.3333333333333	269.272727272727	0
"70"	"2-deoxy-D-gluconate 3-dehydrogenase activity"	0.78125	1.55737704918033	16.8780487804878	1.42105263157895	0	3	60.7272727272727	0
"71"	"2-deoxyglucose-6-phosphatase activity"	1.21875	0.934426229508197	7.48780487804878	0.684210526315789	0	2.61904761904762	28.0909090909091	0
"72"	"2-enoate reductase activity"	0	0	6.17073170731707	0	0	0	23	0
"73"	"2-heptyl-3-hydroxy-4(1H)-quinolone synthase activity"	0	5.62295081967213	0	0	0	0	31.1818181818182	0
"74"	"2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase activity"	0	3.81967213114754	11.2682926829268	0	0	0	63.1818181818182	0
"75"	"2-hydroxy-3-oxopropionate reductase activity"	1.1875	5.78688524590164	43.3658536585366	1.24561403508772	0	31.8571428571429	129.909090909091	0
"76"	"2-hydroxymuconate-semialdehyde hydrolase activity"	0	0.475409836065574	0.975609756097561	0	0	1.38095238095238	3.63636363636364	0
"77"	"2-isopropylmalate synthase activity"	13.96875	11.7704918032787	138.585365853659	9.3859649122807	0.0512820512820513	74.0476190476191	432.272727272727	0
"78"	"2-keto-3-deoxy-L-rhamnonate aldolase activity"	0	2.47540983606557	0.48780487804878	2.57894736842105	0	0.285714285714286	1.63636363636364	0
"79"	"2-keto-3-deoxygluconate:proton symporter activity"	0	0.114754098360656	29.8048780487805	0.087719298245614	0	25.5714285714286	62.4545454545455	0
"80"	"2-ketobutyrate formate-lyase activity"	0.125	0.377049180327869	5.41463414634146	0.140350877192982	0	1.14285714285714	19.7272727272727	0
"81"	"2-methylcitrate dehydratase activity"	3.90625	12.3606557377049	37.1463414634146	2.59649122807018	0	9.80952380952381	186.181818181818	0
"82"	"2-methylcitrate synthase activity"	0	2.39344262295082	5.60975609756098	0.0701754385964912	0	2.76190476190476	28.5454545454545	0
"83"	"2-methylisocitrate dehydratase activity"	2.78125	93.1311475409836	138.170731707317	61.5438596491228	3.20512820512821	49.8095238095238	614.181818181818	0
"84"	"2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity"	0.78125	6.36065573770492	166.829268292683	101.736842105263	0	1.9047619047619	128.545454545455	0
"85"	"2-oxo-hept-3-ene-1,7-dioate hydratase activity"	1.03125	6.39344262295082	9	0.789473684210526	0	5.90476190476191	56.6363636363636	0
"86"	"2-oxoglutaramate amidase activity"	0	0	2.1219512195122	0	0	0	7.90909090909091	0
"87"	"2-oxoglutarate decarboxylase activity"	0.125	2.55737704918033	41.0731707317073	0.105263157894737	0	79.5238095238095	15.2727272727273	0
"88"	"2-oxoglutarate synthase activity"	4.0625	0.540983606557377	70.390243902439	14.0526315789474	0	57.1428571428571	95.2727272727273	0
"89"	"2-oxopent-4-enoate hydratase activity"	0.3125	1.73770491803279	14.0975609756098	0.859649122807018	0	16.952380952381	26.2727272727273	0
"90"	"2-phosphosulfolactate phosphatase activity"	0.8125	0.409836065573771	3.8780487804878	0.456140350877193	0	2.0952380952381	12.7272727272727	0
"91"	"2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity"	3.09375	11.8524590163934	191.463414634146	103.385964912281	0	7.61904761904762	238.090909090909	0
"92"	"2-pyrone-4,6-dicarboxylate lactonase activity"	0	0	2.92682926829268	0	0	0	10.9090909090909	0
"93"	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity"	2.0625	15.2950819672131	100.80487804878	3.70175438596491	0	182	99.9090909090909	0
"94"	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity"	2.3125	11.327868852459	742.487804878049	11.4385964912281	0.0769230769230769	1272.57142857143	348	0
"95"	"2,3-cyclic-nucleotide 2-phosphodiesterase activity"	1	0.491803278688525	102.658536585366	0.684210526315789	0	133.857142857143	129.181818181818	0
"96"	"2,3-cyclic-nucleotide 3-phosphodiesterase activity"	1	362.065573770492	32.7073170731707	0.982456140350877	0	1069.80952380952	85.1818181818182	0
"97"	"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity"	0.0625	1.27868852459016	51.5853658536585	0.894736842105263	0	40.2380952380952	118.090909090909	0
"98"	"2,3-dihydroxybenzoate-serine ligase activity"	0.09375	38.7213114754098	15.8536585365854	0.543859649122807	0	18.0952380952381	236.727272727273	0
"99"	"2,3-diketo-5-methylthiopentyl-1-phosphate enolase activity"	0	3.85245901639344	11.3658536585366	0	0	0.0952380952380952	63.5454545454545	0
"100"	"2,3-dimethylmalate lyase activity"	0.125	0.442622950819672	0.48780487804878	0.0701754385964912	0	1.28571428571429	1.81818181818182	0
"101"	"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase activity"	4.875	15.4426229508197	37.609756097561	2.84210526315789	0	26.6666666666667	174.363636363636	0
"102"	"2,4-diaminopentanoate dehydrogenase activity"	0	0	1.92682926829268	0	0	3.76190476190476	0	0
"103"	"2,4-dichlorophenol 6-monooxygenase activity"	0	7.14754098360656	0.560975609756098	7.57894736842105	0	0.19047619047619	2.09090909090909	0
"104"	"2,4-dienoyl-CoA reductase (NADPH) activity"	1.5	60.5409836065574	74.4390243902439	6.94736842105263	0	23.6666666666667	536.363636363636	0
"105"	"2,4-dihydroxyacetophenone dioxygenase activity"	0	18.344262295082	0.195121951219512	0	0	48.5238095238095	9.81818181818182	0
"106"	"2,4-dihydroxyhept-2-ene-1,7-dioate aldolase activity"	0.0625	6.80327868852459	8.41463414634146	0.175438596491228	0	5.04761904761905	58.7272727272727	0
"107"	"2,5-didehydrogluconate reductase activity"	0.1875	3.59016393442623	96.8292682926829	0.578947368421053	0	112.190476190476	164.181818181818	0
"108"	"2,5-dihydroxypyridine 5,6-dioxygenase activity"	0	0	3.51219512195122	0	0	0	13.0909090909091	0
"109"	"2,5-dioxovalerate dehydrogenase (NADP+) activity"	0	9.45901639344262	17.6829268292683	0.0701754385964912	0	1.04761904761905	116	0
"110"	"23S rRNA (adenine(1618)-N(6))-methyltransferase activity"	0.0625	5.73770491803279	13.4146341463415	0.0350877192982456	0	0	81.8181818181818	0
"111"	"23S rRNA (adenine(2030)-N(6))-methyltransferase activity"	1.625	7.22950819672131	216.170731707317	1.03508771929825	0	369.52380952381	139.727272727273	0
"112"	"23S rRNA (adenine(2085)-N(6))-dimethyltransferase activity"	0	0	153.073170731707	0.228070175438596	0	294.666666666667	6.81818181818182	0
"113"	"23S rRNA (guanine(1835)-N(2))-methyltransferase activity"	0.09375	6.9344262295082	16.8536585365854	0.087719298245614	0	1.66666666666667	97.9090909090909	0
"114"	"23S rRNA (guanine(2445)-N(2))-methyltransferase activity"	7.3125	10.5737704918033	48.2682926829268	4.10526315789474	0	5.19047619047619	228.636363636364	0
"115"	"23S rRNA (guanine(745)-N(1))-methyltransferase activity"	0	0	7.41463414634146	0	0	1.76190476190476	24.2727272727273	0
"116"	"3-(3-hydroxyphenyl)propionate hydroxylase activity"	0.0625	2.22950819672131	1	2.33333333333333	0	0.428571428571429	3.36363636363636	0
"117"	"3-(hydroxyamino)phenol mutase activity"	0	0.0819672131147541	1.41463414634146	0.087719298245614	0	0.904761904761905	3.54545454545455	0
"118"	"3-5-exodeoxyribonuclease activity"	2.59375	10	315.951219512195	10.0350877192982	0	576.428571428571	88.1818181818182	0
"119"	"3-5-exoribonuclease activity"	8.40625	18.4590163934426	96.219512195122	10.719298245614	0.102564102564103	34.1904761904762	363.363636363636	1.66666666666667
"120"	"3-5 DNA helicase activity"	13.1875	44.5245901639344	190.585365853659	16.0877192982456	0	59.9047619047619	797.909090909091	0
"121"	"3-5 exonuclease activity"	72.34375	195.704918032787	1429.60975609756	85.4210526315789	1.1025641025641	1431.71428571429	3444.45454545455	0
"122"	"3-5 RNA helicase activity"	1.03125	2.78688524590164	54.4146341463415	2.05263157894737	0	6.28571428571429	198.636363636364	0
"123"	"3-beta-hydroxy-delta5-steroid dehydrogenase activity"	0.5625	5.04918032786885	27.1951219512195	0.56140350877193	0	20.4285714285714	89.0909090909091	0
"124"	"3-carboxyethylcatechol 2,3-dioxygenase activity"	0	0	1.5609756097561	0	0	0	5.81818181818182	0
"125"	"3-chloroallyl aldehyde dehydrogenase activity"	13.4375	90.5573770491803	2.04878048780488	0	136.974358974359	1.95238095238095	59.5454545454545	0
"126"	"3-dehydro-L-gulonate-6-phosphate decarboxylase activity"	0.09375	0	6.29268292682927	0.12280701754386	0	0.142857142857143	22.8181818181818	0
"127"	"3-dehydro-L-gulonate 2-dehydrogenase activity"	0	0.0327868852459016	3.48780487804878	0	0	0.0952380952380952	13	0
"128"	"3-dehydroquinate dehydratase activity"	0.6875	8.95081967213115	717.560975609756	6.24561403508772	0	681.571428571429	170.181818181818	2241.16666666667
"129"	"3-dehydroquinate synthase activity"	2.0625	9.21311475409836	78.9024390243902	1.63157894736842	0.0512820512820513	44.9047619047619	256.818181818182	0
"130"	"3-demethylubiquinol-n 3-O-methyltransferase activity"	2.15625	5.32786885245902	24.2926829268293	1.50877192982456	0	5.23809523809524	108.545454545455	0
"131"	"3-demethylubiquinone-9 3-O-methyltransferase activity"	2.3125	6.63934426229508	31.390243902439	1.59649122807018	0	6.04761904761905	140.727272727273	0
"132"	"3-deoxy-manno-octulosonate-8-phosphatase activity"	1.75	9.67213114754098	22.8780487804878	1.82456140350877	0	8.38095238095238	118.545454545455	0
"133"	"3-deoxy-manno-octulosonate cytidylyltransferase activity"	1.15625	6.0327868852459	44.4634146341463	1.71929824561404	0	24.7619047619048	146.363636363636	0
"134"	"3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity"	0.09375	0.327868852459016	40.4878048780488	7.59649122807018	0.0512820512820513	51.3809523809524	15.3636363636364	0
"135"	"3-hydroxy-3-isohexenylglutaryl-CoA lyase activity"	0	3.62295081967213	0.0487804878048781	0	0	0	20.2727272727273	0
"136"	"3-hydroxyacyl-[acyl-carrier-protein] dehydratase activity"	2.3125	7.34426229508197	82.4390243902439	1.78947368421053	0	79.3809523809524	193.909090909091	0
"137"	"3-hydroxyacyl-CoA dehydrogenase activity"	16.09375	92.0655737704918	290.390243902439	21.2631578947368	3.33333333333333	222.428571428571	1092.90909090909	0.333333333333333
"138"	"3-hydroxyanthranilate 3,4-dioxygenase activity"	0.09375	0.0491803278688525	5.36585365853659	0.0526315789473684	0	0.142857142857143	20	0
"139"	"3-hydroxybutyrate dehydrogenase activity"	0.90625	6.62295081967213	30.4634146341463	1.80701754385965	0	7.19047619047619	129.818181818182	0
"140"	"3-hydroxybutyryl-CoA dehydratase activity"	0.09375	0.540983606557377	18.4390243902439	0.157894736842105	0.0512820512820513	10.1428571428571	51.6363636363636	0
"141"	"3-hydroxybutyryl-CoA dehydrogenase activity"	1.09375	14.0327868852459	53.0243902439024	1.49122807017544	0	38.7619047619048	196.909090909091	0
"142"	"3-hydroxybutyryl-CoA epimerase activity"	0.625	13.983606557377	81.9756097560976	1.80701754385965	0.0512820512820513	9.38095238095238	357.454545454545	0
"143"	"3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity"	0.8125	2.09836065573771	21.8780487804878	0.701754385964912	0	15.6666666666667	62	0
"144"	"3-hydroxyisobutyrate dehydrogenase activity"	1.25	12.5081967213115	71.0731707317073	0.701754385964912	0	79.2380952380952	183	0
"145"	"3-hydroxyisobutyryl-CoA hydrolase activity"	1.25	16.9672131147541	40.9268292682927	2.66666666666667	0	33.6666666666667	172.181818181818	0
"146"	"3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity"	1.5625	7.31147540983607	81.9268292682927	1.36842105263158	0	79.2857142857143	192	0
"147"	"3-hydroxypropionate dehydrogenase (NADP+) activity"	0	0.344262295081967	10.8048780487805	0.315789473684211	0	5.14285714285714	30.7272727272727	0
"148"	"3-isopropylmalate dehydratase activity"	5.53125	29.7704918032787	407.024390243902	170.982456140351	0	166.52380952381	494.363636363636	0
"149"	"3-isopropylmalate dehydrogenase activity"	2.25	21.3934426229508	80.0975609756098	10.2105263157895	0.0512820512820513	64.2857142857143	247.909090909091	0
"150"	"3-keto sterol reductase activity"	0	0.688524590163934	24.609756097561	0	0	47.0952380952381	5.63636363636364	0
"151"	"3-mercaptopyruvate sulfurtransferase activity"	0.0625	5.27868852459016	17.2439024390244	0.421052631578947	0	0.19047619047619	91.1818181818182	0
"152"	"3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity"	0.28125	9.95081967213115	47.4878048780488	0.456140350877193	0	25.6190476190476	181.727272727273	0
"153"	"3-methyl-2-oxobutanoate dehydrogenase (ferredoxin) activity"	0.96875	1.45901639344262	31.5609756097561	0.543859649122807	0	29.1428571428571	70.0909090909091	0
"154"	"3-methyl-2-oxobutanoate hydroxymethyltransferase activity"	418	1229.52459016393	91.0243902439024	602.754385964912	0.0512820512820513	2558.71428571429	365.181818181818	0
"155"	"3-nucleotidase activity"	3.40625	0.0819672131147541	37	1.94736842105263	0	32.6666666666667	75.8181818181818	0
"156"	"3-octaprenyl-4-hydroxybenzoate carboxy-lyase activity"	0.4375	9.88524590163934	19.4146341463415	0.245614035087719	0	0.285714285714286	126.636363636364	0
"157"	"3-oxo-5-alpha-steroid 4-dehydrogenase activity"	0	0.0655737704918033	1.31707317073171	0.0350877192982456	0	0.0952380952380952	4.90909090909091	0
"158"	"3-oxo-glutaryl-[acp] methyl ester reductase activity"	23.1875	179.55737704918	746.512195121951	106.649122807018	0.435897435897436	865	1640.09090909091	0
"159"	"3-oxo-pimeloyl-[acp] methyl ester reductase activity"	23.1875	179.55737704918	746.512195121951	106.649122807018	0.435897435897436	865	1640.09090909091	0
"160"	"3-oxoacid CoA-transferase activity"	0.875	7.26229508196721	35.8048780487805	0.701754385964912	0	13.6190476190476	146.636363636364	0
"161"	"3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity"	23.5	180.196721311475	758.170731707317	107.80701754386	0.435897435897436	871.47619047619	1669.63636363636	0
"162"	"3-oxoacyl-[acyl-carrier-protein] synthase activity"	10.3125	51.1803278688525	455.414634146341	21.1228070175439	0.0769230769230769	526.142857142857	897.090909090909	0
"163"	"3-oxoadipate CoA-transferase activity"	0.125	8.19672131147541	22.390243902439	0.210526315789474	0	18.3809523809524	93.0909090909091	0
"164"	"3-oxoadipate enol-lactonase activity"	1.15625	24.8196721311475	15.2926829268293	3.57894736842105	0	10.6666666666667	159.090909090909	0
"165"	"3-oxoadipyl-CoA thiolase activity"	0.40625	11.5901639344262	26.7073170731707	0.43859649122807	0.205128205128205	11.5238095238095	140	0
"166"	"3-oxosteroid 1-dehydrogenase activity"	0.65625	2.49180327868852	14.1219512195122	0.842105263157895	0	4.76190476190476	54.9090909090909	0
"167"	"3-phenylpropionate dioxygenase activity"	4.46875	2.78688524590164	3.90243902439024	5.29824561403509	0	4.71428571428571	6.54545454545455	0
"168"	"3-phytase activity"	0.59375	1.24590163934426	29.9268292682927	0.333333333333333	0	14.9047619047619	90	0
"169"	"3-sulfolactaldehyde reductase activity"	0	0	6.68292682926829	0	0	0	24.9090909090909	0
"170"	"3-tRNA processing endoribonuclease activity"	0.15625	0.672131147540984	67.1707317073171	2.40350877192982	0	94.9523809523809	60.8181818181818	0
"171"	"3(2),5-bisphosphate nucleotidase activity"	0.9375	6.01639344262295	22.5365853658537	0.631578947368421	0	1.19047619047619	114.545454545455	0
"172"	"3,4-dihydrocoumarin hydrolase activity"	0	1.22950819672131	4.63414634146341	0	0	0	24.0909090909091	0
"173"	"3,4-dihydroxyphenylacetate 2,3-dioxygenase activity"	0.90625	5.85245901639344	7.1219512195122	0.719298245614035	0	2.71428571428571	52.7272727272727	0
"174"	"3,5-cyclic-AMP phosphodiesterase activity"	2.625	7.16393442622951	45.0243902439024	2.28070175438596	0	55.5238095238095	97.3636363636364	0
"175"	"3,5-cyclic-nucleotide phosphodiesterase activity"	0.0625	0.721311475409836	13.1463414634146	0.12280701754386	0	2.71428571428571	47.3636363636364	0
"176"	"3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA hydratase activity"	0.6875	5.04918032786885	2.14634146341463	0.385964912280702	0	0.19047619047619	35.6363636363636	0
"177"	"3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase activity"	0.09375	0	1.8780487804878	0.0526315789473684	0	0	7	0
"178"	"4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol kinase activity"	1.0625	10.6065573770492	52.4878048780488	1.07017543859649	0	28.952380952381	196.727272727273	0
"179"	"4-acetamido-4,6-dideoxy-D-galactose transferase activity"	0	0.0327868852459016	7.14634146341463	0.0350877192982456	0	0	26.6363636363636	0
"180"	"4-alpha-D-(1->4)-alpha-D-glucanotrehalose trehalohydrolase activity"	1.15625	15.9344262295082	54.8536585365854	1.03508771929825	0	59.7619047619048	176.727272727273	0
"181"	"4-alpha-glucanotransferase activity"	18.875	51.4754098360656	376.878048780488	13.6315789473684	56.1025641025641	516.761904761905	489	0
"182"	"4-alpha-hydroxytetrahydrobiopterin dehydratase activity"	1.46875	1.57377049180328	13.0243902439024	4.01754385964912	0	0.476190476190476	39.8181818181818	0
