32	GO.0071704.organic.substance.metabolic.process	case	Control_Healthy	0.008157495	0.001325726	86	76	3.59E-08	4.90E-07
32	GO.0071704.organic.substance.metabolic.process	case	Community_acquired_pneumonia	0.003334772	0.001303013	86	76	0.012511419	0.023316736
33	GO.1901360.organic.cyclic.compound.metabolic.process	case	Control_Healthy	0.002326599	0.000902279	86	39	0.016992542	0.030291053
34	GO.1901564.organonitrogen.compound.metabolic.process	case	Control_Healthy	0.003655564	0.000992771	86	5	0.000436519	0.001431782
34	GO.1901564.organonitrogen.compound.metabolic.process	case	Community_acquired_pneumonia	0.002270769	0.000975332	86	5	0.022606651	0.037074908
35	GO.1901576.organic.substance.biosynthetic.process	case	Community_acquired_pneumonia	0.003138341	0.000996511	86	12	0.006734726	0.015315293
									
	Bacterially associated GO_TERMS associated with COVID19 via Maaslin2								
	feature	metadata	value compared to	coef	stderr	N	N.not.0	pval	qval
1	GO.0003824.catalytic.activity	case	Control_Healthy	-0.015143947	0.003929388	86	86	0.000279676	0.002665118
1	GO.0003824.catalytic.activity	case	Community_acquired_pneumonia	-0.011397512	0.003914164	86	86	0.004777067	0.030573228
2	GO.0009987.cellular.process	case	Control_Healthy	0.003528628	0.000822784	86	86	5.25E-05	0.001120944
2	GO.0009987.cellular.process	case	Community_acquired_pneumonia	0.002328746	0.000853013	86	86	0.0078745	0.033597866
3	GO.0016070.RNA.metabolic.process	case	Control_Healthy	0.005635322	0.001246012	86	3	8.14E-05	0.001302681
4	GO.0016740.transferase.activity	case	Community_acquired_pneumonia	0.005191416	0.001859108	86	71	0.007210085	0.032960389
5	GO.0016779.nucleotidyltransferase.activity	case	Community_acquired_pneumonia	0.003714268	0.001390464	86	6	0.01028965	0.038737505
6	GO.0016787.hydrolase.activity	case	Community_acquired_pneumonia	-0.005105676	0.001419636	86	26	0.000557037	0.004456298
7	GO.0016829.lyase.activity	case	Control_Healthy	-0.006111641	0.001366937	86	10	4.93E-05	0.001120944
8	GO.0034660.ncRNA.metabolic.process	case	Control_Healthy	0.00485914	0.001106465	86	0	0.00026534	0.002665118
9	GO.0043169.cation.binding	case	Control_Healthy	-0.001536613	0.000535885	86	0	0.009697419	0.038737505
10	GO.0043170.macromolecule.metabolic.process	case	Control_Healthy	0.003435147	0.000747602	86	41	1.69E-05	0.001078799
11	GO.0044238.primary.metabolic.process	case	Control_Healthy	0.003078471	0.000770851	86	80	0.000291497	0.002665118
12	GO.0044249.cellular.biosynthetic.process	case	Control_Healthy	-0.00260577	0.000926448	86	9	0.006250956	0.030773937
13	GO.0044281.small.molecule.metabolic.process	case	Control_Healthy	-0.002444042	0.00069473	86	1	0.002032682	0.014454628
14	GO.0090304.nucleic.acid.metabolic.process	case	Control_Healthy	0.002752284	0.000975798	86	6	0.006122187	0.030773937
15	GO.1901576.organic.substance.biosynthetic.process	case	Control_Healthy	-0.002642482	0.000922403	86	10	0.005394133	0.030773937
									
	Bacterially associated GO_TERMS associated with Deceased COVID19 via Maaslin2								
	feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
1	GO.0003735.structural.constituent.of.ribosome	outcome	Recovered	0.000547324	0.000236982	39	0	0.03023362	0.489993147
2	GO.0004386.helicase.activity	outcome	Stabilized	0.000810865	0.000354009	39	1	0.027953862	0.489695102
3	GO.0004672.protein.kinase.activity	outcome	Stabilized	0.001216401	0.000274083	39	0	8.24E-05	0.01639259
4	GO.0005198.structural.molecule.activity	outcome	Recovered	0.000553339	0.00023866	39	0	0.029689284	0.489993147
5	GO.0005515.protein.binding	outcome	Recovered	0.000546941	0.000216658	39	0	0.01613808	0.399205131
5	GO.0005515.protein.binding	outcome	Stabilized	0.000556809	0.000241448	39	0	0.026971804	0.489695102
6	GO.0005524.ATP.binding	outcome	Stabilized	0.002683592	0.000677759	39	12	0.000426389	0.020040301
7	GO.0006468.protein.phosphorylation	outcome	Stabilized	0.001122697	0.00027227	39	0	0.000209933	0.01639259
8	GO.0006508.proteolysis	outcome	Stabilized	0.001133373	0.000447206	39	1	0.015757824	0.399205131
9	GO.0006629.lipid.metabolic.process	outcome	Recovered	0.000381697	0.000151127	39	0	0.016096849	0.399205131
10	GO.0007165.signal.transduction	outcome	Stabilized	0.001603234	0.00070079	39	1	0.028131421	0.489695102
11	GO.0016043.cellular.component.organization	outcome	Stabilized	0.001111089	0.000306723	39	0	0.000892537	0.038135691
12	GO.0016462.pyrophosphatase.activity	outcome	Stabilized	0.001684793	0.000584749	39	3	0.007234986	0.242888805
13	GO.0016817.hydrolase.activity..acting.on.acid.anhydrides	outcome	Stabilized	0.001738828	0.000587071	39	3	0.005923163	0.223411895
13	GO.0016818.hydrolase.activity..acting.on.acid.anhydrides..in.phosphorus.containing.anhydrides	outcome	Stabilized	0.001728371	0.000586902	39	3	0.006179478	0.223411895
14	GO.0016829.lyase.activity	outcome	Stabilized	-0.007536628	0.002933256	39	23	0.015237801	0.399205131
15	GO.0016887.ATPase.activity	outcome	Stabilized	0.001380754	0.000569023	39	3	0.021366717	0.436877457
16	GO.0017076.purine.nucleotide.binding	outcome	Stabilized	0.002971432	0.000702094	39	12	0.000204263	0.01639259
17	GO.0017111.nucleoside.triphosphatase.activity	outcome	Stabilized	0.00156956	0.000581123	39	3	0.011216636	0.351454589
18	GO.0019843.rRNA.binding	outcome	Recovered	0.00055017	0.000222573	39	0	0.02137911	0.436877457
19	GO.0030554.adenyl.nucleotide.binding	outcome	Stabilized	0.002732501	0.000678565	39	12	0.000354465	0.018799338
20	GO.0032553.ribonucleotide.binding	outcome	Stabilized	0.003089167	0.000701569	39	12	0.000127156	0.01639259
21	GO.0032555.purine.ribonucleotide.binding	outcome	Stabilized	0.002968546	0.000698739	39	12	0.000194833	0.01639259
22	GO.0032559.adenyl.ribonucleotide.binding	outcome	Stabilized	0.002727868	0.000678358	39	12	0.000359987	0.018799338
23	GO.0035639.purine.ribonucleoside.triphosphate.binding	outcome	Stabilized	0.002906726	0.000697628	39	12	0.000244145	0.01639259
24	GO.0046914.transition.metal.ion.binding	outcome	Stabilized	0.000759245	0.000311884	39	0	0.020005162	0.436877457
25	GO.0071840.cellular.component.organization.or.biogenesis	outcome	Stabilized	0.000861503	0.00036579	39	0	0.024083202	0.471629382
26	GO.0090407.organophosphate.biosynthetic.process	outcome	Stabilized	0.001299244	0.000527698	39	1	0.018733754	0.436877457
27	GO.0097367.carbohydrate.derivative.binding	outcome	Stabilized	0.00321801	0.000710097	39	12	8.95E-05	0.01639259
